material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Cu_wyckoff,num_Cu_chemenvs,CN,element,charge_range,is_single_charge
mp-1194301,Li3CuB3O7,1.8952861455369368,0.0648814651647906,[4.0],2.0,2.0,2.0,Square plane,2i,1,4.0,Cu,0.0,True
mp-1194729,RbAlCu(PO4)2,0.8493392372529511,1.2592525666000205,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Cu,0.0,True
mp-1194841,SrCuH3ClO3,1.951396989468805,0.0434217150018486,[4.0],2.0,2.0,2.0,Square plane,"2a, 4b",1,4.0,Cu,0.0,True
mp-1194904,CuHg(SeO3)2,0.9229845142154391,1.3091005945088523,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4e,1,5.0,Cu,0.0,True
mp-1194948,Ba2Cu2Te2P2O13,1.9333114965308027,0.042914227127698,[4.0],2.0,2.0,2.0,Square plane,"2e, 2d",1,4.0,Cu,0.0,True
mp-1195138,SrTiCu4P4O17,0.6624044778327095,1.5886018105816766,[5.0],2.0,2.0,2.0,Square pyramid,8g,1,5.0,Cu,0.0,True
mp-1195143,BaTiCu4P4O17,0.5292700129057313,1.7439822293691627,[5.0],2.0,2.0,2.0,Square pyramid,8g,1,5.0,Cu,0.0,True
mp-1195165,CdCuAsHO5,1.5532309725473543,0.4958570544237529,[6.0],2.0,2.0,2.0,Octahedron,4b,1,6.0,Cu,0.0,True
mp-1195252,SrVCuHO5,1.1560392961147263,1.0059676720162414,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cu,0.0,True
mp-1195300,Ba2V2CuClO8,0.2996351341844457,1.587239774485933,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cu,0.0,True
mp-1195349,Cu3Ag2P2O9,1.7109899893004612,0.3844864146760913,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane, See-saw",4e,4,4.0,Cu,0.0,True
mp-1195349,Cu3Ag2P2O9,1.7109899893004612,0.3844864146760913,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane, See-saw",4e,4,5.0,Cu,0.0,True
mp-1195387,V4Cu13(O13F2)2,1.8002444807167477,0.2401731356355553,"[4.0, 4.0, 4.0, 6.0, 6.0, 6.0]",2.1666666666666665,2.0,3.0,"Octahedron, Trigonal bipyramid, Square pyramid","1d, 2i, 1c, 1a",3,4.0,Cu,1.0,False
mp-1195387,V4Cu13(O13F2)2,1.8002444807167477,0.2401731356355553,"[4.0, 4.0, 4.0, 6.0, 6.0, 6.0]",2.1666666666666665,2.0,3.0,"Octahedron, Trigonal bipyramid, Square pyramid","1d, 2i, 1c, 1a",3,4.0,Cu,1.0,False
mp-1195387,V4Cu13(O13F2)2,1.8002444807167477,0.2401731356355553,"[4.0, 4.0, 4.0, 6.0, 6.0, 6.0]",2.1666666666666665,2.0,3.0,"Octahedron, Trigonal bipyramid, Square pyramid","1d, 2i, 1c, 1a",3,4.0,Cu,1.0,False
mp-1195387,V4Cu13(O13F2)2,1.8002444807167477,0.2401731356355553,"[4.0, 4.0, 4.0, 6.0, 6.0, 6.0]",2.1666666666666665,2.0,3.0,"Octahedron, Trigonal bipyramid, Square pyramid","1d, 2i, 1c, 1a",3,6.0,Cu,1.0,False
mp-1195387,V4Cu13(O13F2)2,1.8002444807167477,0.2401731356355553,"[4.0, 4.0, 4.0, 6.0, 6.0, 6.0]",2.1666666666666665,2.0,3.0,"Octahedron, Trigonal bipyramid, Square pyramid","1d, 2i, 1c, 1a",3,6.0,Cu,1.0,False
mp-1195387,V4Cu13(O13F2)2,1.8002444807167477,0.2401731356355553,"[4.0, 4.0, 4.0, 6.0, 6.0, 6.0]",2.1666666666666665,2.0,3.0,"Octahedron, Trigonal bipyramid, Square pyramid","1d, 2i, 1c, 1a",3,6.0,Cu,1.0,False
mp-1195601,K5Na3Cu8(S2O9)4,1.5836031785651834,0.5240124921469402,[5.0],2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid",4g,2,5.0,Cu,0.0,True
mp-1195764,Cu7Te6(O9F)2,1.686226638369957,0.3883878408174547,"[4.0, 4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square pyramid, Square plane","2i, 1a",4,4.0,Cu,0.0,True
mp-1195764,Cu7Te6(O9F)2,1.686226638369957,0.3883878408174547,"[4.0, 4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square pyramid, Square plane","2i, 1a",4,4.0,Cu,0.0,True
mp-1195764,Cu7Te6(O9F)2,1.686226638369957,0.3883878408174547,"[4.0, 4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square pyramid, Square plane","2i, 1a",4,5.0,Cu,0.0,True
mp-1195764,Cu7Te6(O9F)2,1.686226638369957,0.3883878408174547,"[4.0, 4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square pyramid, Square plane","2i, 1a",4,6.0,Cu,0.0,True
mp-1195946,Cu7Se2(Cl3O4)2,1.8858985503383168,0.1123043121211226,"[2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane, See-saw","4e, 2d, 2b",4,2.0,Cu,0.0,True
mp-1195946,Cu7Se2(Cl3O4)2,1.8858985503383168,0.1123043121211226,"[2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane, See-saw","4e, 2d, 2b",4,2.0,Cu,0.0,True
mp-1195946,Cu7Se2(Cl3O4)2,1.8858985503383168,0.1123043121211226,"[2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane, See-saw","4e, 2d, 2b",4,2.0,Cu,0.0,True
mp-1195946,Cu7Se2(Cl3O4)2,1.8858985503383168,0.1123043121211226,"[2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane, See-saw","4e, 2d, 2b",4,3.0,Cu,0.0,True
mp-1195946,Cu7Se2(Cl3O4)2,1.8858985503383168,0.1123043121211226,"[2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane, See-saw","4e, 2d, 2b",4,3.0,Cu,0.0,True
mp-1195946,Cu7Se2(Cl3O4)2,1.8858985503383168,0.1123043121211226,"[2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane, See-saw","4e, 2d, 2b",4,4.0,Cu,0.0,True
mp-1195946,Cu7Se2(Cl3O4)2,1.8858985503383168,0.1123043121211226,"[2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane, See-saw","4e, 2d, 2b",4,4.0,Cu,0.0,True
mp-1196031,Rb3Cu3Cl8O,1.9070119405849704,-0.0067557186712608,"[1.0, 1.0]",2.0,2.0,2.0,Square plane,4e,1,1.0,Cu,0.0,True
mp-1196031,Rb3Cu3Cl8O,1.9070119405849704,-0.0067557186712608,"[1.0, 1.0]",2.0,2.0,2.0,Square plane,4e,1,1.0,Cu,0.0,True
mp-1196110,SrCuTe2O7,1.3572086282413829,1.352295907870903,[5.0],3.0,3.0,3.0,Square pyramid,4d,1,5.0,Cu,0.0,True
mp-1196135,Cs3Cu3Cl8O,0.8412171263521742,0.9741070801467332,[1.0],2.0,2.0,2.0,Square plane,4e,1,1.0,Cu,0.0,True
mp-1196185,V4Cu9(ClO9)2,1.821077951721834,0.2010667679714018,"[4.0, 4.0, 4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","1d, 2i, 1a, 1b",2,4.0,Cu,0.0,True
mp-1196185,V4Cu9(ClO9)2,1.821077951721834,0.2010667679714018,"[4.0, 4.0, 4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","1d, 2i, 1a, 1b",2,4.0,Cu,0.0,True
mp-1196185,V4Cu9(ClO9)2,1.821077951721834,0.2010667679714018,"[4.0, 4.0, 4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","1d, 2i, 1a, 1b",2,4.0,Cu,0.0,True
mp-1196185,V4Cu9(ClO9)2,1.821077951721834,0.2010667679714018,"[4.0, 4.0, 4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","1d, 2i, 1a, 1b",2,5.0,Cu,0.0,True
mp-1196410,NaCu5Se2Cl3O8,1.828091508210192,0.171373350710391,"[3.0, 3.0, 4.0]",2.0,2.0,2.0,"Square pyramid, Square plane","4c, 8d",2,3.0,Cu,0.0,True
mp-1196410,NaCu5Se2Cl3O8,1.828091508210192,0.171373350710391,"[3.0, 3.0, 4.0]",2.0,2.0,2.0,"Square pyramid, Square plane","4c, 8d",2,3.0,Cu,0.0,True
mp-1196410,NaCu5Se2Cl3O8,1.828091508210192,0.171373350710391,"[3.0, 3.0, 4.0]",2.0,2.0,2.0,"Square pyramid, Square plane","4c, 8d",2,4.0,Cu,0.0,True
mp-1196467,Rb2Cu3P4(O3F)4,2.047648078342285,-0.0106720384770608,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2a, 4e",2,4.0,Cu,0.0,True
mp-1196467,Rb2Cu3P4(O3F)4,2.047648078342285,-0.0106720384770608,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2a, 4e",2,5.0,Cu,0.0,True
mp-1196772,Na2CuH12(SO7)2,1.6104849596557806,0.447288319832978,[6.0],2.0,2.0,2.0,Octahedron,2d,1,6.0,Cu,0.0,True
mp-1196858,Rb2CuP4(HO2)8,1.6649958520797827,0.3892867848617043,[6.0],2.0,2.0,2.0,Octahedron,1c,1,6.0,Cu,0.0,True
mp-1196871,KCu24Ag9H48Pb26(Cl31O24)2,2.258539760091174,-0.2802052804118405,[4.0],2.0,2.0,2.0,Square plane,24m,1,4.0,Cu,0.0,True
mp-1197678,VCu2HO5,1.7172877660153278,0.362528254450539,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square pyramid",4a,3,5.0,Cu,0.0,True
mp-1197678,VCu2HO5,1.7172877660153278,0.362528254450539,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square pyramid",4a,3,6.0,Cu,0.0,True
mp-1197751,Cu2AsO5,1.6236178568725317,0.3712729559853468,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4e, 4g",2,5.0,Cu,0.0,True
mp-1197751,Cu2AsO5,1.6236178568725317,0.3712729559853468,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4e, 4g",2,6.0,Cu,0.0,True
mp-1197774,RbFeCu(PO4)2,1.6516127348966758,0.4610743134804403,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4e,1,5.0,Cu,0.0,True
mp-1198030,Sr2CuCO5,1.9626291600970869,0.0182129769590625,[4.0],2.0,2.0,2.0,Square pyramid,4g,1,4.0,Cu,0.0,True
mp-1198036,Cu2AsO5,1.541234719791454,0.4964404735428162,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid",4e,2,5.0,Cu,0.0,True
mp-1198036,Cu2AsO5,1.541234719791454,0.4964404735428162,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid",4e,2,6.0,Cu,0.0,True
mp-1198047,KCu3P3(O4F3)2,2.086443786383052,-0.0023773728819692,[4.0],2.0,2.0,2.0,Octahedron,"2d, 4f",1,4.0,Cu,0.0,True
mp-1198048,Li2Cu3(Se2O7)2,2.2358309503671827,-0.103357571132313,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","2a, 4f",2,5.0,Cu,0.0,True
mp-1198048,Li2Cu3(Se2O7)2,2.2358309503671827,-0.103357571132313,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","2a, 4f",2,6.0,Cu,0.0,True
mp-1198285,Cu3P4H8N2(O3F)4,2.096576185256351,-0.0632911010353934,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","4e, 2d",2,4.0,Cu,0.0,True
mp-1198285,Cu3P4H8N2(O3F)4,2.096576185256351,-0.0632911010353934,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","4e, 2d",2,5.0,Cu,0.0,True
mp-1198524,Cu3TePbO7,1.4901021407708552,0.6574045905332337,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, See-saw","4c, 8d",2,4.0,Cu,0.0,True
mp-1198524,Cu3TePbO7,1.4901021407708552,0.6574045905332337,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, See-saw","4c, 8d",2,6.0,Cu,0.0,True
mp-1198573,Sr2YCu3(PbO4)2,1.6564034562550571,0.4311357968664857,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","2d, 4h",2,2.0,Cu,1.0,False
mp-1198573,Sr2YCu3(PbO4)2,1.6564034562550571,0.4311357968664857,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","2d, 4h",2,5.0,Cu,1.0,False
mp-1198701,Li6Cu(B2O5)2,1.3204547067703154,0.8553917258086253,"[4.0, 5.0]",2.0,2.0,2.0,Square plane,"2i, 1a",1,4.0,Cu,0.0,True
mp-1198701,Li6Cu(B2O5)2,1.3204547067703154,0.8553917258086253,"[4.0, 5.0]",2.0,2.0,2.0,Square plane,"2i, 1a",1,5.0,Cu,0.0,True
mp-1198812,TbCu(WO4)2,2.7093951131599283,-0.5080502658211161,"[2.0, 3.0, 4.0]",1.0,1.0,1.0,"Trigonal plane, Linear, Square plane","1h, 2i, 1b",3,2.0,Cu,0.0,True
mp-1198812,TbCu(WO4)2,2.7093951131599283,-0.5080502658211161,"[2.0, 3.0, 4.0]",1.0,1.0,1.0,"Trigonal plane, Linear, Square plane","1h, 2i, 1b",3,3.0,Cu,0.0,True
mp-1198812,TbCu(WO4)2,2.7093951131599283,-0.5080502658211161,"[2.0, 3.0, 4.0]",1.0,1.0,1.0,"Trigonal plane, Linear, Square plane","1h, 2i, 1b",3,4.0,Cu,0.0,True
mp-1198901,Cs2CuH8(SeO6)2,1.6471128112402496,0.4555192327100387,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True
mp-1198918,Rb2Cu3(P2O7)2,1.3743970118325062,0.7946967465182037,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","2a, 4e",2,4.0,Cu,0.0,True
mp-1198918,Rb2Cu3(P2O7)2,1.3743970118325062,0.7946967465182037,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","2a, 4e",2,6.0,Cu,0.0,True
mp-1199156,Na2Cu(NO3)4,1.6362445077932386,0.5213169510173821,[4.0],2.0,2.0,2.0,Octahedron,2a,1,4.0,Cu,0.0,True
mp-1199324,Na2Cu3H8(SeO4)4,1.6962299227128828,0.3892850996735053,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","2a, 4e",2,5.0,Cu,0.0,True
mp-1199324,Na2Cu3H8(SeO4)4,1.6962299227128828,0.3892850996735053,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","2a, 4e",2,6.0,Cu,0.0,True
mp-1199484,LiCu2BP2(HO5)2,1.7823625150430231,0.3174273835919291,[5.0],2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid",4a,2,5.0,Cu,0.0,True
mp-1199641,Cs2V2Cu(ClO3)2,1.9960153855362144,-0.0832720766822524,[2.0],2.0,2.0,2.0,Square plane,8b,1,2.0,Cu,0.0,True
mp-1199970,KFeCu(PO4)2,1.605667273596022,0.505241672704111,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4e,1,5.0,Cu,0.0,True
mp-1200069,Cu2MoSeO7,2.291999320641455,-0.1450233236459121,"[5.0, 6.0]",2.0,2.0,2.0,Square pyramid,4e,1,5.0,Cu,0.0,True
mp-1200069,Cu2MoSeO7,2.291999320641455,-0.1450233236459121,"[5.0, 6.0]",2.0,2.0,2.0,Square pyramid,4e,1,6.0,Cu,0.0,True
mp-1200251,Cu2PHO5,1.4596453391272215,0.6667734533667172,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid",4e,2,5.0,Cu,0.0,True
mp-1200251,Cu2PHO5,1.4596453391272215,0.6667734533667172,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid",4e,2,6.0,Cu,0.0,True
mp-1200359,Na12(CuO2)7,1.80159047419492,0.1901014059551363,"[4.0, 4.0]",2.5,2.0,3.0,Square plane,"2b, 1a",1,4.0,Cu,1.0,False
mp-1200359,Na12(CuO2)7,1.80159047419492,0.1901014059551363,"[4.0, 4.0]",2.5,2.0,3.0,Square plane,"2b, 1a",1,4.0,Cu,1.0,False
mp-1200513,BaCu2Ge3(HO5)2,1.5308553678125758,0.536558932569543,[6.0],2.0,2.0,2.0,no_data,no_data,1,6.0,Cu,0.0,True
mp-1200516,In2Cu3(SeO3)6,1.941408477807809,0.1216480121856081,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane","2a, 4e",2,4.0,Cu,0.0,True
mp-1200516,In2Cu3(SeO3)6,1.941408477807809,0.1216480121856081,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane","2a, 4e",2,5.0,Cu,0.0,True
mp-1200668,Cu2Si2Pb7(S2O13)2,0.2398043429386996,1.672269526583031,[6.0],2.0,2.0,2.0,Octahedron,2e,1,6.0,Cu,0.0,True
mp-1200772,Ba2YCu3(PbO4)2,1.8028890167570024,0.2845380079204152,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","2a, 4e",2,2.0,Cu,1.0,False
mp-1200772,Ba2YCu3(PbO4)2,1.8028890167570024,0.2845380079204152,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","2a, 4e",2,5.0,Cu,1.0,False
mp-1201073,Cu2H3ClO3,1.6742076173186295,0.4178029321772766,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","1h, 1d, 1b, 2i, 1c",2,4.0,Cu,0.0,True
mp-1201073,Cu2H3ClO3,1.6742076173186295,0.4178029321772766,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","1h, 1d, 1b, 2i, 1c",2,6.0,Cu,0.0,True
mp-1201149,Fe2Cu8P4O21,1.7561547349759614,0.305443938540754,[5.0],2.0,2.0,2.0,Trigonal bipyramid,"2i, 4j",1,5.0,Cu,0.0,True
mp-1201155,Cu5Se4(ClO6)2,1.990092983740056,0.0737413842158464,"[3.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4e, 2b",2,3.0,Cu,0.0,True
mp-1201155,Cu5Se4(ClO6)2,1.990092983740056,0.0737413842158464,"[3.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4e, 2b",2,5.0,Cu,0.0,True
mp-1201155,Cu5Se4(ClO6)2,1.990092983740056,0.0737413842158464,"[3.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4e, 2b",2,6.0,Cu,0.0,True
mp-1201552,Ga2Cu(SeO3)4,2.033457059969025,0.1120887665777224,[6.0],2.0,2.0,2.0,Octahedron,"2d, 2c",1,6.0,Cu,0.0,True
mp-1201576,ZnCu2PH7O9,2.085195855736631,0.0981908128785448,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Cu,0.0,True
mp-1201654,CuPHO4,1.5511687563481869,0.6205913849888278,[5.0],2.0,2.0,2.0,Square pyramid,6f,1,5.0,Cu,0.0,True
mp-1201655,CaCuGeH2O5,1.801987234575016,0.229728100107528,[4.0],2.0,2.0,2.0,Square plane,"2a, 2d",1,4.0,Cu,0.0,True
mp-1202064,Cu3Pb2Se2(NO7)2,2.0410465025421627,-0.11926504989049,[4.0],2.0,2.0,2.0,Square plane,"2a, 4b",1,4.0,Cu,0.0,True
mp-1202099,Al6CuP4(H4O7)4,1.92749188047549,0.1567668325490889,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Cu,0.0,True
mp-1202117,LiCu2BP2(HO5)2,1.6475388154886912,0.4972287457851865,[6.0],2.0,2.0,2.0,Octahedron,4f,1,6.0,Cu,0.0,True
mp-1202137,Ca2CuAs2(H2O5)2,1.233415672809007,0.8565343068288289,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True
mp-1202152,Cu3Ge(PO5)2,1.4513204662137225,0.7015329837067406,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2b, 4f",2,4.0,Cu,0.0,True
mp-1202152,Cu3Ge(PO5)2,1.4513204662137225,0.7015329837067406,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2b, 4f",2,6.0,Cu,0.0,True
mp-1202297,Cu4H6SO10,1.724480926393414,0.3821438448698989,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Cu,0.0,True
mp-1202454,Rb4Fe8CuH6(Se8O25)2,1.5935349477929768,0.5007607627618632,[6.0],2.0,2.0,2.0,Octahedron,1f,1,6.0,Cu,0.0,True
mp-1202476,Cu2H6Pb5C(SO7)3,1.226121209641814,0.8188958190339306,[6.0],2.0,2.0,2.0,Octahedron,4b,1,6.0,Cu,0.0,True
mp-1202558,Cu4As3PbO12,1.7534303390231112,0.3055108408058238,"[2.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Trigonal bipyramid, T-shaped, Square plane","1e, 2i, 1f",3,2.0,Cu,1.0,False
mp-1202558,Cu4As3PbO12,1.7534303390231112,0.3055108408058238,"[2.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Trigonal bipyramid, T-shaped, Square plane","1e, 2i, 1f",3,4.0,Cu,1.0,False
mp-1202558,Cu4As3PbO12,1.7534303390231112,0.3055108408058238,"[2.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Trigonal bipyramid, T-shaped, Square plane","1e, 2i, 1f",3,5.0,Cu,1.0,False
mp-1202614,Cu3SO8,1.7867107520088037,0.3491456846545153,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"4c, 8d",1,6.0,Cu,1.0,False
mp-1202614,Cu3SO8,1.7867107520088037,0.3491456846545153,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"4c, 8d",1,6.0,Cu,1.0,False
mp-1202669,Li2CuB4(PbO5)2,1.6640774241609304,0.3981294939283224,[4.0],2.0,2.0,2.0,Square plane,2c,1,4.0,Cu,0.0,True
mp-1202993,Cu3P4Pb3O16,1.7389996050913592,0.3366368736010487,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane","4f, 2c",2,4.0,Cu,0.0,True
mp-1202993,Cu3P4Pb3O16,1.7389996050913592,0.3366368736010487,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane","4f, 2c",2,5.0,Cu,0.0,True
mp-1203135,CuTe2PbO7,1.4057450597558487,1.2559153142292343,[5.0],3.0,3.0,3.0,Square pyramid,4d,1,5.0,Cu,0.0,True
mp-1203192,Ga2CuSe3O10,1.6711883644020349,0.4019007486224309,[6.0],2.0,2.0,2.0,Octahedron,4g,1,6.0,Cu,0.0,True
mp-1203217,Zn4Cu5(TeO6)3,1.6897394006744393,0.4230493885556322,[6.0],2.0,2.0,2.0,Octahedron,"1b, 1a, 2c",1,6.0,Cu,0.0,True
mp-1203235,Cu2PO5,1.6798891698041063,0.3209796437501829,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4e, 4g",2,5.0,Cu,0.0,True
mp-1203235,Cu2PO5,1.6798891698041063,0.3209796437501829,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4e, 4g",2,6.0,Cu,0.0,True
mp-1203302,Na7Cu4(AsO4)5,0.9382256240677044,1.2581142546953736,[5.0],2.0,2.0,2.0,"Trigonal bipyramid, See-saw",4f,2,5.0,Cu,0.0,True
mp-1203611,Ga2Cu3(SeO3)6,2.1822967944549667,-0.0964010097638622,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4e, 2b",2,5.0,Cu,0.0,True
mp-1203611,Ga2Cu3(SeO3)6,2.1822967944549667,-0.0964010097638622,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4e, 2b",2,6.0,Cu,0.0,True
mp-1203708,KHo2Cu(MoO4)4,4.309749183306598,-1.138259451985697,[6.0],1.0,1.0,1.0,Trigonal prism,2e,1,6.0,Cu,0.0,True
mp-1203931,Tl2CuH12(SeO7)2,1.756014183811353,0.3222795921262373,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True
mp-1203941,La4Cu3MoO12,1.3101109825877155,0.9835806900354858,"[4.0, 5.0]",2.0,2.0,2.0,"T-shaped, See-saw","1a, 1b",2,4.0,Cu,0.0,True
mp-1203941,La4Cu3MoO12,1.3101109825877155,0.9835806900354858,"[4.0, 5.0]",2.0,2.0,2.0,"T-shaped, See-saw","1a, 1b",2,5.0,Cu,0.0,True
mp-1204064,Cu3Ag5(PO4)4,2.0064633766373463,0.0260458382020719,"[5.0, 4.0]",2.5,2.0,3.0,"Square pyramid, Square plane","4f, 2c",2,5.0,Cu,1.0,False
mp-1204064,Cu3Ag5(PO4)4,2.0064633766373463,0.0260458382020719,"[5.0, 4.0]",2.5,2.0,3.0,"Square pyramid, Square plane","4f, 2c",2,4.0,Cu,1.0,False
mp-1204253,Cu4Se3O10,1.811543008247521,0.2630520846475111,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square pyramid, Square plane",4e,4,4.0,Cu,0.0,True
mp-1204253,Cu4Se3O10,1.811543008247521,0.2630520846475111,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square pyramid, Square plane",4e,4,5.0,Cu,0.0,True
mp-1204253,Cu4Se3O10,1.811543008247521,0.2630520846475111,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square pyramid, Square plane",4e,4,6.0,Cu,0.0,True
mp-1204438,Cr6CuSi2(Pb5O17)2,1.4483042784798634,0.5401597602252368,[6.0],2.0,2.0,2.0,Octahedron,1f,1,6.0,Cu,0.0,True
mp-1204490,Nb2CuO6,2.213601127385888,-0.0064366268048047,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Cu,0.0,True
mp-1204584,NaCu4P2ClO9,1.7242539165891912,0.360935940466504,"[4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square plane","2a, 4e, 2c",3,4.0,Cu,0.0,True
mp-1204584,NaCu4P2ClO9,1.7242539165891912,0.360935940466504,"[4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square plane","2a, 4e, 2c",3,4.0,Cu,0.0,True
mp-1204584,NaCu4P2ClO9,1.7242539165891912,0.360935940466504,"[4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square plane","2a, 4e, 2c",3,6.0,Cu,0.0,True
