material_id,chem_formula,R$_0$,B,Na_chemenv,num_Na_chemenvs,Na_wyckoff,num_Na_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Na_sites,num_CN_env,num_charge_states,NaX_coordn,NaO_coordn,mean_coordn_Na-X,min_coordn_Na-X,max_coordn_Na-X,mean_coordn_Na-O,min_coordn_Na-O,max_coordn_Na-O,mean_Na_charge,min_Na_charge,max_Na_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_NaO_BondL
mp-1210502,Na2Mn2Cd(PO4)3,1.8436155279640944,0.4252533450410173,"Hexagonal bipyramid, Cube",2,"2b, 2e",2,"[6.102684083434394, 3.967556276712178]",0.5,5.035120180073286,AB2C2D3E12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cd-Mn-Na-O-P,0.0,-2.476416242377463,0.081399999999999,5,Monoclinic,2/m,C2/c,phosphate,Na,,"Mn, Cd",,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6137510036596834
mp-1210516,Na2HoTa5O15,2.609725457287881,0.1490707977987998,Tricapped triangular prism (three square-face caps),1,4h,1,[3.971682632251425],0.0,3.971682632251425,AB2C5D15,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ho-Na-O-Ta,0.048570224565214,-3.105479686811592,2.623599999999999,4,Tetragonal,4/mmm,P4/mbm,oxide,Na,,Ta,,,,"H, N, O",,,Ho,,"B $\in$ [0.1, 0.5]",Positive B,2.927058244236025
mp-1210518,Na3Mg2(MoO4)3,2.5929837405412464,-0.0358161028248056,"Cube, Trigonal prism",2,"2e, 2a",2,"[4.594518486606475, 4.662146370720919, 2.058797140474423]",0.0,3.771820665933939,A2B3C3D12,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Mo-Na-O,0.047159195805559,-2.264692165706896,1.171599999999999,4,Monoclinic,2/m,C2/c,oxide,Na,Mg,Mo,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5143293083031617
mp-1210527,Na2GdTa5O15,4.392165847830587,-0.8589469538937768,Tricapped triangular prism (three square-face caps),1,4h,1,[4.069803630323475],0.0,4.069803630323475,AB2C5D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Gd-Na-O-Ta,0.031371716739116,-3.105152336376815,2.2663,4,Tetragonal,4/mmm,P4/mbm,oxide,Na,,Ta,,,,"N, O",,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.8485085584107206
mp-1210544,Na2Fe2Ni(PO4)3,1.9283078338776367,0.3920589692686769,"Hexagonal bipyramid, Cube",2,"2b, 2e",2,"[6.044093628905339, 2.791054736307058]",0.5,4.417574182606199,AB2C2D3E12,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Na-Ni-O-P,0.017626024625006,-2.343650382834359,0.342299999999999,5,Monoclinic,2/m,C2/c,phosphate,Na,,"Fe, Ni",,,,"N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6309817497479795
mp-1210557,NaCr(SO4)2,2.3504508108161355,0.1151773868497701,Pentagonal pyramid,1,4c,1,[5.306778602109246],1.0,5.306778602109246,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-Na-O-S,0.027685470416667,-2.055139895114942,2.7205,4,Orthorhombic,mmm,Pnma,sulfate,Na,,Cr,,,,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.550199439218092
mp-1210561,Na2MgFe2(PO4)3,3.001773781615845,-0.11042571325666,"Hexagonal bipyramid, Cube",2,"2b, 2e",2,"[6.10646438734242, 2.904422982887485]",0.5,4.505443685114953,AB2C2D3E12,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Mg-Na-O-P,0.012871735541664,-2.55004281683436,0.323399999999999,5,Monoclinic,2/m,C2/c,phosphate,Na,Mg,Fe,,,,"N, O, P",F,,,,"B $\in$ [-1, -0.1]",Negative B,2.6373411745571302
mp-1210579,Na2CaZrSi2O7F2,2.212129901413996,0.1767088689933912,Octahedron,1,4e,1,"[1.84409882394029, 1.4144045639474991]",0.0,1.6292516939438946,ABC2D2E2F7,1,1,1,[6.0],[3.0],6.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2,2,"O2-, F-","Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ca-F-Na-O-Si-Zr,0.0,-3.365571821850574,4.6892,6,Monoclinic,2/m,P2_1/c,fluoride,Na,Ca,Zr,,,Si,"C, N, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.539681884976736
mp-1210638,Na3Cu2(MoO4)3,2.4497152959270645,0.044153043337589,"Cube, Trigonal prism",2,"2e, 2a",2,"[6.12971813044483, 3.885126729142587, 2.531419606826096]",0.333,4.182088155471171,A2B3C3D12,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cu-Mo-Na-O,0.038084878750008,-1.840838103456896,0.1823,4,Monoclinic,2/m,C2/c,oxide,Na,,"Cu, Mo",,,,"C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4931199812588005
mp-1210660,NaFe(SO4)2,2.264588561681473,0.1616043243524199,Pentagonal pyramid,1,4c,1,[5.04685826968034],1.0,5.04685826968034,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Na-O-S,0.026285956666672,-1.924846373656609,2.1127,4,Orthorhombic,mmm,Pnma,sulfate,Na,,Fe,,,,"N, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.554462941044076
mp-1210666,Na3SmV2O8,2.046682048252652,0.2829170699603559,"Trigonal prism, Pentagonal bipyramid, Square-face bicapped trigonal prism, Octahedron",4,2a,1,"[5.933543021492235, 3.668592788257155, 7.926165667884639, 8.11299844293206, 4.9357538855349254, 5.381635551398498, 3.216566450235022, 3.496110420477355, 4.649275221669011]",0.444,5.257849049986768,AB2C3D8,4,4,1,"[5.0, 6.0, 7.0, 8.0]","[5.0, 6.0, 7.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Na-O-Sm-V,0.012987084761904,-2.661162983747947,3.6922,4,Monoclinic,m,Cc,oxide,Na,,V,,,,"N, O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,2.6044626324721007
mp-1210670,Na3Pr(AsO4)2,1.943208835007873,0.3156442475543374,"Pentagonal bipyramid, Square-face capped trigonal prism, Octahedron",3,4a,1,"[4.7861385206130524, 7.480627037543192, 3.759354199989135, 7.273521198473219, 7.154604346131732, 3.699640908814957]",0.5,5.692314368594214,AB2C3D8,3,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,As-Na-O-Pr,0.013385230267858,-2.352472942646756,3.5708,4,Orthorhombic,mm2,Pca2_1,oxide,Na,,,,,As,"N, O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,2.513976119729731
mp-1210671,Na2CaFe2(PO4)3,2.046942423285227,0.3125322018247085,"Hexagonal bipyramid, Octahedron",2,"2b, 2e",2,"[6.598718698866506, 4.193982452083498]",0.5,5.396350575475002,AB2C2D3E12,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Ca-Fe-Na-O-P,0.005838348564807,-2.616599863084359,0.2896,5,Monoclinic,2/m,C2/c,phosphate,Na,Ca,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5246969293934125
mp-1210688,Na11TiNb2Si4P2(O12F)2,2.107785122910386,0.2177425237366692,"Hexagonal bipyramid, Tetrahedron, Octahedron",3,"2i, 1g",2,"[4.432270410722527, 1.307807531142526, 1.258386791458149, 3.501610553542899, 4.520099412751705, 1.814454937460246]",0.0,2.8057716061796754,AB2C2D2E4F11G24,3,5,1,"[4.0, 6.0, 5.0, 6.0, 8.0]","[4.0, 4.0, 5.0, 6.0, 7.0]",5.8,4.0,8.0,5.2,4.0,7.0,1.0,1.0,1.0,1.4,1,2,"O2-, F-","Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,F-Na-Nb-O-P-Si-Ti,0.01107578526359,-2.8576183436476392,0.0,7,Triclinic,-1,P-1,fluoride,Na,,"Ti, Nb",,,Si,"N, O, P, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5159654313048234
mp-1210734,Na3PrV2O8,2.0605105644411053,0.282845602899317,"Trigonal prism, Pentagonal bipyramid, Square-face bicapped trigonal prism, Octahedron",4,2a,1,"[5.828629282101125, 3.628005187649013, 7.962321324706275, 8.163022445326723, 4.878154008727217, 5.2955775595427355, 2.918572362098166, 3.458744535651877, 4.59824978415506]",0.444,5.192364054439799,AB2C3D8,4,4,1,"[5.0, 6.0, 7.0, 8.0]","[5.0, 6.0, 7.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Na-O-Pr-V,0.011930467738094,-2.651111282676518,3.7058,4,Monoclinic,m,Cc,oxide,Na,,V,,,,"N, O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,2.617883840404961
mp-1210758,Na3Y(PO4)2,1.83329358640252,0.366286249809462,"Hexagonal bipyramid, Pentagonal bipyramid, Square-face bicapped trigonal prism, Octahedron",4,4a,1,"[3.9084719203715013, 6.330547636558102, 3.995320169125579, 7.106508297233391, 4.882971089816919, 5.554209011464512]",0.5,5.2963380207616675,AB2C3D8,4,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-Y,0.0,-2.9367755986374022,4.964,4,Orthorhombic,mm2,Pca2_1,phosphate,Na,,Y,,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5565011915070976
mp-1210769,Na3Sm(PO4)2,2.0295311146640134,0.2639157285921683,"Hexagonal bipyramid, Pentagonal bipyramid, Square-face bicapped trigonal prism, Square-face capped trigonal prism",4,4a,1,"[4.141555642467536, 6.091541364435827, 5.20958521485488, 5.925101648553856, 5.117321426417379, 5.403201588063014]",0.833,5.314717814132082,AB2C3D8,4,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Na-O-P-Sm,0.0,-2.939153928280259,4.9207,4,Orthorhombic,mm2,Pca2_1,phosphate,Na,,,,,,"N, O, P, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,2.5481135391046403
mp-1210809,Na3Nd(AsO4)2,1.6938822326485954,0.4546859198056895,"Pentagonal bipyramid, Square-face capped trigonal prism, Octahedron",3,4a,1,"[4.780124636374405, 7.728304961164967, 3.842350483085105, 7.385763948189047, 7.161953307515724, 3.870484872202883]",0.5,5.794830368088689,AB2C3D8,3,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,As-Na-Nd-O,0.013215774553573,-2.357277478420567,3.6022,4,Orthorhombic,mm2,Pca2_1,oxide,Na,,,,,As,"N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,2.5136768220695727
mp-1210844,Na3Pr(PO4)2,2.003707231835926,0.2848216024604751,"Hexagonal bipyramid, Pentagonal bipyramid, Square-face bicapped trigonal prism, Octahedron",4,4a,1,"[4.428230825891634, 5.955348184572074, 3.185582066634314, 5.824206390414473, 5.298930664941304, 5.283742692149506]",0.667,4.996006804100551,AB2C3D8,4,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Na-O-P-Pr,0.0,-2.929234880988592,4.9068000000000005,4,Orthorhombic,mm2,Pca2_1,phosphate,Na,,,,,,"N, O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,2.5606013914596395
mp-1210845,NaGaGeO4,2.1477016049813087,0.2250775307488866,"Tridiminished icosahedron, Octahedron",2,4e,1,"[2.421450423703658, 1.770105284594926, 3.387371663523016]",0.0,2.5263091239405333,ABCD4,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ga-Ge-Na-O,0.0,-2.223321698292282,3.121699999999999,4,Monoclinic,2/m,P2_1/c,oxide,Na,,,,Ga,Ge,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5216479336681243
mp-1210891,Na3Ti2Mn3Si4(O8F)2,2.4711883521927187,0.0276626813040592,"Hexagonal bipyramid, Cube, Octahedron",3,4e,1,"[1.693824830239085, 3.196882120705736, 2.835339362012234]",0.0,2.575348770985685,A2B2C3D3E4F16,3,2,1,"[6.0, 8.0]","[4.0, 7.0]",7.0,6.0,8.0,5.5,4.0,7.0,1.0,1.0,1.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,F-Mn-Na-O-Si-Ti,0.017496667592595,-2.94712267898659,0.0,6,Monoclinic,2/m,P2_1/c,fluoride,Na,,"Ti, Mn",,,Si,"N, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5277760853355
mp-1210892,NaMgAl5P4(H5O12)2,2.07831628030098,0.1805762707657398,Square antiprism,1,2e,1,[3.7368401250390892],0.0,3.7368401250390892,ABC4D5E10F24,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,Al-H-Mg-Na-O-P,0.00946392095679,-2.50139737205446,5.45,6,Monoclinic,2/m,C2/c,oxide,Na,Mg,,,Al,,"H, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.491417360932865
mp-1210894,Na3TbV2O8,1.9889296369464995,0.3084829877643873,"Trigonal prism, Pentagonal bipyramid, Square-face bicapped trigonal prism, Octahedron",4,2a,1,"[5.968738001470462, 7.417669987441353, 7.979955154206678, 8.136918861444135, 4.97474716460067, 5.769305747530859, 3.376129496765435, 3.613615562802662, 4.884360813275787]",0.556,5.79127119883756,AB2C3D8,4,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Na-O-Tb-V,0.013875975357142,-2.6687740300574703,3.7172,4,Monoclinic,m,Cc,oxide,Na,,V,,,,"N, O",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.5924129409814096
mp-1210983,Na3MnP8O23,2.21306151285886,0.1635973866666903,Octahedron,1,12d,1,[2.721875033608165],0.0,2.721875033608165,AB3C8D23,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mn-Na-O-P,0.007928168738095,-2.555084117620337,2.0079,4,Cubic,432,P4_132,oxide,Na,,Mn,,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.491220006179887
mp-1210985,Na3La(PO4)2,1.864103950626222,0.3281821587280439,"Hexagonal bipyramid, Pentagonal bipyramid, Square-face bicapped trigonal prism, Square-face monocapped antiprism, Octahedron",5,4a,1,"[4.428645912372906, 4.054130367495913, 2.7032165773479173, 5.613042505822376, 5.7332930437304945, 2.943139150602286]",0.333,4.245911259561981,AB2C3D8,5,3,1,"[6.0, 7.0, 9.0]","[6.0, 7.0, 9.0]",7.333333333333333,6.0,9.0,7.333333333333333,6.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",r2SCAN,La-Na-O-P,0.000809782023812,-2.954381042744545,4.621600000000001,4,Orthorhombic,mm2,Pca2_1,phosphate,Na,,,,,,"N, O, P",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.515184451903624
mp-1211011,Na3Tb(PO4)2,1.8371998099021627,0.3642952334740419,"Hexagonal bipyramid, Pentagonal bipyramid, Square-face bicapped trigonal prism, Octahedron",4,4a,1,"[3.91344028006039, 6.283679354303207, 3.982173815304906, 7.019925911784757, 4.8205238349078865, 5.4626846934346265]",0.5,5.247071314965962,AB2C3D8,4,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Na-O-P-Tb,0.0,-2.947164855095735,4.954,4,Orthorhombic,mm2,Pca2_1,phosphate,Na,,,,,,"N, O, P",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.556088902227408
mp-1211038,Na3PrV2O8,1.699303630022935,0.4604913419447983,"Pentagonal bipyramid, Octahedron",2,4a,1,"[4.921345605925206, 7.584809973646384, 3.5641277520817063, 7.387048359802812, 6.451561898915277, 3.568052757184191]",0.5,5.579491057925929,AB2C3D8,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Na-O-Pr-V,0.010999617857142,-2.652042132557472,3.7323,4,Orthorhombic,mm2,Pca2_1,oxide,Na,,V,,,,"N, O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,2.5295714114513665
mp-1211075,Na3Dy(PO4)2,1.8352608535194228,0.3633472054372463,"Hexagonal bipyramid, Pentagonal bipyramid, Square-face bicapped trigonal prism, Square-face capped trigonal prism",4,4a,1,"[3.9011390087956643, 6.337506957449735, 5.633831837646143, 7.1211757633059865, 4.8954947960764, 5.578656422266145]",0.667,5.577967464256679,AB2C3D8,4,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Dy-Na-O-P,0.0,-2.94623971250645,4.9519,4,Orthorhombic,mm2,Pca2_1,phosphate,Na,,,,,,"N, O, P",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.553234211995604
mp-1211118,Na3La(AsO4)2,1.9583123517461705,0.3145194722891584,"Pentagonal bipyramid, Octahedron",2,4a,1,"[4.7450907634165915, 7.328317846243154, 3.605916141186174, 7.180880409116281, 6.267769985850164, 3.5227456732245512]",0.5,5.4417868031728185,AB2C3D8,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,As-La-Na-O,0.011680681607143,-2.378914804759851,3.6521,4,Orthorhombic,mm2,Pca2_1,oxide,Na,,,,,As,"N, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.527052051985409
mp-1211201,Na3Ho(PO4)2,1.756941239742726,0.3941912354506964,"Hexagonal bipyramid, Pentagonal bipyramid, Square-face bicapped trigonal prism, Octahedron",4,4a,1,"[4.043434916940617, 6.25784298989853, 4.002506510963196, 6.127012628628504, 4.949666503708153, 5.51255253119141]",0.5,5.148836013555068,AB2C3D8,4,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ho-Na-O-P,0.0,-2.945205605423116,4.9965,4,Orthorhombic,mm2,Pca2_1,phosphate,Na,,,,,,"H, N, O, P",,,Ho,,"B $\in$ [0.1, 0.5]",Positive B,2.5272900848947915
mp-1211481,Na3Er(PO4)2,1.821488921998736,0.3636518839475692,"Hexagonal bipyramid, Pentagonal bipyramid, Octahedron",3,4a,1,"[3.895943369053909, 7.591352207880889, 4.202353357714948, 7.222036073816157, 4.817345616563792, 5.590925585425541]",0.5,5.553326035075872,AB2C3D8,3,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Er-Na-O-P,0.0,-2.947532270512403,4.9742,4,Orthorhombic,mm2,Pca2_1,phosphate,Na,,,,,,"N, O, P",,,Er,,"B $\in$ [0.1, 0.5]",Positive B,2.539497269386953
mp-1211611,KNaTi2(PO5)2,2.401715352588933,0.1477133820852351,Bicapped octahedron (cap faces with one edge in common),1,4a,1,[9.553445906108001],1.0,9.553445906108001,ABC2D2E10,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-Na-O-P-Ti,0.002060699740614,-3.021760561848856,3.0614,5,Orthorhombic,mm2,Pna2_1,oxide,"Na, K",,Ti,,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.72633801150508
mp-1211711,KNa2Ga3(SiO4)3,0.0185235927812289,1.427002189903898,Octahedron,1,4e,1,"[5.251673589213123, 3.6113741411493763]",0.5,4.43152386518125,AB2C3D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ga-K-Na-O-Si,0.0,-2.730581326309935,3.963199999999999,5,Monoclinic,2/m,P2_1/c,silicate,"Na, K",,,,Ga,Si,"N, O, S",,,,,B > 1,Positive B,2.580348016874333
mp-1211809,K2Na4Fe2O5,3.051634961587766,-0.3290915973127296,"See-saw, Trigonal bipyramid",2,"4d, 4e",2,"[2.485843164862845, 3.095244153605106]",0.0,2.7905436592339754,A2B2C4D5,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-K-Na-O,0.028631426666667,-1.518045855385942,0.482199999999999,4,Tetragonal,4/mmm,P4_2/mnm,oxide,"Na, K",,Fe,,,,"N, O",F,,,,"B $\in$ [-1, -0.1]",Negative B,2.4859368059501565
mp-1211859,Na3Mn5(Ge3O10)2,2.332000570179298,0.0894078563007235,"Face-capped octahedron, Octahedron",2,2i,1,"[1.9578156455065652, 2.390299716826004, 2.783120233037229]",0.0,2.3770785317899326,A3B5C6D20,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Mn-Na-O,0.0,-2.12806570775862,0.3931,4,Triclinic,-1,P-1,oxide,Na,,Mn,,,Ge,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.495986585068676
mp-1212069,Na2Sr(Ge4O9)2,2.499704304839818,0.122567962910393,Cube,1,12g,1,[6.59754555579462],1.0,6.59754555579462,AB2C8D18,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ge-Na-O-Sr,0.026416571034487,-2.228827332911217,2.9601,4,Trigonal,-3m,P-3c1,oxide,Na,Sr,,,,Ge,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.725391020300468
mp-1212281,NaGaGeO4,2.275218236378752,0.1596826824705044,"Tridiminished icosahedron, Octahedron",2,4e,1,"[4.251957364408724, 1.640612316017097, 2.708200566138421]",0.0,2.866923415521414,ABCD4,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ga-Ge-Na-O,0.001782031309517,-2.221539666982759,3.1167,4,Monoclinic,2/m,P2_1/c,oxide,Na,,,,Ga,Ge,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5405091447197004
mp-1212330,Na3GdV2O8,2.0387625544393586,0.2846119810670819,"Trigonal prism, Pentagonal bipyramid, Square-face bicapped trigonal prism, Octahedron",4,2a,1,"[6.108778748002267, 3.693113067319094, 7.91093126196699, 8.033643275750785, 4.9930987516411705, 5.412842355748701, 3.376956630018028, 3.554190686207786, 4.592086397623546]",0.444,5.297293463808708,AB2C3D8,4,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Na-O-V,0.012863569523808,-2.6557315168431863,3.1514,4,Monoclinic,m,Cc,oxide,Na,,V,,,,"N, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.601134953115342
