material_id,chem_formula,R$_0$,B,Na_chemenv,num_Na_chemenvs,Na_wyckoff,num_Na_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Na_sites,num_CN_env,num_charge_states,NaX_coordn,NaO_coordn,mean_coordn_Na-X,min_coordn_Na-X,max_coordn_Na-X,mean_coordn_Na-O,min_coordn_Na-O,max_coordn_Na-O,mean_Na_charge,min_Na_charge,max_Na_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_NaO_BondL
mp-2715373,Na9Nb5Zn(SiO4)9,2.479369912102641,0.0648384388970015,"Bicapped octahedron (opposed cap faces), Square antiprism, Octahedron",3,1a,1,"[7.490724133585658, 8.105089145054603, 6.892583628373183, 7.538081958757721, 8.094997718167333, 6.858729244003722, 6.632165056762633, 6.578453123056336, 7.524881940485207, 6.7084159114530415, 6.637404373375516, 7.630976172732027, 8.076843878914566, 8.050717580373222, 7.981674434459367, 8.02634366089718, 8.026928143532839, 7.95055179895026, 7.128554710253418, 7.36454149646915, 7.170840484943159, 7.489062976748729, 7.271582898327868, 7.373221808726173, 7.242559009968244, 7.381952796030065, 7.252434096759473, 7.48847191884862, 7.2175367449363375, 7.357845089613861, 7.589484351216279, 7.707150208578863, 7.0660180733457985, 7.4683149791595485, 7.060755867753786, 7.591204147965075, 7.523052048967122, 7.333905324415116, 7.3826724365318395, 7.528200296270004, 7.372419224200819, 7.4212140642065645, 7.493626918222805, 6.977884629300283, 7.557234785268275, 7.728377690753992, 7.242842427759319, 7.5208985535918895, 7.127499641953432, 7.774849755140786, 7.425992412769427, 7.4025457321356924, 7.154877023636463, 7.517263302503102]",1.0,7.416897219077885,AB5C9D9E36,3,4,1,"[5.0, 6.0, 7.0, 8.0]","[5.0, 6.0, 7.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-Nb-O-Si-Zn,0.049379152736109,-2.88691693790134,1.930499999999999,5,Triclinic,1,P1,silicate,Na,,"Zn, Nb",,,Si,"N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6125820479330644
mp-2715374,Na3HfMg(PO4)3,2.5043733158279458,0.0413315563776967,"Hexagonal bipyramid, Tridiminished icosahedron, Octahedron",3,4a,1,"[6.123723942617178, 6.7997217703873485, 5.887347399511196]",1.0,6.270264370838574,ABC3D3E12,3,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Hf-Mg-Na-O-P,0.008384055958331,-2.962833313028325,4.8003,5,Monoclinic,m,Cc,phosphate,Na,Mg,Hf,,,,"H, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5994584133485663
mp-2715377,Na3HfScSi(PO6)2,2.506529127339814,0.0311903661439654,"Hexagonal bipyramid, Tridiminished icosahedron, Octahedron",3,4a,1,"[6.218761622427899, 6.73373667563157, 5.871628988073794]",1.0,6.274709095377754,ABCD2E3F12,3,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Na-O-P-Sc-Si,0.019721093187501,-3.120686940546181,4.7242,6,Monoclinic,m,Cc,oxide,Na,,"Sc, Hf",,,Si,"H, N, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5834537869926737
mp-2715379,Na6Hf3MgSi2(PO6)4,2.36655520213255,0.1018523301370334,"Hexagonal bipyramid, Face-capped octahedron, Tridiminished icosahedron, Octahedron",4,2a,1,"[6.700188879769529, 6.199756149074234, 7.094164959307522, 7.057239351680387, 6.970201385545476, 6.9043160424366405]",1.0,6.820977794635632,AB2C3D4E6F24,4,4,1,"[5.0, 6.0, 7.0, 8.0]","[5.0, 6.0, 7.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Mg-Na-O-P-Si,0.015500178604163,-3.074444634421182,4.5627,6,Triclinic,1,P1,oxide,Na,Mg,Hf,,,Si,"H, N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.571889699304466
mp-2715384,Na3ScAl(PO4)3,3.109396640132599,-0.2695474516891008,"Bicapped octahedron (opposed cap faces), Face-capped octahedron, Square antiprism, Octahedron",4,1a,1,"[7.734326663393097, 8.924621133397343, 8.620534152073164, 8.829074470223471, 6.679536477432747, 5.353785006571292, 7.6519611247141235, 7.491171752803089, 7.5886961733159115, 7.523513430199424, 7.369505489745645, 7.307973069763774, 7.618856361786721, 7.612545370804316, 7.55643083469618, 7.275094536753104, 7.050302496822479, 7.43732536592987]",1.0,7.534736328356985,ABC3D3E12,4,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Na-O-P-Sc,0.021443065734379,-2.959912403653326,4.7051,5,Triclinic,1,P1,phosphate,Na,,Sc,,Al,,"N, O, P, S",,,,,"B $\in$ [-1, -0.1]",Negative B,2.5651661630467384
mp-2715387,Na3YZrSi(PO6)2,2.7013849405262538,-0.0018516981857403,"Hexagonal bipyramid, Bicapped octahedron (opposed cap faces), Octahedron",3,2a,1,"[7.055994163764809, 7.074038685492908, 7.019221169391544, 7.613474549153584, 6.881461084860543, 6.97841771149557, 7.552908998347954, 7.528953555372987, 7.287606908932583]",1.0,7.2213418696458325,ABCD2E3F12,3,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Si-Y-Zr,0.044358366791665,-3.079012484254515,3.6818,6,Monoclinic,m,Cc,oxide,Na,,"Y, Zr",,,Si,"N, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6975172339271336
mp-2715390,Na9MgTa5(SiO4)9,2.2783544204318305,0.1476992730923196,"Bicapped octahedron (opposed cap faces), Tridiminished icosahedron, Square-face capped trigonal prism, Octahedron",4,2a,1,"[5.734452541317755, 5.963545367557796, 7.133406572633756, 7.435748864432896, 7.7149447105175835, 7.25589377193496, 7.397797496281948, 7.093499750654927, 6.9891640711172425, 6.176946032796189, 6.40893485796044, 6.810375399947876, 5.956233277189094, 7.593821012098257, 6.377204096199874, 6.399439706621755, 6.006312732773869, 6.121688047902998]",1.0,6.6983004616632895,AB5C9D9E36,4,5,1,"[5.0, 6.0, 7.0, 8.0, 9.0]","[5.0, 6.0, 7.0, 8.0, 9.0]",7.0,5.0,9.0,7.0,5.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Mg-Na-O-Si-Ta,0.021647193624994,-3.049279078359676,3.2419,5,Triclinic,1,P1,silicate,Na,Mg,Ta,,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5745150364409564
mp-2715391,Na9MgTa5(SiO4)9,2.385974477192323,0.101362994060958,"Square-face capped trigonal prism, Tridiminished icosahedron, Octahedron, Bicapped octahedron (opposed cap faces), Square antiprism",5,1a,1,"[7.263866389065186, 7.959958194602606, 6.838541117030939, 7.29805848871437, 7.966417372608426, 6.7475326769198425, 6.5794471808866515, 6.547260940823805, 7.383868926671684, 6.637751529649484, 6.572081769084546, 7.4322869533339855, 7.93562426668105, 7.937632202911958, 7.647753356766283, 7.876463434515911, 7.8913588335045715, 7.632499757848067, 7.493118891765166, 7.243530357705831, 6.104396271689151, 7.239451535036539, 6.151011838759481, 7.02905490345071, 6.088505307185787, 7.057167415390683, 6.276402588360885, 7.255691848721536, 7.604243281153386, 7.374980220245055, 7.457809623628971, 5.6970587564084365, 6.249564596542927, 7.165287605241613, 7.3385313591084405, 5.915319540042325, 7.342029747496717, 6.373688522441687, 7.222341088503212, 7.33126205444668, 6.157118643375886, 7.162115584854041, 7.1966793058967085, 7.216581540307143, 7.617798515293055, 5.686157183189583, 6.325358555214031, 6.462804510063799, 5.855711774593894, 7.601464524776061, 6.369759536524374, 6.348282676693675, 5.930649310298757, 6.483523160919737]",1.0,6.955052880869357,AB5C9D9E36,5,4,1,"[6.0, 7.0, 8.0, 9.0]","[6.0, 7.0, 8.0, 9.0]",7.5,6.0,9.0,7.5,6.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Mg-Na-O-Si-Ta,0.022515216805553,-3.048411055179118,3.0288,5,Triclinic,1,P1,silicate,Na,Mg,Ta,,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.593192572888292
mp-2715393,Na9Ta5Zn(SiO4)9,2.239072067814777,0.1675233294042279,"Tridiminished icosahedron, Square-face capped trigonal prism, Tricapped octahedron (cap faces are aligned), Octahedron, Bicapped octahedron (opposed cap faces)",5,2a,1,"[5.455035175946389, 5.713293377487014, 7.057786686138082, 7.458099746096909, 7.709190288158645, 7.25288607130775, 7.360689801397447, 7.036100401632258, 6.945466090199385, 6.141293961829032, 6.394687373344551, 6.806793162031338, 5.844770834820561, 7.150686277326809, 6.323173386581014, 6.381419374282526, 5.956060236222782, 6.097946774941948]",1.0,6.615854389985802,AB5C9D9E36,5,5,1,"[5.0, 6.0, 7.0, 8.0, 9.0]","[5.0, 6.0, 7.0, 8.0, 9.0]",7.0,5.0,9.0,7.0,5.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-Si-Ta-Zn,0.030055574180558,-2.997144487693008,3.2757,5,Triclinic,1,P1,silicate,Na,,"Zn, Ta",,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5749758760007366
mp-2715395,Na3HfZn(PO4)3,2.40635090987874,0.0704493309440723,"Hexagonal bipyramid, Metabidiminished icosahedron, Octahedron",3,4a,1,"[5.730742897779187, 6.793226395083747, 5.905810566851271]",1.0,6.143259953238068,ABC3D3E12,3,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Hf-Na-O-P-Zn,0.04348361600001,-2.794740340403325,4.444199999999999,5,Monoclinic,m,Cc,phosphate,Na,,"Zn, Hf",,,,"H, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.559578330279797
mp-2715396,Na3InGa(PO4)3,2.4780556507550293,0.0365642754426131,"Hexagonal bipyramid, Face-capped octahedron, Tridiminished icosahedron, Octahedron, Bicapped octahedron (opposed cap faces)",5,1a,1,"[4.87235960037798, 6.534150509359886, 6.279136858591581, 8.606685395842401, 6.139144106119859, 6.174724885705815, 6.96014865865287, 6.8872898604083455, 5.860789317206916, 7.344591299516735, 6.01873360792003, 6.9652977705806975]",0.917,6.5535876558569255,ABC3D3E12,5,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,Ga-In-Na-O-P,0.029611584708333,-2.536303425986658,3.5648,5,Triclinic,1,P1,phosphate,Na,,,,"Ga, In",,"N, O, P",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5505843505861203
mp-2715397,Na6MgTi3Si2(PO6)4,2.4383130240041497,0.0530671755641098,"Hexagonal bipyramid, Square-face capped trigonal prism, Octahedron, Bicapped octahedron (opposed cap faces), Square antiprism",5,1a,1,"[5.9721681382327585, 7.782206466079665, 6.375032838588372, 6.538119778030456, 7.083778492719849, 6.758369620111582, 7.689817079160376, 7.789561609764188, 6.492678793496523, 7.254123299515617, 6.936442657673707, 7.366109108215559, 7.528412119441981, 7.450406989250966, 7.534212997374936, 7.188804913632177, 7.48145083880306, 7.597010652801332]",1.0,7.156594799605173,AB2C3D4E6F24,5,4,1,"[5.0, 6.0, 7.0, 8.0]","[5.0, 6.0, 7.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Mg-Na-O-P-Si-Ti,0.033696091901669,-2.936470217129516,2.2076,6,Triclinic,1,P1,oxide,Na,Mg,Ti,,,Si,"N, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.547196384524792
mp-2715399,Na3CaHf(PO4)3,2.684878811153778,-0.007499376735946,"Tricapped octahedron (cap faces are aligned), Tridiminished icosahedron, Octahedron",3,4a,1,"[5.740746124192201, 7.3958326075346275, 6.583266086701471]",1.0,6.573281606142767,ABC3D3E12,3,3,1,"[6.0, 7.0, 9.0]","[6.0, 7.0, 9.0]",7.333333333333333,6.0,9.0,7.333333333333333,6.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Hf-Na-O-P,0.041800992083334,-2.986919526903325,4.5943000000000005,5,Monoclinic,m,Cc,phosphate,Na,Ca,Hf,,,,"H, C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.669755245268179
mp-2715402,Na3HfGaSi(PO6)2,2.546259847636472,0.0204806085328317,"Square antiprism, Octahedron",2,2a,1,"[7.575162743112767, 7.555532813676569, 7.611777385503526, 7.580966043203034, 7.211608220722637, 7.050612349673805, 7.6323340169711855, 7.509947619367548, 7.611736092624039]",1.0,7.482186364983901,ABCD2E3F12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ga-Hf-Na-O-P-Si,0.049520994791664,-2.86664593946285,3.9063,6,Monoclinic,m,Cc,oxide,Na,,Hf,,Ga,Si,"H, N, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5891074927819773
mp-2715403,Na3YIn(PO4)3,2.408842739206994,0.0997208780698658,"Hexagonal bipyramid, Tridiminished icosahedron, Tricapped octahedron (cap faces are aligned), Octahedron, Tricapped triangular prism (two square-face caps and one triangular-face cap)",5,1a,1,"[6.073310120790431, 5.315295911655677, 5.319740524880472, 4.755053358891832, 6.188584963402031, 6.055911015595574, 6.512637628185066, 6.546044791330592, 4.704050751280056, 7.428312123182848, 5.058461655761417, 6.257686371933521]",0.833,5.851257434740794,ABC3D3E12,5,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-Na-O-P-Y,0.022213060500002,-2.803873398236658,3.5651,5,Triclinic,1,P1,phosphate,Na,,Y,,In,,"N, O, P",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5995729607329103
mp-2715404,Na3HfMg(PO4)3,2.397204934477307,0.0999680497969792,"Bicapped octahedron (opposed cap faces), Octahedron",2,2a,1,"[6.8845391928590765, 6.724029436728461, 6.721831848281519, 7.242155418954568, 7.075389427848866, 7.193589705537831, 7.277780816067536, 7.393144691634866, 7.032660734710959]",1.0,7.0605690302915205,ABC3D3E12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Hf-Mg-Na-O-P,0.008811820999997,-2.9624055479866582,4.7829000000000015,5,Monoclinic,m,Cc,phosphate,Na,Mg,Hf,,,,"H, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6102466181955526
mp-2715405,Na3TiAlSi(PO6)2,2.584114990629904,-0.0227848943907318,"Square antiprism, Octahedron",2,2a,1,"[7.815881270613713, 7.846758295976669, 7.88744463152517, 7.261137106173031, 6.950848823033418, 6.851957492583684, 7.27262219191102, 7.143844429412632, 7.317151911671151]",1.0,7.371960683655609,ABCD2E3F12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Na-O-P-Si-Ti,0.04480399066944,-2.936559151504516,2.4981,6,Monoclinic,m,Cc,oxide,Na,,Ti,,Al,Si,"N, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.536452201372255
mp-2715407,Na6Hf3MgSi2(PO6)4,2.437125918246565,0.0814216259411712,"Hexagonal bipyramid, Bicapped octahedron (opposed cap faces), Square-face capped trigonal prism, Octahedron",4,1a,1,"[6.466898617498315, 7.913455293634309, 6.9684904022105805, 6.65720638030058, 6.552328573680565, 6.292182941871107, 7.554622894552483, 7.419941797879706, 6.87108014359033, 6.91271651726323, 6.444281397072425, 7.350400250604248, 7.3610409794448355, 7.22398915782929, 7.28305896740631, 7.032197071795683, 7.347742741129578, 7.401948088712169]",1.0,7.0585323453597635,AB2C3D4E6F24,4,4,1,"[5.0, 6.0, 7.0, 8.0]","[5.0, 6.0, 7.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Mg-Na-O-P-Si,0.011671295479163,-3.078273517546183,4.2515,6,Triclinic,1,P1,oxide,Na,Mg,Hf,,,Si,"H, N, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.604620477255396
mp-2715409,Na3HfScSi(PO6)2,2.5212962130107903,0.0495324486273178,"Bicapped octahedron (opposed cap faces), Octahedron",2,2a,1,"[6.763079569995217, 6.8129806714868355, 6.77589821351753, 7.495906209735452, 6.710852192845891, 6.766173001352373, 7.532293938214287, 7.231723918659677, 7.233788541331297]",1.0,7.035855139682062,ABCD2E3F12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Na-O-P-Sc-Si,0.019552687645834,-3.120855346087849,4.6408000000000005,6,Monoclinic,m,Cc,oxide,Na,,"Sc, Hf",,,Si,"H, N, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.624932145991925
mp-2715410,Na3ZrNb(SiO4)3,2.81960657167202,-0.0776633932456228,"Square antiprism, Octahedron",2,2a,1,"[7.706390348242207, 7.651008210498837, 7.64935333278069, 7.658811101372017, 7.381224803178156, 7.346490084410252, 7.689183321991863, 7.598225361014381, 7.474722875504651]",1.0,7.572823270999229,ABC3D3E12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-Nb-O-Si-Zr,0.033079127916661,-3.05939816629023,2.8732,5,Monoclinic,m,Cc,silicate,Na,,"Zr, Nb",,,Si,"N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6607470391595207
mp-2715411,Na6ScNb3(SiO4)6,2.364431732339488,0.1220768646872066,"Metabidiminished icosahedron, Hexagonal bipyramid, Tridiminished icosahedron, Octahedron, Bicapped octahedron (opposed cap faces)",5,2a,1,"[7.294242046254277, 5.966332219712869, 6.457237534462043, 7.423142414426352, 7.683048689660736, 6.523129877119089]",1.0,6.891188796939228,AB3C6D6E24,5,5,1,"[5.0, 6.0, 7.0, 8.0, 9.0]","[5.0, 6.0, 7.0, 8.0, 9.0]",7.0,5.0,9.0,7.0,5.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-Nb-O-Sc-Si,0.03812387939583,-3.002211196831896,2.860399999999999,5,Triclinic,1,P1,silicate,Na,,"Sc, Nb",,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.609786122319539
mp-2715412,Na3LaY(PO4)3,2.3084382882879977,0.2114888502999946,"Metabidiminished icosahedron, Hexagonal bipyramid, Bicapped square prism (adjacent faces), Octahedron, Tricapped triangular prism (two square-face caps and one triangular-face cap), Tricapped triangular prism (three square-face caps)",6,1a,1,"[3.958074464836314, 5.231740448950051, 5.137029337019647, 6.243621261070136, 6.17459366775799, 5.892761051410124, 6.443888317342046, 6.764293203351797, 5.115632817763907, 7.349644092361086, 8.451102609626037, 8.11852645318112]",0.917,6.240075643722521,ABC3D3E12,6,4,1,"[10.0, 6.0, 7.0, 9.0]","[10.0, 6.0, 7.0, 9.0]",8.0,6.0,10.0,8.0,6.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,La-Na-O-P-Y,0.048253453166668,-3.068918750028325,4.5193,5,Triclinic,1,P1,phosphate,Na,,Y,,,,"N, O, P",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.74445751278426
mp-2715413,Na3Sc2(PO4)3,2.448713490875936,0.073274196882828,"Tricapped octahedron (cap faces are aligned), Tridiminished icosahedron, Octahedron",3,4a,1,"[5.83972164665111, 6.899247657615132, 6.0688738083687]",1.0,6.269281037544981,A2B3C3D12,3,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-Sc,0.007397294625,-3.064746515778325,4.4948,4,Monoclinic,m,Cc,phosphate,Na,,Sc,,,,"N, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.607013463133665
mp-2715416,Na3AlIn(PO4)3,3.006041337540641,-0.2195147338356815,"Hexagonal bipyramid, Face-capped octahedron, Octahedron, Bicapped octahedron (opposed cap faces), Square antiprism",5,1a,1,"[7.517318775416204, 8.749960082101731, 8.4467227812688, 8.59650847119316, 6.012693164925951, 4.325445733271359, 7.423261227699913, 7.222282273493357, 7.305423661546097, 7.139280561099176, 7.619211740600722, 7.537193647149332, 7.320973595878438, 7.435658937339997, 7.635993502329422, 7.057491406585354, 7.020466202289051, 7.689243645777862]",0.944,7.336396078331441,ABC3D3E12,5,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,Al-In-Na-O-P,0.030479709166671,-2.690644939736659,3.8687,5,Triclinic,1,P1,phosphate,Na,,,,"Al, In",,"N, O, P",I,,,,"B $\in$ [-1, -0.1]",Negative B,2.562839604296393
mp-2715417,Na3YZrSi(PO6)2,2.393460231141608,0.1105643972437267,"Hexagonal bipyramid, Metabidiminished icosahedron, Octahedron",3,4a,1,"[5.865080403592439, 6.27618653996157, 5.730043848319802]",1.0,5.95710359729127,ABCD2E3F12,3,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Si-Y-Zr,0.040724130499999,-3.082646720546182,3.9616,6,Monoclinic,m,Cc,oxide,Na,,"Y, Zr",,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6286647745698084
mp-2715421,Na6Y3TaSi2(PO6)4,2.521098957528131,0.0528594220998363,"Hexagonal bipyramid, Square-face capped square prism, Pentagonal bipyramid, Square-face capped trigonal prism, Tridiminished icosahedron, Tricapped octahedron (cap faces are aligned), Octahedron, Bicapped octahedron (opposed cap faces)",8,1a,1,"[5.937512839996976, 6.051338281176228, 7.866222434016641, 4.928135969149876, 6.844453788165268, 7.307541754202037, 5.954590201820116, 6.850629860297373, 6.703931806562234, 6.978903805289647, 7.325900977598882, 6.337066366064478, 6.118356713794535, 7.280280944736314, 7.856825840653321, 6.7355761802054674, 6.359945829081787, 6.520488028021706]",0.944,6.664316756712938,AB2C3D4E6F24,8,5,1,"[4.0, 6.0, 7.0, 8.0, 9.0]","[4.0, 6.0, 7.0, 8.0, 9.0]",6.8,4.0,9.0,6.8,4.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Si-Ta-Y,0.042525537687495,-3.065784415687849,3.4078,6,Triclinic,1,P1,oxide,Na,,"Y, Ta",,,Si,"N, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.626709866461385
mp-2715422,Na3ScAl(PO4)3,2.4935261392172468,0.0161641701070181,"Hexagonal bipyramid, Face-capped octahedron, Tridiminished icosahedron, Tricapped octahedron (cap faces are aligned), Octahedron, Bicapped octahedron (opposed cap faces)",6,1a,1,"[5.062240461959214, 7.076865557268765, 6.740500482473126, 9.093708580114184, 6.840737099611053, 6.605545589448781, 7.572455499414396, 7.164290439671244, 5.927894351299189, 7.699262825419445, 5.961304733656874, 5.836871480652768]",1.0,6.798473091749085,ABC3D3E12,6,4,1,"[5.0, 6.0, 7.0, 8.0]","[5.0, 6.0, 7.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Na-O-P-Sc,0.01820502048438,-2.963150448903325,4.5188,5,Triclinic,1,P1,phosphate,Na,,Sc,,Al,,"N, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5251692202298246
mp-2715423,Na3Y2(PO4)3,2.985468813726388,-0.1491330859175588,"Hexagonal bipyramid, Bicapped octahedron (opposed cap faces), Octahedron",3,2a,1,"[6.180807591067702, 6.331336627968455, 6.143711728259894, 6.720497122767377, 6.592938615031882, 6.440420865957151, 6.438834437233691, 6.924836344399292, 6.283336051986691]",1.0,6.450746598296904,A2B3C3D12,3,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-Y,0.013541979458325,-3.085314410319992,4.5803,4,Monoclinic,m,Cc,phosphate,Na,,Y,,,,"N, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.688092065406553
