material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,W_wyckoff,num_W_chemenvs,CN,element,charge_range,is_single_charge
mp-1209210,RbTm(WO4)2,2.007937922166548,0.673711554653104,"[5.0, 6.0]",6.0,6.0,6.0,"Octahedron, Square pyramid",4e,2,6.0,W,0.0,True
mp-1209239,RbSc(WO4)2,1.9844552014033705,0.8724913968460623,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1209269,RbLu(WO4)2,2.1126006893598843,0.7377688168915087,[4.0],6.0,6.0,6.0,Tetrahedron,2d,1,4.0,W,0.0,True
mp-1209276,RbPr(WO4)2,2.0585054591212284,1.839672715776844,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1209334,RbHo(WO4)2,2.020563075145426,1.0470964925063304,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1209356,RbP4(WO4)8,1.930139211133972,0.3117126278406665,[6.0],5.38,5.38,5.38,Octahedron,4j,1,6.0,W,0.0,True
mp-1209359,RbLu(WO4)2,2.015736189253837,1.217206790654747,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1209367,RbEr(WO4)2,2.0236330426805686,1.0552644823641046,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1209389,PrTl(WO4)2,2.038019490904507,1.3064914351654724,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1209392,RbPr(WO4)2,2.108262683881263,0.689364593397877,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,W,0.0,True
mp-1209427,RbEr(WO4)2,2.007891308781385,0.6680686492115446,"[5.0, 6.0]",6.0,6.0,6.0,"Octahedron, Square pyramid",4e,2,5.0,W,0.0,True
mp-1209427,RbEr(WO4)2,2.007891308781385,0.6680686492115446,"[5.0, 6.0]",6.0,6.0,6.0,"Octahedron, Square pyramid",4e,2,6.0,W,0.0,True
mp-1209461,Rb2W3SeO12,1.9323666093931129,0.2424526167322425,[6.0],6.0,6.0,6.0,no_data,no_data,1,6.0,W,0.0,True
mp-1209470,Pr2WO6,2.1128531846350707,1.246372913182269,[5.0],6.0,6.0,6.0,Trigonal bipyramid,4f,1,5.0,W,0.0,True
mp-1209481,Rb4WO5,2.112789174299388,1.2580261556019063,[5.0],6.0,6.0,6.0,Trigonal bipyramid,2i,1,5.0,W,0.0,True
mp-1209535,RbLu(WO4)2,2.007515977124643,0.6631358656074162,"[5.0, 6.0]",6.0,6.0,6.0,"Octahedron, Square pyramid",4e,2,5.0,W,0.0,True
mp-1209535,RbLu(WO4)2,2.007515977124643,0.6631358656074162,"[5.0, 6.0]",6.0,6.0,6.0,"Octahedron, Square pyramid",4e,2,6.0,W,0.0,True
mp-1209558,RbEu(WO4)2,2.031841906632444,1.2688455000101282,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1209632,PrCu(WO4)2,1.98185774809378,0.7110911744905264,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-1209684,PrAg(WO4)2,1.96288989634786,0.638415375253175,[6.0],6.0,6.0,6.0,Octahedron,"2i, 2h",1,6.0,W,0.0,True
mp-1209767,Pr2(WO4)3,2.0920993435668302,0.7439683215463049,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Square pyramid","4f, 2e",2,4.0,W,0.0,True
mp-1209767,Pr2(WO4)3,2.0920993435668302,0.7439683215463049,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Square pyramid","4f, 2e",2,5.0,W,0.0,True
mp-1209910,Pm2(WO4)3,2.0756690323456204,0.7801803055816567,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Square pyramid","4f, 2e",2,4.0,W,0.0,True
mp-1209910,Pm2(WO4)3,2.0756690323456204,0.7801803055816567,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Square pyramid","4f, 2e",2,5.0,W,0.0,True
mp-1209958,NdTl(WO4)2,2.0333741055963683,1.2811436590507286,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1210016,NaNdMgWO6,1.96087214883803,1.516088403820494,[6.0],6.0,6.0,6.0,Octahedron,2a,1,6.0,W,0.0,True
mp-1210051,NdAg(WO4)2,1.962335515683376,0.6248818361955516,[6.0],6.0,6.0,6.0,Octahedron,"2i, 2h",1,6.0,W,0.0,True
mp-1210062,NaNdCoWO6,1.962965355284136,1.3055462237938955,[6.0],6.0,6.0,6.0,Octahedron,2a,1,6.0,W,0.0,True
mp-1210136,NdTl(WO4)2,2.102814222959852,0.6719501743273129,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,W,0.0,True
mp-1210161,NaSc(WO4)2,2.007331016998031,0.6895878460287401,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-1210165,NaGa(WO4)2,2.0092869204747243,0.7134938724583944,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-1210736,LuTl(WO4)2,2.020245384111841,1.0606404480581957,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1210825,Li2Zn2W2O9,1.9791870414046129,0.9434773048344628,[6.0],6.0,6.0,6.0,Octahedron,4c,1,6.0,W,0.0,True
mp-1210849,Li2Fe(WO4)2,2.001202174175253,1.0320711408021557,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-1210860,LiFeWClO4,2.01350620947912,0.4870863759840194,[4.0],6.0,6.0,6.0,Tetrahedron,2e,1,4.0,W,0.0,True
mp-1210919,LiLa(WO4)2,1.9777210626362745,0.6914232461757728,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-1210920,LiGd(WO4)2,2.0288102738972222,1.026336473832282,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-1210933,LiV(WO4)2,2.0199650029565994,1.1449933468843043,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1210947,LuAg(WO4)2,1.9586144896672464,0.5842337136061455,[6.0],6.0,6.0,6.0,Octahedron,"2i, 2h",1,6.0,W,0.0,True
mp-1210997,LiTm(WO4)2,2.026800666713188,1.0481922093221274,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-1211000,LiSm(WO4)2,2.0231861334606696,1.020136714247894,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-1211004,LiSm(WO4)2,1.9743572904406363,0.6656155668713339,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-1211005,LiTb(WO4)2,2.028278130851562,1.0307516170686597,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-1211126,LiSc(WO4)2,2.021969405414468,1.137076249090608,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1211137,LiNd(WO4)2,1.974662046939866,0.6831493459142474,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-1211195,LiBi(WO4)2,2.0189616859493844,0.965337659023114,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-1211203,LiCe(WO4)2,1.9783273588755936,0.6672844110071642,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-1211317,LaBWO6,2.228076095076084,1.3151520770244172,[5.0],6.0,6.0,6.0,Trigonal bipyramid,2a,1,5.0,W,0.0,True
mp-1211333,KSm(WO4)2,2.05316203419473,1.5541776966211034,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1211349,KSc(WO4)2,2.0834739645411053,0.6629390208472895,[4.0],6.0,6.0,6.0,Tetrahedron,2d,1,4.0,W,0.0,True
mp-1211353,KSm(WO4)2,1.9592483502561728,0.5597071461042777,[6.0],6.0,6.0,6.0,Octahedron,"2i, 2h",1,6.0,W,0.0,True
mp-1211425,KPr(WO4)2,1.9597689795637272,0.5720060145134818,[6.0],6.0,6.0,6.0,Octahedron,"2i, 2h",1,6.0,W,0.0,True
mp-1211473,KLa(WO4)2,1.9603080323459257,0.5748704361021175,[6.0],6.0,6.0,6.0,Octahedron,"2i, 2h",1,6.0,W,0.0,True
mp-1211497,KSc(WO4)2,1.966565545322562,0.8622682916356739,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1211622,KSm(WO4)2,2.132046291466095,0.74764427292677,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,W,0.0,True
mp-1211775,KCe(WO4)2,1.9626297180074808,0.5683236365396515,[6.0],6.0,6.0,6.0,Octahedron,"2i, 2h",1,6.0,W,0.0,True
mp-1212005,KLiWO4,1.8317621000966249,0.0337472509737702,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,W,0.0,True
mp-1212131,HoTl(WO4)2,2.0223558743104,1.0813500948635866,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1212166,LiEu(WO4)2,2.021755723295642,0.9523334105456754,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-1212201,HoAg(WO4)2,1.960543067051266,0.602855379685489,[6.0],6.0,6.0,6.0,Octahedron,"2i, 2h",1,6.0,W,0.0,True
mp-1212540,GdTl(WO4)2,2.027901916889456,1.217696849316536,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1212724,Ho2Cu(WO4)4,1.9871785716619008,0.7388749738458757,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1212775,EuTl(WO4)2,2.038281026918801,1.2892449571829845,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1212867,GdAg(WO4)2,1.960299795710356,0.6038799507193766,[6.0],6.0,6.0,6.0,Octahedron,"2i, 2h",1,6.0,W,0.0,True
mp-1212931,DyTl(WO4)2,2.013779385544804,1.0595680571605866,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1212988,DyAg(WO4)2,1.9610304596825765,0.5982114155150224,[6.0],6.0,6.0,6.0,Octahedron,"2i, 2h",1,6.0,W,0.0,True
mp-1213000,EuAg(WO4)2,1.9657227572518203,0.6604947667535097,[6.0],6.0,6.0,6.0,Octahedron,"2i, 2h",1,6.0,W,0.0,True
mp-1213014,ErTl(WO4)2,2.027454104946065,1.4046941966185484,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1213147,CsSm(WO4)2,2.033133614468018,1.461766092892652,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1213150,CsNd(WO4)2,2.039666975401449,1.4843940403024758,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1213157,CsSc(WO4)2,2.072841675147466,0.6381019746082125,[4.0],6.0,6.0,6.0,Tetrahedron,2d,1,4.0,W,0.0,True
mp-1213173,CsLa(WO4)2,2.0587585800687407,1.6274554873015583,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1213174,CsSc(WO4)2,2.162445264604473,0.857719394614746,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,W,0.0,True
mp-1213191,CsHo(WO4)2,2.027491879661376,1.0868636154083793,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1213193,CsEr(WO4)2,2.0951640420242725,0.6856187111685024,[4.0],6.0,6.0,6.0,Tetrahedron,2d,1,4.0,W,0.0,True
mp-1213209,CsTm(WO4)2,2.019097874196454,1.049350619153151,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1213213,CsTm(WO4)2,2.0578081845799505,0.6712638618100638,[4.0],6.0,6.0,6.0,Tetrahedron,2d,1,4.0,W,0.0,True
mp-1213254,CsGd(WO4)2,2.0328886187156168,1.4596949204814302,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1213312,CsEu(WO4)2,2.038764779852287,1.687121729074886,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1213319,CsPr(WO4)2,2.047230323686139,1.5259373579519384,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1213324,CsTb(WO4)2,2.0223337315806025,1.0760101574817322,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1213335,CsY(WO4)2,2.022688884066961,1.019137695969336,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1213368,EuCu(WO4)2,1.974228278306759,0.4855164645630379,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-1213379,CsEr(WO4)2,2.0165572174357456,1.0391230634987814,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1213479,Dy2Cu(WO4)4,1.989646867877352,0.7294357738739263,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1213681,CsDy(WO4)2,2.024249306734745,1.0492310929633342,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1213822,CeTl(WO4)2,2.017519974282256,1.0928442843809985,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1215273,ZrMoWO8,1.891023291946779,0.1967707371959214,[4.0],6.0,6.0,6.0,Tetrahedron,1c,1,4.0,W,0.0,True
mp-1215303,ZrMoWO8,2.0420448215991005,0.6823427298222258,[5.0],6.0,6.0,6.0,Trigonal bipyramid,3b,1,5.0,W,0.0,True
mp-1215706,ZnCu(WO4)2,1.9678337509609016,0.7769076160947211,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1215825,Zn3Cu(WO4)4,1.9682307722646533,0.7644407730979961,[6.0],6.0,6.0,6.0,Octahedron,"1c, 1b, 2e",1,6.0,W,0.0,True
mp-1216492,V3P4WO20,1.9308145121579567,0.238925265548595,[5.0],6.0,6.0,6.0,Square pyramid,1a,1,5.0,W,0.0,True
mp-1216623,TlSbWO6,1.9481871899766507,0.113237825643168,[6.0],6.0,6.0,6.0,Octahedron,2b,1,6.0,W,0.0,True
mp-1217203,TiBi8W(ClO8)2,1.951975860361428,0.056105888263189,[6.0],6.0,6.0,6.0,Octahedron,1b,1,6.0,W,0.0,True
mp-1217217,Ti3Bi6WO18,1.9596213861977003,0.4453396554742586,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1217238,TiBi8W(BrO8)2,1.9675487864672665,0.1390774906317252,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1217667,TlP4(W5O17)4,1.940512567003332,0.0865953640857388,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1217667,TlP4(W5O17)4,1.940512567003332,0.0865953640857388,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1217830,TaTlWO6,1.9492720907476733,-0.0246412616803688,[6.0],6.0,6.0,6.0,Octahedron,2b,1,6.0,W,0.0,True
mp-1218491,SrCaNiWO6,1.954884986630994,0.0664139254500657,[6.0],6.0,6.0,6.0,Octahedron,2a,1,6.0,W,0.0,True
mp-1218601,Sr3CaNi2(WO6)2,1.954153435544292,0.2514786457284285,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1218657,Sr3LaMn2(WO6)2,2.019192824022892,-0.3336849996054986,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1218657,Sr3LaMn2(WO6)2,2.019192824022892,-0.3336849996054986,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1218929,Sr10Fe5Mo4WO30,1.950098083956141,1.087206565459701,[6.0],6.0,6.0,6.0,Octahedron,1c,1,6.0,W,0.0,True
mp-1219450,Sc2(WO4)3,1.9794901207603988,0.636761606943733,[6.0],6.0,6.0,6.0,Octahedron,"4g, 2f",1,6.0,W,0.0,True
mp-1219461,Sb(WO3)5,1.93873590293587,0.154879099646008,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"2g, 4m",1,6.0,W,1.0,False
mp-1219461,Sb(WO3)5,1.93873590293587,0.154879099646008,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"2g, 4m",1,6.0,W,1.0,False
mp-1219570,RbSbWO6,1.9464159305708704,0.448319244755712,[6.0],6.0,6.0,6.0,Octahedron,2b,1,6.0,W,0.0,True
mp-1219587,RbNbWO6,1.9408240156613832,0.2879507415597715,[6.0],6.0,6.0,6.0,no_data,no_data,1,6.0,W,0.0,True
mp-1219784,Rb2Ti(WO4)3,1.941962440118725,0.3938012941532735,[6.0],6.0,6.0,6.0,Octahedron,"1b, 2c",1,6.0,W,0.0,True
mp-1219848,Rb(WO3)4,1.937042512626565,0.1369695948260533,[6.0],5.75,5.75,5.75,no_data,no_data,1,6.0,W,0.0,True
mp-1220301,NbTlWO6,1.9397181486528043,0.2751769167045005,[6.0],6.0,6.0,6.0,no_data,no_data,1,6.0,W,0.0,True
mp-1220548,Nd3Er(WO4)6,2.011530527442756,0.5167697921671188,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Square pyramid",1a,2,4.0,W,0.0,True
mp-1220548,Nd3Er(WO4)6,2.011530527442756,0.5167697921671188,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Square pyramid",1a,2,5.0,W,0.0,True
mp-1220965,Nd4(WO5)3,1.9534815592698769,0.5538493113371049,[6.0],6.0,6.0,6.0,Octahedron,2c,1,6.0,W,0.0,True
mp-1220992,NaP2W7O25,1.936841652383124,0.328517143978928,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1220992,NaP2W7O25,1.936841652383124,0.328517143978928,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1221142,NaP4(W3O11)4,1.9477389728337613,0.1214852764567962,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1221142,NaP4(W3O11)4,1.9477389728337613,0.1214852764567962,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1221262,Na4(WO3)5,1.932156730627492,0.0097911012325783,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"1c, 2i",1,6.0,W,1.0,False
mp-1221262,Na4(WO3)5,1.932156730627492,0.0097911012325783,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"1c, 2i",1,6.0,W,1.0,False
mp-1221401,Na2(WO3)3,1.944944682240099,0.1679163794571364,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"2d, 1b",1,6.0,W,1.0,False
mp-1221401,Na2(WO3)3,1.944944682240099,0.1679163794571364,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"2d, 1b",1,6.0,W,1.0,False
mp-1221403,Na(WO3)3,1.9126307643074625,0.0383678900540688,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"2d, 1b",1,6.0,W,1.0,False
mp-1221403,Na(WO3)3,1.9126307643074625,0.0383678900540688,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"2d, 1b",1,6.0,W,1.0,False
mp-1221440,Na(WO3)2,1.9256310889209385,-0.0214339659550636,[6.0],5.5,5.5,5.5,Octahedron,4f,1,6.0,W,0.0,True
mp-1222044,MnBi12W2(ClO8)3,1.95708973812278,0.1795587313744216,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1222091,MgTi2Pb4WO12,1.9531354766909097,0.670012053055296,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1222468,LiMoP2WO11,1.9538999770396697,0.5907158789961262,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1222570,LiW3O9F,1.939391448312008,0.5723651081783869,"[5.0, 6.0]",6.0,6.0,6.0,Octahedron,2a,1,5.0,W,0.0,True
mp-1222570,LiW3O9F,1.939391448312008,0.5723651081783869,"[5.0, 6.0]",6.0,6.0,6.0,Octahedron,2a,1,6.0,W,0.0,True
mp-1222771,Li3(WO3)8,1.903825217380063,0.2605857409172489,[6.0],5.62,5.62,5.62,Octahedron,"4j, 2f, 2e",1,6.0,W,0.0,True
mp-1222776,Li3(WO3)8,1.939448450705224,0.2230478446490194,[6.0],5.62,5.62,5.62,Octahedron,8A,1,6.0,W,0.0,True
mp-1223021,Li2UWO7,1.9529675571870504,0.3682379483442008,[6.0],6.0,6.0,6.0,no_data,no_data,1,6.0,W,0.0,True
mp-1223314,La7Nb3(W2O15)2,1.966769320598163,0.8196293190334959,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-1223347,KSbWO6,1.9464818037284783,0.0729772195623332,[6.0],6.0,6.0,6.0,Octahedron,2b,1,6.0,W,0.0,True
mp-1223362,La7Ta3(W2O15)2,1.9656100284105853,0.8357932830796214,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-1223403,KP2(W3O11)2,1.9330699877868616,0.2920876495610569,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"1a, 1b",1,6.0,W,1.0,False
mp-1223403,KP2(W3O11)2,1.9330699877868616,0.2920876495610569,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"1a, 1b",1,6.0,W,1.0,False
mp-1223414,La2Te6WO18,1.824831698251638,-0.001603764164528,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,W,0.0,True
mp-1223452,KP2W7O25,1.944412021103453,0.1983503135435688,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1223452,KP2W7O25,1.944412021103453,0.1983503135435688,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1223454,KP4(WO4)8,1.9397237505671057,0.2824721714838921,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"1a, 2b",1,6.0,W,1.0,False
mp-1223454,KP4(WO4)8,1.9397237505671057,0.2824721714838921,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"1a, 2b",1,6.0,W,1.0,False
mp-1223468,KTaW2O9,1.9564682204475023,0.4089314295286309,[6.0],6.0,6.0,6.0,no_data,no_data,1,6.0,W,0.0,True
mp-1223705,KNbW2O9,1.9702574496864944,0.579298985799287,[6.0],6.0,6.0,6.0,no_data,no_data,1,6.0,W,0.0,True
mp-1223721,La12Ga23WO56,1.954285383199252,-0.0374369578515824,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1223809,KMoP3WO12,1.999110791423837,0.654946292777254,[6.0],6.0,6.0,6.0,Octahedron,4c,1,6.0,W,0.0,True
mp-1223833,K(WO3)3,1.912686833481386,0.0707202495583938,[6.0],5.67,5.67,5.67,Octahedron,3c,1,6.0,W,0.0,True
mp-1224236,K3W2(O2F3)2,1.9380308516969544,1.4702161773889189,[3.0],5.5,5.5,5.5,Octahedron,4f,1,3.0,W,0.0,True
mp-1224627,GdY(WO4)3,2.0035255492940385,0.4972960021482201,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Square pyramid","1a, 1b, 2c",2,4.0,W,0.0,True
mp-1224627,GdY(WO4)3,2.0035255492940385,0.4972960021482201,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Square pyramid","1a, 1b, 2c",2,5.0,W,0.0,True
mp-1224662,Ho5Cu(WO4)8,1.9820994025987413,0.6249856932231401,[6.0],6.0,6.0,6.0,Octahedron,2c,1,6.0,W,0.0,True
mp-1224963,K2Sc2P2WO12,1.9336097213166543,0.3156145686614551,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,W,0.0,True
mp-1225854,CsTaWO6,1.9429933934439056,0.3286628431378862,[6.0],6.0,6.0,6.0,no_data,no_data,1,6.0,W,0.0,True
mp-1225856,CsVWO6,1.9365480208619232,0.4913565704422152,[6.0],6.0,6.0,6.0,Octahedron,2a,1,6.0,W,0.0,True
mp-1225913,Eu2Mo(WO6)2,2.08088480455704,0.7897337521365088,[5.0],6.0,6.0,6.0,Square pyramid,4f,1,5.0,W,0.0,True
mp-1225944,CsSbWO6,1.946137121023457,0.4197437761714671,[6.0],6.0,6.0,6.0,Octahedron,2b,1,6.0,W,0.0,True
mp-1225952,CsNbWO6,1.942695156625556,0.3923965647358118,[6.0],6.0,6.0,6.0,no_data,no_data,1,6.0,W,0.0,True
mp-1226157,Cs2Ti(WO4)3,1.91332769528656,0.3856709530022512,[6.0],6.0,6.0,6.0,no_data,no_data,1,6.0,W,0.0,True
mp-1226158,Cs2Zr(WO4)3,1.9462732163841503,0.3424482457201848,[6.0],6.0,6.0,6.0,Octahedron,"1b, 2c",1,6.0,W,0.0,True
mp-1226168,Eu2Mo2WO12,2.0060229003679986,0.4625281610504978,[4.0],6.0,6.0,6.0,Tetrahedron,2e,1,4.0,W,0.0,True
mp-1226215,Cs2Hf(WO4)3,1.9448502764817737,0.3436397773992232,[6.0],6.0,6.0,6.0,Octahedron,"1b, 2c",1,6.0,W,0.0,True
mp-1226936,Cd4MoW3O16,1.9737155294683744,0.8998821028158505,[6.0],6.0,6.0,6.0,Octahedron,"1a, 1b",1,6.0,W,0.0,True
mp-1227452,Ca8Fe5(WO8)3,1.955672041455988,-0.0269506900433485,[6.0],6.0,6.0,6.0,Octahedron,"1g, 2i",1,6.0,W,0.0,True
mp-1227556,BiSbWO6,1.9385427939428763,0.4274246719732427,[6.0],6.0,6.0,6.0,Octahedron,"1a, 1b",1,6.0,W,0.0,True
mp-1227566,Bi3PbWClO8,1.934583377501576,0.4352392311482254,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1227592,Bi3PbWClO8,1.936678231384657,0.8467420814108155,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1227701,BaSrCaWO6,1.9634591143478368,-0.3403686141853763,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1228051,Ba4YCu(WO6)2,1.9639261237643493,0.6662102278516793,[6.0],6.0,6.0,6.0,Octahedron,"1a, 1d",1,6.0,W,0.0,True
mp-1228087,Ba3Y2WO9,1.939110441424612,-0.0896937465310435,[6.0],6.0,6.0,6.0,Octahedron,2j,1,6.0,W,0.0,True
mp-1228110,Ba3TiZnWO9,1.9598565157954853,1.0423500273575046,[6.0],6.0,6.0,6.0,Octahedron,2b,1,6.0,W,0.0,True
mp-1228115,Ba3SrCa2(WO6)2,1.965566047482426,0.0553714717632693,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1228118,Ba3MgTiWO9,1.9603483454767807,1.004962274327668,[6.0],6.0,6.0,6.0,Octahedron,2b,1,6.0,W,0.0,True
mp-1228131,Ba4Nb2WO12,1.979412716486528,1.1654698150901246,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1228167,Ba4ScReWO12,1.971884839065508,1.4277117563906148,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
