material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Al_wyckoff,num_Al_chemenvs,CN,element,charge_range,is_single_charge
mp-2716390,Na5Ta3AlSi5PO24,1.456709649615073,0.7175779260913694,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2716421,Na5HfAl3(PO4)6,1.480738989819942,0.6519213415523091,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2716431,NaAl2Ge2P3(SO8)3,1.7069684270576388,0.2597154866244886,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2716483,NaTaAl3P3(SO8)3,1.693606742181545,0.3055081962107144,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2716513,Na3Zr3Al(PO4)6,1.6468183882655505,0.4447685519026673,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2716525,Na5Al3Sn(PO4)6,1.498432947493332,0.6202531158322657,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-2716556,NaTi2Al2P3(SO8)3,1.724803806394624,0.2639325815613391,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-27927,NbAlO4,1.813747036104306,0.1244480874073348,[6.0],3.0,3.0,3.0,Octahedron,2i,1,6.0,Al,0.0,True
mp-28234,CaAl12O19,1.6978433545368294,0.3599511948067547,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron","2b, 4f, 2a, 12k",3,4.0,Al,0.0,True
mp-28234,CaAl12O19,1.6978433545368294,0.3599511948067547,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron","2b, 4f, 2a, 12k",3,5.0,Al,0.0,True
mp-28234,CaAl12O19,1.6978433545368294,0.3599511948067547,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron","2b, 4f, 2a, 12k",3,6.0,Al,0.0,True
mp-28499,Al10Ge2O19,1.7120321889208938,0.2802467788570167,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","4b, 2a",2,4.0,Al,0.0,True
mp-28499,Al10Ge2O19,1.7120321889208938,0.2802467788570167,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","4b, 2a",2,6.0,Al,0.0,True
mp-2963,CaAl2O4,1.7350200758043683,0.0783219064504505,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True
mp-3050,Y3Al5O12,1.6567355612463324,0.3826622662999977,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True
mp-3050,Y3Al5O12,1.6567355612463324,0.3826622662999977,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,6.0,Al,0.0,True
mp-30906,Sr2Al6O11,1.6583559758500548,0.3997370037592288,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2d, 2b, 8h, 4f",2,4.0,Al,0.0,True
mp-30906,Sr2Al6O11,1.6583559758500548,0.3997370037592288,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2d, 2b, 8h, 4f",2,6.0,Al,0.0,True
mp-3094,SrAl2O4,1.740234306136156,0.0538362575639803,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-31008,Na14Al4O13,1.7118344329758002,0.24998623373835,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True
mp-32570,Al2O3,1.687959508678723,0.3186329190592961,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2e, 4f, 2a",2,4.0,Al,0.0,True
mp-32570,Al2O3,1.687959508678723,0.3186329190592961,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2e, 4f, 2a",2,6.0,Al,0.0,True
mp-3281,Al5BO9,1.6505448683439152,0.3988060042427425,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron","4b, 2a",3,4.0,Al,0.0,True
mp-3281,Al5BO9,1.6505448683439152,0.3988060042427425,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron","4b, 2a",3,5.0,Al,0.0,True
mp-3281,Al5BO9,1.6505448683439152,0.3988060042427425,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron","4b, 2a",3,6.0,Al,0.0,True
mp-33302,MgAl2O4,1.7384720612795874,0.2977357394581115,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 3b",2,4.0,Al,0.0,True
mp-33302,MgAl2O4,1.7384720612795874,0.2977357394581115,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 3b",2,6.0,Al,0.0,True
mp-33318,Ca11Al14O32,1.6857296689790175,0.2267662051584728,[4.0],3.0,3.0,3.0,Tetrahedron,"1a, 1b, 2c",1,4.0,Al,0.0,True
mp-33335,MgAl2O4,1.74038328394616,0.2987865720158329,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1b, 3d, 1c",2,4.0,Al,0.0,True
mp-33335,MgAl2O4,1.74038328394616,0.2987865720158329,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1b, 3d, 1c",2,6.0,Al,0.0,True
mp-3384,Er3Al5O12,1.6525997834659782,0.3798508373631336,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True
mp-3384,Er3Al5O12,1.6525997834659782,0.3798508373631336,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,6.0,Al,0.0,True
mp-3393,Sr3Al2O6,1.740654542937964,0.1258605818986537,[4.0],3.0,3.0,3.0,Tetrahedron,24d,1,4.0,Al,0.0,True
mp-3405,NaAl11O17,1.678982183567659,0.3316403139119773,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","4f, 2a, 12k",2,4.0,Al,0.0,True
mp-3405,NaAl11O17,1.678982183567659,0.3316403139119773,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","4f, 2a, 12k",2,6.0,Al,0.0,True
mp-34144,MgAl2O4,1.7136685127310358,0.3276790187144014,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1b, 1a, 3d",2,4.0,Al,0.0,True
mp-34144,MgAl2O4,1.7136685127310358,0.3276790187144014,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1b, 1a, 3d",2,6.0,Al,0.0,True
mp-34234,Al2NiO4,1.7259446771865847,0.3134979519505608,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2b, 1a",2,4.0,Al,0.0,True
mp-34234,Al2NiO4,1.7259446771865847,0.3134979519505608,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2b, 1a",2,6.0,Al,0.0,True
mp-34782,Al2FeO4,1.6870874198271657,0.3711680999672023,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,4.0,Al,0.0,True
mp-34782,Al2FeO4,1.6870874198271657,0.3711680999672023,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True
mp-36775,SrAl2O4,1.8045719007673244,-0.1038706507395272,[4.0],3.0,3.0,3.0,Tetrahedron,12c,1,4.0,Al,0.0,True
mp-37614,Al2NiO4,1.702728594174007,0.3153263146611288,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","4b, 4e",2,4.0,Al,0.0,True
mp-37614,Al2NiO4,1.702728594174007,0.3153263146611288,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","4b, 4e",2,6.0,Al,0.0,True
mp-37621,Al2CoO4,1.7060354499347692,0.3325092474409969,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,4.0,Al,0.0,True
mp-37621,Al2CoO4,1.7060354499347692,0.3325092474409969,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,6.0,Al,0.0,True
mp-3788,SrAl4O7,1.6746741492202424,0.3085718236175624,[4.0],3.0,3.0,3.0,Tetrahedron,4f,1,4.0,Al,0.0,True
mp-3792,YAlO3,1.820842231359684,0.1293792135487989,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Al,0.0,True
mp-3828,BaAl2O4,1.7789770388731387,-0.1035675679768697,[4.0],3.0,3.0,3.0,Tetrahedron,4f,1,4.0,Al,0.0,True
mp-38307,MgAl2O4,1.7090728406017823,0.3113763376714479,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2e, 2b",2,4.0,Al,0.0,True
mp-38307,MgAl2O4,1.7090728406017823,0.3113763376714479,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2e, 2b",2,6.0,Al,0.0,True
mp-39003,Mg3Al14O24,1.6823124060737435,0.3652916776617924,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,4.0,Al,0.0,True
mp-39003,Mg3Al14O24,1.6823124060737435,0.3652916776617924,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,6.0,Al,0.0,True
mp-39140,Na4Al3Si3HO13,1.7584636096370931,0.0107934727158283,[4.0],3.0,3.0,3.0,Tetrahedron,6b,1,4.0,Al,0.0,True
mp-39167,CaScAlSiO6,1.7139081218232115,0.1983461815339041,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True
mp-39226,SrLa4TiAl4O15,2.3056029572695325,-0.5664174962635735,[6.0],3.0,3.0,3.0,Octahedron,2f,1,6.0,Al,0.0,True
mp-39647,Na6Al4Fe(Si4O13)2,1.6827294661710837,0.2724004724169363,[4.0],3.0,3.0,3.0,Tetrahedron,4j,1,4.0,Al,0.0,True
mp-39823,Na8Al6Si6CO27,1.7363961631033304,0.0128703511318194,[4.0],3.0,3.0,3.0,Tetrahedron,3b,1,4.0,Al,0.0,True
mp-41734,Na8Al6Si6SO28,1.7473762248575944,0.0165099376901232,[4.0],3.0,3.0,3.0,Tetrahedron,6h,1,4.0,Al,0.0,True
mp-41795,LiAlPO4F,1.622134196176577,0.4100973032959213,[4.0],3.0,3.0,3.0,Octahedron,"1a, 1b",1,4.0,Al,0.0,True
mp-4202,BaAl2O4,1.7089256857509407,0.1526169359406574,[4.0],3.0,3.0,3.0,Tetrahedron,"2b, 6c",1,4.0,Al,0.0,True
mp-42036,Nd6Al7Si5N3O25,1.717784928809999,0.2929513372961768,"[3.0, 4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron",1a,3,3.0,Al,0.0,True
mp-42036,Nd6Al7Si5N3O25,1.717784928809999,0.2929513372961768,"[3.0, 4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron",1a,3,4.0,Al,0.0,True
mp-42036,Nd6Al7Si5N3O25,1.717784928809999,0.2929513372961768,"[3.0, 4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron",1a,3,5.0,Al,0.0,True
mp-42036,Nd6Al7Si5N3O25,1.717784928809999,0.2929513372961768,"[3.0, 4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron",1a,3,6.0,Al,0.0,True
mp-42298,Na6Al4Fe(Si4O13)2,1.7435447153049268,0.0616136434424881,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-42458,SrAl3P2(HO2)7,1.857803242211404,0.0974059249060858,[6.0],3.0,3.0,3.0,Octahedron,3b,1,6.0,Al,0.0,True
mp-42508,Na4BeAlSi4ClO12,1.7788644244531755,-0.0931013813069841,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-43094,Ca3Ti2AlSi3O14F,1.76761364643885,0.2418355288292251,[4.0],3.0,3.0,3.0,Octahedron,"1b, 1g",1,4.0,Al,0.0,True
mp-43114,Ca3TiAl2Si3O13F2,1.7677455539285147,0.2326719407617182,[4.0],3.0,3.0,3.0,Octahedron,2i,1,4.0,Al,0.0,True
mp-43188,Na8BeAl4Si7(BrO12)2,1.7274408523082705,0.0742628261296465,[4.0],3.0,3.0,3.0,Tetrahedron,4h,1,4.0,Al,0.0,True
mp-4434,TbAlO3,1.8436168017599075,0.09258283256899,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Al,0.0,True
mp-4471,ScAlO3,1.9868793846191355,-0.0845986636667856,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Al,0.0,True
mp-4753,Al2SiO5,1.6670720501480545,0.3685840661836975,"[5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid","4g, 4e",2,5.0,Al,0.0,True
mp-4753,Al2SiO5,1.6670720501480545,0.3685840661836975,"[5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid","4g, 4e",2,6.0,Al,0.0,True
mp-4867,CaAl4O7,1.6883226226422376,0.2569607300111229,[4.0],3.0,3.0,3.0,Tetrahedron,4f,1,4.0,Al,0.0,True
mp-4891,HoAlO3,1.8252481262211755,0.1226288156718724,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Al,0.0,True
mp-4930,TiAl2O5,1.6728547621299177,0.4353273538447311,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Al,0.0,True
mp-4934,Al2SiO5,1.6721600801322682,0.3287903957453014,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","4a, 4c",2,4.0,Al,0.0,True
mp-4934,Al2SiO5,1.6721600801322682,0.3287903957453014,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","4a, 4c",2,6.0,Al,0.0,True
mp-504975,MnAl2P2(HO)18,1.8530599809832933,0.1105909816775577,[6.0],3.0,3.0,3.0,Octahedron,"1f, 1h",1,6.0,Al,0.0,True
mp-505288,CaAl2Si2(H2O5)2,1.96939113858852,-0.0484673741132657,[6.0],3.0,3.0,3.0,Octahedron,"4b, 4a",1,6.0,Al,0.0,True
mp-5223,GdAlO3,1.8703423171989777,0.0535246985043722,[6.0],3.0,3.0,3.0,Octahedron,4a,1,6.0,Al,0.0,True
mp-530137,Al2NiO4,1.728584448423775,0.3105563864749773,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,4.0,Al,0.0,True
mp-530137,Al2NiO4,1.728584448423775,0.3105563864749773,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,6.0,Al,0.0,True
mp-530146,MgAl2O4,1.7199659689735411,0.288424732574929,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1b, 1a, 3d, 1c",2,4.0,Al,0.0,True
mp-530146,MgAl2O4,1.7199659689735411,0.288424732574929,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1b, 1a, 3d, 1c",2,6.0,Al,0.0,True
mp-530149,Ca12Al14O33,1.674449756494797,0.3317854102965004,[4.0],3.0,3.0,3.0,Tetrahedron,"4g, 1a, 1c",1,4.0,Al,0.0,True
mp-530164,MgAl2O4,1.69891904798437,0.3159048548494059,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 3b",2,4.0,Al,0.0,True
mp-530164,MgAl2O4,1.69891904798437,0.3159048548494059,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 3b",2,6.0,Al,0.0,True
mp-530184,Al2NiO4,1.7315660852253487,0.3042458256068925,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,4.0,Al,0.0,True
mp-530184,Al2NiO4,1.7315660852253487,0.3042458256068925,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,6.0,Al,0.0,True
mp-530216,MgAl6O10,1.7088486780774197,0.3227001106846066,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,4.0,Al,0.0,True
mp-530216,MgAl6O10,1.7088486780774197,0.3227001106846066,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,6.0,Al,0.0,True
mp-530358,PrAl22O34,1.6706958654782091,0.3776148698175648,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1d, 1e, 2i",2,4.0,Al,0.0,True
mp-530358,PrAl22O34,1.6706958654782091,0.3776148698175648,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1d, 1e, 2i",2,6.0,Al,0.0,True
mp-530399,LiAl5O8,1.707109504894997,0.2958158345491793,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8c, 12d",2,4.0,Al,0.0,True
mp-530399,LiAl5O8,1.707109504894997,0.2958158345491793,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8c, 12d",2,6.0,Al,0.0,True
mp-530459,Al2NiO4,1.7290345429494032,0.3094972215423038,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,4.0,Al,0.0,True
mp-530459,Al2NiO4,1.7290345429494032,0.3094972215423038,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,6.0,Al,0.0,True
mp-530567,Al2FeO4,1.7054130096346722,0.3484583185104656,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,4.0,Al,0.0,True
mp-530567,Al2FeO4,1.7054130096346722,0.3484583185104656,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True
mp-530682,GdAl22O34,1.6704826154297767,0.3771649033672891,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1e, 1a, 2i",2,4.0,Al,0.0,True
mp-530682,GdAl22O34,1.6704826154297767,0.3771649033672891,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1e, 1a, 2i",2,6.0,Al,0.0,True
mp-530722,MgAl2O4,1.6951853424506826,0.351064428270945,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","4j, 1a, 2i, 1c",2,4.0,Al,0.0,True
mp-530722,MgAl2O4,1.6951853424506826,0.351064428270945,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","4j, 1a, 2i, 1c",2,6.0,Al,0.0,True
mp-530748,MgAl2O4,1.7075799729192334,0.3449279019237029,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,4.0,Al,0.0,True
mp-530748,MgAl2O4,1.7075799729192334,0.3449279019237029,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,6.0,Al,0.0,True
mp-530826,Mg7Al22O40,1.7146924412263989,0.3272947987196634,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,4.0,Al,0.0,True
mp-530826,Mg7Al22O40,1.7146924412263989,0.3272947987196634,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,6.0,Al,0.0,True
mp-530984,Al22PbO34,1.6790656053828517,0.3613658993582229,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2e, 4f, 2a",2,4.0,Al,0.0,True
mp-530984,Al22PbO34,1.6790656053828517,0.3613658993582229,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2e, 4f, 2a",2,6.0,Al,0.0,True
mp-531340,MgAl2O4,1.713440391537641,0.3377198678404115,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,4.0,Al,0.0,True
mp-531340,MgAl2O4,1.713440391537641,0.3377198678404115,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,6.0,Al,0.0,True
mp-531530,MgAl2O4,1.7344350313080883,0.3013056402389439,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 3b",2,4.0,Al,0.0,True
mp-531530,MgAl2O4,1.7344350313080883,0.3013056402389439,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 3b",2,6.0,Al,0.0,True
mp-531590,SrAl22O34,1.6799193195960105,0.3583587634981778,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2e, 4f, 2a",2,4.0,Al,0.0,True
mp-531590,SrAl22O34,1.6799193195960105,0.3583587634981778,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2e, 4f, 2a",2,6.0,Al,0.0,True
mp-531674,Al2FeO4,1.6973687284498786,0.35454929128552,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,4.0,Al,0.0,True
mp-531674,Al2FeO4,1.6973687284498786,0.35454929128552,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,6.0,Al,0.0,True
mp-531793,MgAl2O4,1.7499569654747358,0.2886433871535898,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 3b",2,4.0,Al,0.0,True
mp-531793,MgAl2O4,1.7499569654747358,0.2886433871535898,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 3b",2,6.0,Al,0.0,True
mp-531840,MgAl2O4,1.6769807814465232,0.34841411943538,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,4.0,Al,0.0,True
mp-531840,MgAl2O4,1.6769807814465232,0.34841411943538,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,6.0,Al,0.0,True
mp-531917,Al2NiO4,1.7254414207621491,0.3148341644105678,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2b, 1a",2,4.0,Al,0.0,True
mp-531917,Al2NiO4,1.7254414207621491,0.3148341644105678,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2b, 1a",2,6.0,Al,0.0,True
mp-532016,Ca12Al14O33,1.6982790284322231,0.2472803689865402,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-532094,Al2CoO4,1.7451826155818986,0.2798827776131843,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 1b, 3d, 1c",2,4.0,Al,0.0,True
mp-532094,Al2CoO4,1.7451826155818986,0.2798827776131843,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 1b, 3d, 1c",2,6.0,Al,0.0,True
mp-532198,LaAl22O34,1.6728449970099066,0.3750524362123177,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2i, 1c",2,4.0,Al,0.0,True
mp-532198,LaAl22O34,1.6728449970099066,0.3750524362123177,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2i, 1c",2,6.0,Al,0.0,True
mp-532317,Al2NiO4,1.724750872891779,0.3165459911834997,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,4.0,Al,0.0,True
mp-532317,Al2NiO4,1.724750872891779,0.3165459911834997,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,6.0,Al,0.0,True
mp-532405,MgAl6O10,1.7069490156900773,0.3274558196883417,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,4.0,Al,0.0,True
mp-532405,MgAl6O10,1.7069490156900773,0.3274558196883417,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,6.0,Al,0.0,True
mp-532424,KAl11O17,1.681137428724431,0.3591699870657739,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,4.0,Al,0.0,True
mp-532424,KAl11O17,1.681137428724431,0.3591699870657739,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 2b",2,6.0,Al,0.0,True
mp-532676,LiMgAl3(SeO4)6,1.814548098297876,0.1506150459593014,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-532810,KAlCo(PO4)2,1.5539536996564385,0.7457245736644258,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-534773,Na2Al17Si11B7(H3O31)2,1.6786711526941882,0.3643667812679815,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-534793,KCa5Mg5Al(SiO3)12,2.182450771180456,-0.3026730952789759,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-534807,Ca5Y7Al16Cr2(SiO24)2,1.6716653895079756,0.39432306104148,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,4.0,Al,0.0,True
mp-534807,Ca5Y7Al16Cr2(SiO24)2,1.6716653895079756,0.39432306104148,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True
mp-534838,Ca10Ta3Ti4Al3(SiO5)10,1.594412214512131,0.4901970843932982,[6.0],3.0,3.0,3.0,Octahedron,"2i, 1g",1,6.0,Al,0.0,True
mp-534863,CaMg2TiAl2SiO10,1.711566353645639,0.2407867518817229,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-534953,Ca4Ti3AlSi4O19F,1.7537466743709456,0.2677027624924485,[4.0],3.0,3.0,3.0,Octahedron,"1b, 1g",1,4.0,Al,0.0,True
mp-5409,Y4Al2O9,1.744681172451474,0.0694563014736101,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True
mp-540905,YAlGeO5,1.7481731090386146,0.2411228599635478,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Al,0.0,True
mp-542129,CsAlBP2HO9,1.6898873506896166,0.2954156459655396,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Al,0.0,True
mp-542130,RbAlBP2HO9,1.714756589201515,0.2904152512002887,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Al,0.0,True
mp-542563,NaMg3Al(MoO4)5,1.726678351325344,0.3067978555739891,[6.0],3.0,3.0,3.0,Octahedron,2i,1,6.0,Al,0.0,True
mp-542656,Cs2AlP3O10,1.767964147935866,0.2195934013590508,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Al,0.0,True
mp-542678,AlAs(H2O3)2,1.9260590657324768,-0.0063933849481002,[6.0],3.0,3.0,3.0,Octahedron,8c,1,6.0,Al,0.0,True
mp-542874,LiAl(SiO3)2,1.4929871933022008,0.6948602031050242,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Al,0.0,True
