material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Al_wyckoff,num_Al_chemenvs,CN,element,charge_range,is_single_charge
mp-1223512,KMg3AlSi3(O5F)2,1.7527079678734403,-0.0514503609795527,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1223527,KMg3AlGe3(O5F)2,1.8122765430048613,-0.1481819087951313,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1223541,KAlSiO4,1.8313363928128383,-0.2549771529976927,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1223564,KMg3AlSi3(HO6)2,1.743417148773276,0.0666052950041224,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1223578,KMg2AlFe(SiO4)3,1.7995925284408436,-0.1607160390584558,[4.0],3.0,3.0,3.0,Tetrahedron,4a,1,4.0,Al,0.0,True
mp-1223590,KMgMn2AlGe3(O5F)2,1.837593292403724,-0.223492904665801,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1223597,KCa3Mg3Al(SiO3)8,1.713304565258839,0.3668382299534093,[6.0],3.0,3.0,3.0,Octahedron,1b,1,6.0,Al,0.0,True
mp-1223598,KAl(SiO3)2,1.7510702712155564,0.0274511874634246,[4.0],3.0,3.0,3.0,Tetrahedron,4c,1,4.0,Al,0.0,True
mp-1223613,KAlSi3O8,1.688140604007628,0.2246194200995897,[4.0],3.0,3.0,3.0,Tetrahedron,2c,1,4.0,Al,0.0,True
mp-1223617,KMg2AlFeSi3(HO6)2,1.7538450955697962,0.0538716441446665,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1223621,KAlSi3Ni3(HO6)2,1.7526766946771173,0.0342142408177372,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1223622,KAlCo3Si3(HO6)2,1.7630674553650452,-0.0106289607389055,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1223636,KAlSi3O8,1.7443938909604468,0.0477115015938185,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-1223658,KAl3Fe2Si2(HO6)2,1.672211490207577,0.3580490560860258,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,4.0,Al,0.0,True
mp-1223658,KAl3Fe2Si2(HO6)2,1.672211490207577,0.3580490560860258,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True
mp-1223700,MgAl8Fe3Si8(H2O5)8,1.77543148274654,0.2173347076895534,[6.0],3.0,3.0,3.0,Octahedron,"1a, 1b, 2c",1,6.0,Al,0.0,True
mp-1223717,KAl3Si3(HO6)2,1.6226315598653236,0.4525795614068223,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",2a,2,4.0,Al,0.0,True
mp-1223717,KAl3Si3(HO6)2,1.6226315598653236,0.4525795614068223,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",2a,2,6.0,Al,0.0,True
mp-1223736,K6Na3Ti2Al2Si8Cl3O26,1.5813261055462973,0.6172747553159205,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-1223739,K2Al2B2O7,1.672537455157719,0.3130468295511532,[4.0],3.0,3.0,3.0,Tetrahedron,2c,1,4.0,Al,0.0,True
mp-1223878,K2AlFeB2P4(HO9)2,1.8080256677550728,0.1765103769461644,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1223985,K2AlMo3(P2O7)4,1.6902554645183046,0.3002034065966795,[6.0],3.0,3.0,3.0,Octahedron,1f,1,6.0,Al,0.0,True
mp-1224126,K2AlSn(PO4)3,1.9070024438434487,0.0328690570787716,[6.0],3.0,3.0,3.0,Octahedron,4a,1,6.0,Al,0.0,True
mp-1224323,KNa3Al12H24(SO7)8,2.258795425321792,-0.4851786389038626,[6.0],3.0,3.0,3.0,Octahedron,"4o, 2n, 2m",1,6.0,Al,0.0,True
mp-1224621,La20Al3Si9O52,1.7635926712511651,0.0326734670841265,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1224806,K5AlCr4(MoO4)10,1.938827814932558,0.0011781404402156,[6.0],3.0,3.0,3.0,Octahedron,2i,1,6.0,Al,0.0,True
mp-1225829,CsTiAlO4,1.7363806026339674,0.1067462374734264,[4.0],3.0,3.0,3.0,Tetrahedron,2d,1,4.0,Al,0.0,True
mp-1226105,CsAlFe3(SiO4)3,1.8789901648964875,-0.459533960378185,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1226440,CsAlSi5O12,1.7105695306334674,0.1193695811089305,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1227041,CaNdAlO4,1.562872120796736,0.6250708732767516,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1227044,CaYAlO4,2.069527227790664,-0.1746545186615399,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1227060,CaSmAlO4,1.7873558007018635,0.2686040359651943,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1227092,CaGdAlO4,1.9926277083767376,-0.052615725840902,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1227097,CaScAlSiO6,1.718955953130915,0.1963843770839394,[4.0],3.0,3.0,3.0,Tetrahedron,2c,1,4.0,Al,0.0,True
mp-1227101,CaTaAlO5,1.7429696560266614,0.0999159855596288,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1227104,CaYAl3O7,1.7180847680131486,0.1522064120245722,[4.0],3.0,3.0,3.0,Tetrahedron,"2e, 2d, 2c",1,4.0,Al,0.0,True
mp-1227109,CaSmAl3O7,1.7106772630131304,0.1860284178010054,[4.0],3.0,3.0,3.0,Tetrahedron,"2e, 2d, 2c",1,4.0,Al,0.0,True
mp-1227111,CaLaAl3O7,1.7153352453672848,0.1760403359105906,[4.0],3.0,3.0,3.0,Tetrahedron,"2e, 2d, 2c",1,4.0,Al,0.0,True
mp-1227113,CaPrAl3O7,1.7156499165368206,0.1743819189639781,[4.0],3.0,3.0,3.0,Tetrahedron,"2e, 2d, 2c",1,4.0,Al,0.0,True
mp-1227115,CaNdAl3O7,1.7156971204947171,0.1692900380191212,[4.0],3.0,3.0,3.0,Tetrahedron,"2e, 2d, 2c",1,4.0,Al,0.0,True
mp-1227119,CaYAl3O7,1.7199040411867876,0.1535355850712184,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1227186,CaLaAl3O7,1.7208696855839332,0.1703034283980428,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1227232,Ca6Al7ClO16,1.6809474973691672,0.3103021773832987,[4.0],3.0,3.0,3.0,Tetrahedron,"4d, 8e, 2a",1,4.0,Al,0.0,True
mp-1227323,CaAl2(SiO4)2,1.6718408707147154,0.3337340801568256,[4.0],3.0,3.0,3.0,Tetrahedron,4d,1,4.0,Al,0.0,True
mp-1227337,Ca6Al7O16F,1.724706156661132,0.1484580794922989,[4.0],3.0,3.0,3.0,Tetrahedron,"8e, 4d, 2a",1,4.0,Al,0.0,True
mp-1227381,Ca2TiAlSi2O9F,1.725314895308946,0.3056901471043302,[5.0],3.0,3.0,3.0,Octahedron,1a,1,5.0,Al,0.0,True
mp-1227468,Ca2MgAl2(SiO4)3,1.6637725092070734,0.4098312741010142,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,4.0,Al,0.0,True
mp-1227468,Ca2MgAl2(SiO4)3,1.6637725092070734,0.4098312741010142,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True
mp-1227479,CaAl2(SiO4)2,1.7028196353387055,0.2075202663905102,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-1227489,CaAl12O19,1.711415352024391,0.3444234583379071,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron","2b, 6c, 2a",3,4.0,Al,0.0,True
mp-1227489,CaAl12O19,1.711415352024391,0.3444234583379071,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron","2b, 6c, 2a",3,5.0,Al,0.0,True
mp-1227489,CaAl12O19,1.711415352024391,0.3444234583379071,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron","2b, 6c, 2a",3,6.0,Al,0.0,True
mp-1227499,Ca2Al2SiO7,1.7028626331083156,0.2306860006987094,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1227544,Ca8Al9Fe3Si12(HO13)4,1.7367008222889673,0.2687948596241376,[6.0],3.0,3.0,3.0,Octahedron,"1b, 2c",1,6.0,Al,0.0,True
mp-1227545,BaSrMn2Al9PbO20,1.6528351835127597,0.3766224460768385,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,4.0,Al,0.0,True
mp-1227545,BaSrMn2Al9PbO20,1.6528351835127597,0.3766224460768385,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True
mp-1227584,Ca8Al9Fe3Si12(HO13)4,1.7237529990204472,0.2866500340810826,[6.0],3.0,3.0,3.0,Octahedron,"1b, 2c",1,6.0,Al,0.0,True
mp-1227590,Ca2Al3O6F,1.6093059397953486,0.5610091385431308,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-1227593,Ca2Al2Si(HO4)2,1.6923333172554074,0.2321181006980255,[4.0],3.0,3.0,3.0,Tetrahedron,4g,1,4.0,Al,0.0,True
mp-1227598,Ca4MgAl2Si3O14,1.7076766612850822,0.2104433660829759,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1227671,Ca4Al6MoO16,1.7834829819446885,-0.0525346053443945,[4.0],3.0,3.0,3.0,Tetrahedron,"4g, 1c, 1d",1,4.0,Al,0.0,True
mp-1227687,Ca4Al6WO16,1.7741320949089807,-0.0391927681096144,[4.0],3.0,3.0,3.0,Tetrahedron,"4g, 1c, 1d",1,4.0,Al,0.0,True
mp-1227719,Ca4Al3CrSiBO14,1.7099085657821789,0.2100227245471911,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1227798,Ca8Be5Al3Si18(HO14)4,1.6911010004239455,0.2204015037587853,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1227826,Ca4Al5CrSi6(HO13)2,1.6532019861069511,0.408155909081548,[6.0],3.0,3.0,3.0,Octahedron,"1f, 1a, 1b, 2i",1,6.0,Al,0.0,True
mp-1227900,BaLiMg2AlSi3(O5F)2,1.7103678895478616,0.1494476279764293,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1227925,Ca3Zr2AlFeSiO12,1.5899768058371055,0.7165106083532758,[4.0],3.0,3.0,3.0,Tetrahedron,4d,1,4.0,Al,0.0,True
mp-1227961,Ca3Hf2AlFeSiO12,1.5956446754593707,0.7018957368264716,[4.0],3.0,3.0,3.0,Tetrahedron,4d,1,4.0,Al,0.0,True
mp-1227986,BaAl2(SiO4)2,1.6872347029538424,0.2279165748211395,[4.0],3.0,3.0,3.0,Tetrahedron,2d,1,4.0,Al,0.0,True
mp-1227987,BaAlGaO4,1.8124317228631697,-0.1425079993723533,[4.0],3.0,3.0,3.0,Tetrahedron,2c,1,4.0,Al,0.0,True
mp-1228007,BaAl2O4,1.807889852312152,-0.1410247421926826,[4.0],3.0,3.0,3.0,Tetrahedron,2c,1,4.0,Al,0.0,True
mp-1228063,Ba3TiAl10O20,1.6638020115994692,0.4136643488320004,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","4j, 2h",2,4.0,Al,0.0,True
mp-1228063,Ba3TiAl10O20,1.6638020115994692,0.4136643488320004,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","4j, 2h",2,6.0,Al,0.0,True
mp-1228068,Ba6Dy2Al4O15,1.6772093554338678,0.3514141652718887,[4.0],3.0,3.0,3.0,Tetrahedron,2c,1,4.0,Al,0.0,True
mp-1228164,AlSiAgO4,1.706643774616634,0.1869325607877859,[4.0],3.0,3.0,3.0,Tetrahedron,6b,1,4.0,Al,0.0,True
mp-1228177,AlTlSi3O8,1.7145320703321751,0.1487842343740126,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-1228209,AlTlSiO4,1.7195116691437182,0.1460068978245129,[4.0],3.0,3.0,3.0,Tetrahedron,6b,1,4.0,Al,0.0,True
mp-1228228,Al7Cr(Bi2O9)2,1.7211619924355266,0.2760568663577355,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2e, 1d, 1a",2,4.0,Al,0.0,True
mp-1228228,Al7Cr(Bi2O9)2,1.7211619924355266,0.2760568663577355,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2e, 1d, 1a",2,6.0,Al,0.0,True
mp-1228294,Ca4Al5FeSi6(HO13)2,1.6986480199574168,0.3272518045408517,[6.0],3.0,3.0,3.0,Octahedron,"1a, 2c",1,6.0,Al,0.0,True
mp-1228412,Ba4Al(IrO5)2,1.454557969305697,0.8217264871543767,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-1228466,Ba6Nd2Al4O15,1.6009584245214288,0.6224359694371845,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",2a,2,4.0,Al,0.0,True
mp-1228466,Ba6Nd2Al4O15,1.6009584245214288,0.6224359694371845,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",2a,2,6.0,Al,0.0,True
mp-1228556,Al6Cu2B4O17,1.7078838894420414,0.3073824927372779,"[5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid","2b, 1a",2,5.0,Al,0.0,True
mp-1228556,Al6Cu2B4O17,1.7078838894420414,0.3073824927372779,"[5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid","2b, 1a",2,6.0,Al,0.0,True
mp-1228563,Al2Si2PbO8,1.7275851035388825,0.1160586731949364,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-1228622,Al9Cr(BO9)2,1.6715732377567996,0.383186157655777,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron",1a,3,4.0,Al,0.0,True
mp-1228622,Al9Cr(BO9)2,1.6715732377567996,0.383186157655777,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron",1a,3,5.0,Al,0.0,True
mp-1228622,Al9Cr(BO9)2,1.6715732377567996,0.383186157655777,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron",1a,3,6.0,Al,0.0,True
mp-1228939,Al3NO3,1.7477125554893287,0.2709457691419114,"[3.0, 4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","3e, 1b, 2c",2,3.0,Al,0.0,True
mp-1228939,Al3NO3,1.7477125554893287,0.2709457691419114,"[3.0, 4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","3e, 1b, 2c",2,4.0,Al,0.0,True
mp-1228939,Al3NO3,1.7477125554893287,0.2709457691419114,"[3.0, 4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","3e, 1b, 2c",2,6.0,Al,0.0,True
mp-1228941,AlSi3AgO8,1.7400840131120985,0.0754020433639275,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-1228996,Al2Ga2Bi2O9,1.7542351875472098,0.1219359978164035,[4.0],3.0,3.0,3.0,Tetrahedron,4h,1,4.0,Al,0.0,True
mp-1229026,Al2Fe2Bi2O9,1.749155603108839,0.1368540175471165,[4.0],3.0,3.0,3.0,Tetrahedron,4h,1,4.0,Al,0.0,True
mp-1229040,Al2Fe2Bi2O9,1.8410741496137475,0.1447975146100499,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Al,0.0,True
mp-1229042,Al9Fe2(SiO6)4,1.8110174153354208,0.1603360924711435,[6.0],3.0,3.0,3.0,Octahedron,"2g, 2h, 4j, 1c",1,6.0,Al,0.0,True
mp-1229069,Al3Tl4Fe(As2O7)4,1.8996800650938408,0.050918251465498,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1229072,AlGaCu2(AsO5)2,1.6864624721229362,0.2980061589987115,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1229075,Al9Si2BO19,1.6945552008377855,0.3246899355482112,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron","1a, 2b",3,4.0,Al,0.0,True
mp-1229075,Al9Si2BO19,1.6945552008377855,0.3246899355482112,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron","1a, 2b",3,5.0,Al,0.0,True
mp-1229075,Al9Si2BO19,1.6945552008377855,0.3246899355482112,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron","1a, 2b",3,6.0,Al,0.0,True
mp-1229110,AlBi3Sb2O11,1.8800392351634472,0.1154930014230061,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-1229132,Ba3Al2Ga2(FeO6)2,1.83222712747242,-0.2032460601954459,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1229173,Ba12Sm4Al3(CoO6)5,1.6224585222178676,0.572530415456718,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1229278,Al4H50S7O52,1.8847172646279424,0.0263353776925254,[6.0],3.0,3.0,3.0,Octahedron,2i,1,6.0,Al,0.0,True
mp-1233677,CaAl2(Si3O8)2,1.6770865224724123,0.2654133453253551,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1245211,Al2O3,1.6979652535737162,0.2966330767932722,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2f, 4j, 2i",2,4.0,Al,0.0,True
mp-1245211,Al2O3,1.6979652535737162,0.2966330767932722,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2f, 4j, 2i",2,6.0,Al,0.0,True
mp-1247815,AlP2H4O8F,1.789109587437553,0.1497452925774581,[4.0],3.0,3.0,3.0,Octahedron,4e,1,4.0,Al,0.0,True
mp-1247828,AlOF,1.722728422344814,0.2373137006617986,[3.0],3.0,3.0,3.0,"Octahedron, Tetrahedron","8d, 4c",2,3.0,Al,0.0,True
mp-1252068,KAl11O17,1.6623631685030476,0.3568251637116014,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8h, 4f, 2a",2,4.0,Al,0.0,True
mp-1252068,KAl11O17,1.6623631685030476,0.3568251637116014,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8h, 4f, 2a",2,6.0,Al,0.0,True
mp-1252733,Na3CaAl3Si3SO16,1.7246831715125186,0.1207903934884163,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1254576,AlNi(WO4)2,1.8887284304288223,0.0800792371890095,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1256766,PrAl22O34,1.6749992698235443,0.3705932103338757,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,4.0,Al,0.0,True
mp-1256766,PrAl22O34,1.6749992698235443,0.3705932103338757,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True
mp-1260118,Sr3Nd10Al12Si18(N2O)18,1.754321842649074,0.0792025553285342,[1.0],3.0,3.0,3.0,Tetrahedron,"2b, 1a",1,1.0,Al,0.0,True
mp-1265272,LiMgAl3(SO4)6,1.767206116581238,0.2012117689894297,[6.0],3.0,3.0,3.0,Octahedron,2i,1,6.0,Al,0.0,True
mp-1265516,La13Al12Si18(N13O5)3,1.839400377097642,-0.0326281265684115,"[0, 1.0]",3.0,3.0,3.0,Tetrahedron,"3b, 6c",1,0.0,Al,0.0,True
mp-1265516,La13Al12Si18(N13O5)3,1.839400377097642,-0.0326281265684115,"[0, 1.0]",3.0,3.0,3.0,Tetrahedron,"3b, 6c",1,1.0,Al,0.0,True
mp-1272257,AlV2O4,1.790968647105855,0.061500429268055,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-1272295,AlV2O4,1.7648604752767485,0.1653264955551738,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1274278,AlV2O4,1.717468968179008,0.304572425716462,[4.0],3.0,3.0,3.0,Tetrahedron,2c,1,4.0,Al,0.0,True
mp-1276673,AlV2O4,1.806278561203864,0.0204230403457459,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1277185,AlV2O4,1.791049588912211,0.0533145435434027,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1280023,AlV2O4,1.75704593432727,0.1913856684497775,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-1281387,AlV2O4,1.7467576652189325,0.1880403746096371,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-1282714,AlV2O4,1.7241838281465327,0.2733309918577325,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-12885,BaAl2Sb2O7,1.732789297758148,0.131725938843784,[4.0],3.0,3.0,3.0,Tetrahedron,2c,1,4.0,Al,0.0,True
mp-1291152,AlV2O4,1.7549095830848505,0.1967589838334325,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-1293197,Al(FeO2)2,1.6887020232965608,0.4394664002863752,[4.0],3.0,3.0,3.0,Tetrahedron,2e,1,4.0,Al,0.0,True
mp-1299391,LiAlVO4,1.7714569537405294,0.2368304914755545,[6.0],3.0,3.0,3.0,Octahedron,2f,1,6.0,Al,0.0,True
mp-13875,Al8(Pb3O7)3,1.7452033204111987,0.1022650334694419,[4.0],3.0,3.0,3.0,Tetrahedron,"8c, 24d",1,4.0,Al,0.0,True
mp-13998,Na5AlO4,1.8891965893552336,-0.3834141352765829,[4.0],3.0,3.0,3.0,Tetrahedron,8c,1,4.0,Al,0.0,True
mp-14132,Lu3Al5O12,1.6641057149867962,0.387053742559579,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True
mp-14132,Lu3Al5O12,1.6641057149867962,0.387053742559579,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,6.0,Al,0.0,True
mp-14133,Gd3Al5O12,1.6768413537556186,0.3901002044845708,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True
mp-14133,Gd3Al5O12,1.6768413537556186,0.3901002044845708,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,6.0,Al,0.0,True
mp-14333,TaAlO4,1.7810303165762629,0.1790576605739184,[6.0],3.0,3.0,3.0,Octahedron,2i,1,6.0,Al,0.0,True
mp-14387,Tb3Al5O12,1.6737068674487756,0.3894124810240349,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True
mp-14387,Tb3Al5O12,1.6737068674487756,0.3894124810240349,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,6.0,Al,0.0,True
mp-14388,Ho3Al5O12,1.670371452986135,0.3879744235691941,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True
mp-14388,Ho3Al5O12,1.670371452986135,0.3879744235691941,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,6.0,Al,0.0,True
mp-14395,NaAlAsO4F,1.8582573124912112,0.0754856444547297,[4.0],3.0,3.0,3.0,Octahedron,2a,1,4.0,Al,0.0,True
mp-14511,NaAlGeO4,1.7701454519664843,0.0107820626063115,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True
mp-14600,CaAl2O4,1.744819356033269,0.1096675869695358,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True
mp-14951,Rb3AlO3,0.3046612216300953,5.184091449819777,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-15397,Ti7Al2O15,1.7590365838668038,0.0514745379581557,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-15733,CaTaAlO5,1.732598190161274,0.0764721665799581,[4.0],3.0,3.0,3.0,Tetrahedron,2e,1,4.0,Al,0.0,True
mp-1581389,AlCr(WO4)2,1.9615029495822711,-0.0258393319997971,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-15939,SrAl2B2O7,1.690427179480065,0.2496642590766988,[4.0],3.0,3.0,3.0,Tetrahedron,2c,1,4.0,Al,0.0,True
mp-16777,NaAlP2O7,1.308365621096242,0.8825751085335984,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Al,0.0,True
mp-16934,BaLaAlO4,1.7468882230086993,0.1250962997358417,[4.0],3.0,3.0,3.0,Tetrahedron,4a,1,4.0,Al,0.0,True
mp-16947,LiAlGeO4,1.6703305832996378,0.3664588467820627,[4.0],3.0,3.0,3.0,Tetrahedron,6f,1,4.0,Al,0.0,True
mp-17031,KAlP2O7,1.7919171139799548,0.1738786864272313,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Al,0.0,True
mp-17313,Mg3BeAl8O16,1.7189610693894448,0.3061154684087015,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2b, 6c",2,4.0,Al,0.0,True
mp-17313,Mg3BeAl8O16,1.7189610693894448,0.3061154684087015,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2b, 6c",2,6.0,Al,0.0,True
mp-17477,AlFePO5,1.7281423774847071,0.1296160570446226,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True
mp-17694,Ca5Al6O14,1.7344774193232304,0.1606919410541614,[4.0],3.0,3.0,3.0,Tetrahedron,"4b, 2a",1,4.0,Al,0.0,True
mp-17979,BaAl2(SiO4)2,1.6936126100420643,0.1615066393454005,[4.0],3.0,3.0,3.0,Tetrahedron,4f,1,4.0,Al,0.0,True
