material_id,chem_formula,R$_0$,B,Te_chemenv,num_Te_chemenvs,Te_wyckoff,num_Te_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Te_sites,num_CN_env,num_charge_states,TeX_coordn,TeO_coordn,mean_coordn_Te-X,min_coordn_Te-X,max_coordn_Te-X,mean_coordn_Te-O,min_coordn_Te-O,max_coordn_Te-O,mean_Te_charge,min_Te_charge,max_Te_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_TeO_BondL
mp-1197295,ScV(TeO4)2,2.030034041987901,0.4071209775939402,See-saw,1,4e,1,"[1.822456685119393, 3.270216106091296]",0.0,2.5463363956053446,ABC2D8,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,O-Sc-Te-V,0.008978592361113,-2.27943895298611,2.9711,4,Monoclinic,2/m,P2_1/c,oxide,,,"Sc, V",,,Te,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9858913264018494
mp-1197464,Ag2Te4MoO12,2.080972667279769,0.6080285615592776,"Square pyramid, Triangular non-coplanar",2,4f,1,"[2.2411304737078392, 1.440715095959261]",0.0,1.84092278483355,AB2C4D12,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Ag-Mo-O-Te,0.00621614109649,-1.409304284736841,2.1281,4,Monoclinic,2/m,C2/c,oxide,,,"Mo, Ag",,,Te,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.158688293102677
mp-1197627,Pu2Te4Cl2O11,1.967226235210705,0.3782184693676236,"See-saw, Triangular non-coplanar",2,2i,1,"[2.574822884776694, 3.347758187991902, 3.501418854290624, 1.165201347504729]",0.0,2.6473003186409874,A2B2C4D11,2,2,1,"[4.0, 4.0]","[3.0, 4.0]",4.0,4.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.5,1,2,"Cl-, O2-","Actinides, Halogens, Metalloids, Nonmetals",GGA,Cl-O-Pu-Te,0.019080975756577,-2.05494567469298,0.232,4,Triclinic,-1,P-1,oxide,,,,,,Te,"C, O, P",Cl,,,Pu,"B $\in$ [0.1, 0.5]",Positive B,1.9445935813253086
mp-1197646,Ba6Te10Br2O25,2.0212016150297787,0.7324291335526318,"See-saw, Triangular non-coplanar",2,4b,1,"[1.88486964841781, 2.773895872684034, 1.141612352715102, 2.610143854803643, 2.798366965825842, 2.589281534325938, 2.51586892643904, 2.299035931928668, 2.006321243671956, 2.092503949753794]",0.0,2.2711900280565827,A2B6C10D25,2,3,1,"[3.0, 4.0, 5.0]","[3.0, 4.0, 4.0]",4.0,3.0,5.0,3.6666666666666665,3.0,4.0,4.0,4.0,4.0,1.3333333333333333,1,2,"O2-, Br-","Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",GGA,Ba-Br-O-Te,0.0,-2.108817363236434,3.0219,4,Orthorhombic,mm2,Aea2,oxide,,Ba,,,,"B, Te",O,Br,,,,"B $\in$ [0.5, 1]",Positive B,2.0494975374953834
mp-1197762,Na2Y3Te4(ClO4)3,1.9122621477426829,0.0704678201685879,Triangular non-coplanar,1,4f,1,"[2.6223932526614533, 2.765461787944726]",0.0,2.69392752030309,A2B3C3D4E12,1,1,1,[5.0],[3.0],5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2,2,"Cl-, O2-","Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Cl-Na-O-Te-Y,0.0,-2.4460693026843883,3.6276,5,Monoclinic,2/m,C2/c,perchlorate,Na,,Y,,,Te,"C, N, O",Cl,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9101354590801984
mp-1197782,K3V5Te4(HO3)8,1.9040049942569133,-0.0720457053274304,Triangular non-coplanar,1,4e,1,"[1.299662265208882, 1.606683211506272]",0.0,1.453172738357577,A3B4C5D8E24,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,H-K-O-Te-V,0.015042861306811,-1.869793514282197,2.2523,5,Orthorhombic,mmm,Pmmn,oxide,K,,V,,,Te,"H, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9231569312585293
mp-1198070,Ni3Te2MoO10,1.885633399884796,-0.0998282232424638,"See-saw, Triangular non-coplanar",2,4a,1,"[2.791930654718295, 0.9046583186544541]",0.0,1.8482944866863744,AB2C3D10,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Mo-Ni-O-Te,0.0,-1.5507354220833331,2.9872,4,Orthorhombic,222,P2_12_12_1,oxide,,,"Ni, Mo",,,Te,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9143505661942248
mp-11982,Sr2CaTeO6,1.959067140985561,0.035045179953307,Octahedron,1,2b,1,[0.005709329683911001],0.0,0.005709329683911001,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ca-O-Sr-Te,0.0,-2.803740488666666,3.2142,4,Monoclinic,2/m,P2_1/c,oxide,,"Ca, Sr",,,,Te,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9590809405416076
mp-1198524,Cu3TePbO7,1.9704180066110608,0.0998890389073586,Octahedron,1,4c,1,[0.370418022624708],0.0,0.370418022624708,ABC3D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-O-Pb-Te,0.011322081666648,-1.213376653680555,0.0,4,Orthorhombic,mmm,Pnma,oxide,,,Cu,,Pb,Te,"C, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9779508755589894
mp-1198767,SrV2TeO8,2.050104845779165,0.5902389565398334,"See-saw, Square pyramid",2,2i,1,"[4.669149966882372, 4.874181502994535, 2.832432612611801, 3.19157864230839]",0.0,3.8918356811992743,ABC2D8,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,O-Sr-Te-V,0.0070000634375,-2.390972508159722,2.6844,4,Triclinic,-1,P-1,oxide,,Sr,V,,,Te,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.242249875614374
mp-1198906,V2Co3TePb3O14,1.9598808805676384,0.290282803752313,no_data,1,no_data,1,no_data,0.0,no_data,AB2C3D3E14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Co-O-Pb-Te-V,0.0,-1.8119050170289848,2.2327,5,Monoclinic,2,P2,oxide,,,"V, Co",,Pb,Te,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9598943850487929
mp-1198919,Ba3Te3(BrO4)2,1.9570447329362737,0.2101237244189062,Triangular non-coplanar,1,4c,1,"[1.092021539281869, 2.129979197438323, 1.9121921242809212]",0.0,1.7113976203337042,A2B3C3D8,1,2,1,"[3.0, 4.0]","[3.0, 3.0]",3.5,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,1.5,1,2,"O2-, Br-","Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",GGA,Ba-Br-O-Te,0.0,-2.287103114218749,3.2962,4,Orthorhombic,mmm,Pnma,perbromate,,Ba,,,,"B, Te",O,Br,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9051708681570254
mp-1198962,CoTe6O13,2.0118247808472547,0.427170792170857,"See-saw, Square pyramid",2,1a,1,"[2.287950850624242, 2.262744154445397, 2.158131852866877, 2.200526924998792, 2.2160563980017622, 2.290946340259884, 1.760379679034028, 1.891817408661662, 1.8625262677966021, 1.912438861707218, 1.748486958364393, 1.8547018993268711]",0.0,2.0372256330073113,AB6C13,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,Co-O-Te,0.014660391124998,-1.473715810249999,2.716,3,Trigonal,-3,R-3,oxide,,,Co,,,Te,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0764304023967926
mp-1199642,Sr2V4Te2H2O17,2.082379239972653,0.4084234822756342,Square pyramid,1,4f,1,[1.601520934708534],0.0,1.601520934708534,A2B2C2D4E17,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,H-O-Sr-Te-V,0.0,-2.275724653549383,2.6086,5,Monoclinic,2/m,C2/c,oxide,,Sr,V,,,Te,"H, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.278796879438262
mp-1199741,Zn3TeP2Pb3O14,1.9549548965475336,0.2195084638312114,Octahedron,1,"1a, 1b",2,"[0.48179149178161, 0.500836461819955, 0.504655340569325, 0.45352941679504605, 0.410568397304349, 0.44819235714613803]",0.0,0.4665955775694039,AB2C3D3E14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,O-P-Pb-Te-Zn,0.0,-2.087704986708073,3.1622,5,Monoclinic,2,P2,oxide,,,Zn,,Pb,Te,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.954960214879242
mp-1199992,Nb3Te4ClO15,1.884576241098955,-0.1162435457727391,Triangular non-coplanar,1,4f,1,"[1.865054004434112, 1.8302457063820752, 1.7395003370837632, 1.862100013153531]",0.0,1.8242250152633703,AB3C4D15,1,1,1,[4.0],[3.0],4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2,2,"Cl-, O2-","Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Cl-Nb-O-Te,0.0,-2.186684313876811,2.3912,4,Monoclinic,2/m,C2/c,hypochlorite,,,Nb,,,Te,"C, N, O",Cl,,,,"B $\in$ [-1, -0.1]",Negative B,1.9066352496529546
mp-1200032,Na6TeMo6(H22O23)2,1.9631782077487536,0.015345052482193,Octahedron,1,1a,1,[0.35833231587317005],0.0,0.35833231587317005,AB6C6D44E46,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,H-Mo-Na-O-Te,0.024225481334954,-1.523472889902354,3.3242,5,Triclinic,-1,P-1,oxide,Na,,Mo,,,Te,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9637141460140743
mp-1200112,Sr3TeO6,1.963651742598504,0.4142583324071959,Octahedron,1,"1a, 1h, 1f, 1g, 1e, 1c, 1d, 1b",8,"[0.07100564733115501, 0.075558757035149, 0.099283665754594, 0.069777568881997, 0.06187284256885601, 0.092896915515325, 0.004499127442616001, 0.027912252874077004]",0.0,0.06285084717547113,AB3C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,O-Sr-Te,0.002083612000004,-2.746498351166667,2.9231,3,Triclinic,-1,P-1,oxide,,Sr,,,,Te,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9638038601621286
mp-1200464,Fe3Te3ClO10,2.046336134278847,0.7306729743381613,"See-saw, Triangular non-coplanar",2,4e,1,"[2.111509026173832, 1.151247989958732, 3.014942773284005]",0.0,2.0925665964721896,AB3C3D10,2,3,1,"[4.0, 5.0, 5.0]","[3.0, 3.0, 4.0]",4.666666666666667,4.0,5.0,3.333333333333333,3.0,4.0,4.0,4.0,4.0,2.0,2,2,"Cl-, O2-","Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Cl-Fe-O-Te,0.008454416029418,-1.558138057058823,1.9995999999999992,4,Monoclinic,2/m,P2_1/c,hypochlorite,,,Fe,,,Te,"C, O","F, Cl",,,,"B $\in$ [0.5, 1]",Positive B,1.9884419106281406
mp-1200554,KTa3(TeO6)2,1.8907437777397744,-0.0519292558067888,Triangular non-coplanar,1,8e,1,[1.8657262019560772],0.0,1.8657262019560772,AB2C3D12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,K-O-Ta-Te,0.0,-2.6813425583379638,2.9431000000000003,4,Orthorhombic,mmm,Pbcm,oxide,K,,Ta,,,Te,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9056737937155652
mp-1200674,SrTe(HO2)2,1.9187117924661297,0.0710827030632579,Triangular non-coplanar,1,4e,1,[0.9471527261602821],0.0,0.9471527261602821,ABC2D4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,H-O-Sr-Te,0.0,-1.979751452708333,3.8288,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,,,,Te,"H, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.8985822360632794
mp-1200957,VIn(TeO4)2,2.0357086054950906,0.4166050597373745,See-saw,1,4e,1,"[1.639804449312777, 3.212330430481804]",0.0,2.426067439897291,ABC2D8,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,In-O-Te-V,0.011780175416666,-1.862377806041666,2.9841,4,Monoclinic,2/m,P2_1/c,oxide,,,V,,In,Te,O,I,,,,"B $\in$ [0.1, 0.5]",Positive B,1.99054541467998
mp-1201019,FeTe3ClO7,1.946161498946992,0.2437326031893385,"See-saw, Triangular non-coplanar",2,4e,1,"[1.797156739592527, 2.9192405921120432, 1.767942567221136]",0.0,2.161446632975235,ABC3D7,2,3,1,"[6.0, 4.0, 5.0]","[3.0, 4.0, 4.0]",5.0,4.0,6.0,3.6666666666666665,3.0,4.0,4.0,4.0,4.0,1.6666666666666667,1,2,"Cl-, O2-","Halogens, Metalloids, Nonmetals, Transition Metals",r2SCAN,Cl-Fe-O-Te,0.0,-1.508051273125,2.2711,4,Monoclinic,2/m,P2_1/c,hypochlorite,,,Fe,,,Te,"C, O","F, Cl",,,,"B $\in$ [0.1, 0.5]",Positive B,1.9820163105311486
mp-1201322,Ce2TeMo6(H6O7)6,1.957545897722769,-0.020499615031967,Octahedron,1,1h,1,[0.32923777098758],0.0,0.32923777098758,AB2C6D36E42,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ce-H-Mo-O-Te,0.030574762162352,-1.617288811168583,0.218299999999999,5,Triclinic,-1,P-1,oxide,,,Mo,,,Te,"H, C, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9575181593301956
mp-1201424,FeTe3BrO7,1.9693434974394315,0.4858047570497563,"See-saw, Triangular non-coplanar",2,4e,1,"[1.633834903600358, 2.865322111867675, 1.703861794708907]",0.0,2.067672936725647,ABC3D7,2,3,1,"[6.0, 4.0, 5.0]","[3.0, 4.0, 4.0]",5.0,4.0,6.0,3.6666666666666665,3.0,4.0,4.0,4.0,4.0,1.6666666666666667,1,2,"O2-, Br-","Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Br-Fe-O-Te,0.0,-1.476618273333333,1.0909,4,Monoclinic,2/m,P2_1/c,hypobromite,,,Fe,,,"B, Te",O,"F, Br",,,,"B $\in$ [0.1, 0.5]",Positive B,2.009219824165213
mp-1201443,Cs3Nb9(TeO8)4,2.034464899721073,0.3769063604592831,no_data,1,no_data,1,no_data,0.0,no_data,A3B4C9D32,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Cs-Nb-O-Te,0.0,-2.619390226054837,1.4336,4,Orthorhombic,mmm,Cmcm,oxide,Cs,,Nb,,,Te,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9900167254980297
mp-1201687,RbNb3(TeO6)2,2.100767171455057,0.6791010518432917,Triangular non-coplanar,1,8e,1,[1.667070959923929],0.0,1.667070959923929,AB2C3D12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Nb-O-Rb-Te,0.0,-2.496477532407408,2.403299999999999,4,Orthorhombic,mmm,Pbcm,oxide,Rb,,Nb,,,Te,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.905414172472815
mp-1201691,MnTe6O13,2.0842390528774466,0.5213555519141791,"See-saw, Square pyramid",2,6f,1,"[2.296158434370728, 1.9928967816625982]",0.0,2.144527608016663,AB6C13,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,Mn-O-Te,0.008878836499999,-1.564019507896553,2.3901,3,Trigonal,-3,R-3,oxide,,,Mn,,,Te,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.0820428024545916
mp-1201764,TePb5O8,1.971079947762513,0.3026372827938827,Octahedron,1,4e,1,[0.10031677789396101],0.0,0.10031677789396101,AB5C8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,O-Pb-Te,0.0,-1.541685600654761,2.2914,3,Monoclinic,2/m,P2_1/c,oxide,,,,,Pb,Te,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9725647906729524
mp-1201779,Ba2VTe4HO13,2.047311862181145,0.5182149124675804,"See-saw, Triangular non-coplanar",2,4e,1,"[1.440501053530467, 2.339728335456708, 3.5905514840506942, 2.04943188801447]",0.0,2.355053190263085,ABC2D4E13,2,3,1,"[3.0, 4.0, 5.0]","[3.0, 4.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-H-O-Te-V,0.009734280952355,-2.062548027757937,2.867399999999999,5,Monoclinic,2/m,P2_1/c,oxide,,Ba,V,,,"B, Te","H, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.075002353489921
mp-1201916,Y2Te3MoO12,1.9584817352953456,0.9272682714917424,"See-saw, Square pyramid",2,"4c, 8d",2,"[4.668010135827466, 2.354154673587504]",0.0,3.5110824047074853,AB2C3D12,2,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Mo-O-Te-Y,0.00113741730651,-2.367595069027778,2.983599999999999,4,Orthorhombic,mmm,Pnma,oxide,,,"Y, Mo",,,Te,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.2394219792945167
mp-1201918,Cs2TeH6(ClO3)2,1.9589335020988057,0.1164415987165626,Octahedron,1,2a,1,[0.10770443780935901],0.0,0.10770443780935901,AB2C2D6E6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals",GGA,Cl-Cs-H-O-Te,0.006109395588231,-1.524699634616294,3.2584,5,Monoclinic,2/m,P2_1/c,chlorate,Cs,,,,,Te,"H, C, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9589603622814085
mp-1202045,Lu2(TeO3)3,2.0491942978014874,0.6666612694884974,"See-saw, Square pyramid, Triangular non-coplanar",3,2i,1,"[5.517207842947569, 4.356063935931785, 2.985087143652103, 2.630112274968693, 2.696227021237868, 2.53702450306632, 3.11758809892667, 0.865575212215952, 1.590623375294936]",0.111,2.9217232675824327,A2B3C9,3,4,1,"[3.0, 4.0, 5.0, 6.0]","[3.0, 4.0, 5.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Lu-O-Te,0.0,-2.4889847923809523,3.071399999999999,3,Triclinic,-1,P-1,oxide,,,,,,Te,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.0728726356538076
mp-1202170,KNb3(TeO6)2,2.118738193698454,0.7342990973854512,Triangular non-coplanar,1,8e,1,[1.7395548236627612],0.0,1.7395548236627612,AB2C3D12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,K-Nb-O-Te,0.0,-2.495599053643518,2.4149000000000003,4,Orthorhombic,mmm,Pbcm,oxide,K,,Nb,,,Te,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.907506881193364
mp-1202171,TeAsHO5,2.0131827089463057,0.5063590598782625,Square pyramid,1,4e,1,[2.808345879041321],0.0,2.808345879041321,ABCD5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals",GGA,As-H-O-Te,0.004048676493059,-1.505358421614583,3.3476,4,Monoclinic,2/m,P2_1/c,oxide,,,,,,"As, Te","H, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.119882038208212
mp-1202377,Zr2Te4Br2O11,1.966273842196515,0.4079375342801034,"See-saw, Triangular non-coplanar",2,2i,1,"[3.9552035342505922, 0.905929153386114, 4.088281083321903, 2.3955393151523072]",0.0,2.8362382715277294,A2B2C4D11,2,3,1,"[4.0, 5.0, 4.0]","[3.0, 3.0, 4.0]",4.333333333333333,4.0,5.0,3.333333333333333,3.0,4.0,4.0,4.0,4.0,1.6666666666666667,1,2,"O2-, Br-","Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Br-O-Te-Zr,0.0,-2.164308814035088,2.8298,4,Triclinic,-1,P-1,oxide,,,Zr,,,"B, Te",O,Br,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9421664127320697
mp-1202980,Zr2Te4Cl2O11,1.933636071834259,0.3770335000917634,"See-saw, Triangular non-coplanar",2,2i,1,"[3.958299419939705, 2.181592537441985, 4.034793034818033, 1.07024663045567]",0.0,2.8112329056638483,A2B2C4D11,2,3,1,"[4.0, 5.0, 4.0]","[3.0, 3.0, 4.0]",4.333333333333333,4.0,5.0,3.333333333333333,3.0,4.0,4.0,4.0,4.0,1.6666666666666667,1,2,"Cl-, O2-","Halogens, Metalloids, Nonmetals, Transition Metals",r2SCAN,Cl-O-Te-Zr,0.0,-2.20500998745614,3.163999999999999,4,Triclinic,-1,P-1,oxide,,,Zr,,,Te,"C, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9113628301797119
mp-1203009,CdTe(Pb3O5)2,1.984178439399324,0.6237579119593784,Octahedron,1,2a,1,[0.06009131656431001],0.0,0.06009131656431001,ABC6D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cd-O-Pb-Te,0.0,-1.518267788148148,2.0475,4,Orthorhombic,222,C222_1,oxide,,,Cd,,Pb,Te,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.9843099001139635
mp-1203045,Co9Te5(PbO5)6,1.9766897270728727,0.1433928697805796,Octahedron,1,"6h, 4f",2,"[0.481755494524896, 0.17939998756813302]",0.0,0.3305777410465145,A5B6C9D30,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Co-O-Pb-Te,0.0,-1.4853319242666672,1.3596,4,Hexagonal,622,P6_322,oxide,,,Co,,Pb,Te,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9773052321449096
mp-1203081,Cs2Te4O9,2.0875413896886723,0.7164470286337667,"See-saw, Square pyramid",2,8e,1,"[2.535771256943412, 2.2208960453407522]",0.0,2.378333651142082,A2B4C9,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,Cs-O-Te,0.0,-1.675637743231801,2.405899999999999,3,Tetragonal,-42m,I-42d,oxide,Cs,,,,,Te,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.1109986074689493
mp-1203135,CuTe2PbO7,2.027931166577953,-0.1609093831753624,"See-saw, Octahedron",2,4d,1,"[0.15285832857919002, 1.8281402151529842]",0.0,0.9904992718660871,ABC2D7,2,2,2,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-O-Pb-Te,0.0,-1.414946227803029,0.1653,4,Orthorhombic,mmm,Pbcm,oxide,,,Cu,,Pb,Te,"C, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9933080372178482
mp-1203217,Zn4Cu5(TeO6)3,1.9664108753274208,0.0497831602964797,Octahedron,1,2c,1,"[0.18905037853931703, 0.35545351888979104, 0.36354492211209405]",0.0,0.3026829398470674,A3B4C5D18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,Cu-O-Te-Zn,0.03630276609259,-1.3410272851666671,0.016,4,Monoclinic,2,C2,oxide,,,"Cu, Zn",,,Te,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9666095013012952
