material_id,chem_formula,R$_0$,B,K_chemenv,num_K_chemenvs,K_wyckoff,num_K_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_K_sites,num_CN_env,num_charge_states,KX_coordn,KO_coordn,mean_coordn_K-X,min_coordn_K-X,max_coordn_K-X,mean_coordn_K-O,min_coordn_K-O,max_coordn_K-O,mean_K_charge,min_K_charge,max_K_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_KO_BondL
mp-2765485,KMn2O4,2.815709211176574,-0.0665104000219012,Trigonal prism,1,1a,1,"[4.211861662732503, 4.219140309030589]",0.0,4.215500985881546,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,K-Mn-O,0.023363372857141,-1.941867746158868,0.0,3,Monoclinic,m,Cm,oxide,K,,Mn,,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.696837917769809
mp-2767160,K2MnO4,1.6526740392061328,0.5768990244427756,"Bicapped square prism (adjacent faces), Square-face monocapped antiprism",2,2a,1,"[7.8972852592918334, 3.627600735949612, 3.681348905307598, 7.748460342759303]",0.5,5.738673810827087,AB2C4,2,3,1,"[10.0, 8.0, 9.0]","[10.0, 8.0, 9.0]",9.0,8.0,10.0,9.0,8.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,K-Mn-O,0.0,-1.719497611775864,0.0,3,Monoclinic,2/m,P2_1/c,permanganate,K,,Mn,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.9305065395274923
mp-2767744,K2CrO4,0.8225237975011932,0.9958799199041868,"Bicapped square prism (adjacent faces), Square-face monocapped antiprism",2,4e,1,"[7.925967462220505, 3.673127490645329]",0.5,5.799547476432917,AB2C4,2,2,1,"[10.0, 8.0]","[10.0, 8.0]",9.0,8.0,10.0,9.0,8.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cr-K-O,0.0,-2.05914349992857,3.2795,3,Monoclinic,2/m,P2_1/c,chromate,K,,Cr,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.932592529069522
mp-27792,K2S5O16,2.98100431223106,-0.0748027834009061,Square-face bicapped trigonal prism,1,8d,1,[3.287557771887395],0.0,3.287557771887395,A2B5C16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",r2SCAN,K-O-S,0.0,-1.867831871608695,4.636699999999999,3,Orthorhombic,mmm,Pbcn,oxide,K,,,,,,"O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.7935964792954833
mp-27915,K2BeO2,2.6658789145267674,0.0785169102414092,"Trigonal bipyramid, Octahedron",2,4e,1,"[6.643047938547624, 6.4369150203657615]",1.0,6.539981479456692,AB2C2,2,2,1,"[3.0, 5.0]","[3.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Be-K-O,0.0,-2.1003341254,2.9234,3,Monoclinic,2/m,P2_1/c,oxide,K,Be,,,,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.7509874528297527
mp-28111,K3NO3,2.277185113088875,0.3111625907596288,"Trigonal prism, Octahedron",2,"4c, 2a",2,"[9.022221869515697, 0.6971132181092881]",0.5,4.859667543812493,AB3C3,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",r2SCAN,K-N-O,0.0,-1.282453813107143,0.2174,3,Tetragonal,4mm,I4cm,nitrate,K,,,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.8776013227701447
mp-28158,K4Be3O5,1.3192752386343891,0.9214095687681594,"Trigonal bipyramid, Octahedron",2,4f,1,"[9.588393750527382, 10.103229425138743]",1.0,9.845811587833062,A3B4C5,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Be-K-O,0.0,-2.301597747416666,3.2088,3,Monoclinic,2/m,C2/c,oxide,K,Be,,,,B,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.8025988736358185
mp-28202,K3NO4,0.8966036447258064,0.9864044070372456,"Trigonal prism, Square antiprism",2,"4c, 8d",2,"[9.823658436361656, 7.810825336261505]",1.0,8.817241886311582,AB3C4,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",r2SCAN,K-N-O,0.0,-1.376361028656249,3.6559,3,Orthorhombic,mmm,Pnma,oxide,K,,,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.8060560343160295
mp-28263,KH3O2,2.1093131855396186,0.6272293951268241,Octahedron,1,4e,1,[1.4424578093066651],0.0,1.4424578093066651,AB2C3,1,1,1,[12.0],[6.0],12.0,12.0,12.0,6.0,6.0,6.0,1.0,1.0,1.0,2.0,2,2,"O2-, H+","Alkali Metals, Nonmetals",r2SCAN,H-K-O,0.0,-1.462911832666666,4.3804,3,Monoclinic,2/m,P2_1/c,oxide,K,,,,,,"H, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.81625452390076
mp-28382,K4ZnO3,2.279802231440092,0.3385738466806107,"See-saw, Trigonal bipyramid",2,2i,1,"[2.761642786698864, 4.753550303625403, 3.483681232206729, 5.845769745898914, 2.897293279773185, 3.454660169549816, 3.104765474813647, 4.198571624308758]",0.125,3.812491827109415,AB3C4,2,3,1,"[3.0, 4.0, 5.0]","[3.0, 4.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,K-O-Zn,0.0,-1.487419703312499,1.694599999999999,3,Triclinic,-1,P-1,oxide,K,,Zn,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.759911066980521
mp-28627,K4Br2O,2.407739340643777,0.1437126272209074,"Linear, Octahedron",2,"2e, 2c",2,"[0.557373584667016, 1.965387450593454]",0.0,1.261380517630235,AB2C4,2,2,1,"[6.0, 6.0]","[2.0, 1.0]",6.0,6.0,6.0,1.5,1.0,2.0,1.0,1.0,1.0,2.0,2,2,"O2-, Br-","Alkali Metals, Halogens, Metalloids, Nonmetals",r2SCAN,Br-K-O,0.0,-1.699231186285714,0.9912,3,Tetragonal,4/mmm,I4/mmm,oxide,K,,,,,B,O,Br,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5658315260124227
mp-28825,K3CoO2,2.5558360074886624,0.1408075085000868,"See-saw, Angular",2,"4c, 8d",2,"[4.180014830292148, 4.05952884381922]",0.0,4.1197718370556835,AB2C3,2,2,1,"[2.0, 4.0]","[2.0, 4.0]",3.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Co-K-O,0.0,-1.245469531125,1.6284,3,Orthorhombic,mmm,Pnma,oxide,K,,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.709968741975897
mp-28890,K2CoO2,2.5345093221642307,0.1817072755671088,"Tetrahedron, Trigonal bipyramid",2,2a,1,"[2.663895268284984, 2.643840734558329, 3.022064700564466, 3.033913113578813]",0.0,2.840928454246648,AB2C2,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-K-O,0.0,-1.4238854814000002,0.1699,3,Monoclinic,2/m,P2_1/c,oxide,K,,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.8090775805676724
mp-2901572,KLaPrSbO6,3.071484324324655,0.0017301535237892,Icosahedron,1,"2d, 2c",2,"[2.347209216952373, 2.165816401272819]",0.0,2.256512809112596,ABCDE6,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",r2SCAN,K-La-O-Pr-Sb,0.033769570083334,-2.748719084541666,3.513699999999999,5,Tetragonal,4/mmm,P4_2/nnm,oxide,K,,,,,Sb,"O, P, S",,,"La, Pr",,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.0762188908994617
mp-29128,K2Te4O9,2.644298439638456,0.0860552502371837,"Dodecahedron with triangular faces - p2345 plane normalized, Square-face capped trigonal prism",2,4e,1,"[6.830743183237657, 5.697558059685533]",1.0,6.264150621461595,A2B4C9,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,K-O-Te,0.0,-1.679416738577777,2.9189,3,Monoclinic,2/m,P2_1/c,oxide,K,,,,,Te,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.8323961246297387
mp-29542,K4Bi2O5,2.555832107771807,0.1341576642225762,"See-saw, Square pyramid, Octahedron",3,2i,1,"[2.118563452592213, 3.305215829845927, 1.844261801092658, 2.3748323074337643]",0.0,2.410718347741141,A2B4C5,3,3,1,"[4.0, 5.0, 6.0]","[4.0, 5.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,Bi-K-O,0.004531490681817,-1.687838196727276,2.6155,3,Triclinic,-1,P-1,oxide,K,,,,Bi,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7797987528909083
mp-29825,K2Si2O5,2.4672962356552417,0.1706893718106544,"Pentagonal pyramid, Face-capped octahedron, Tricapped octahedron (all 3 cap faces are sharingone edge of a face), End-trigonal-face capped trigonal prism, Octahedron, Bicapped octahedron (cap faces with one atom in common)",6,2a,1,"[5.914396074300845, 8.099985831507194, 7.61946362450268, 0.5823748448043371, 4.144861434744548, 9.476464414757316]",0.667,5.972924370769487,A2B2C5,6,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,K-O-Si,0.0,-2.900694892166668,4.4142,3,Monoclinic,m,Cc,oxide,K,,,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.851011677436394
mp-30120,K3BiO4,2.750197207270733,0.030952752462257,"Trigonal prism, Trigonal bipyramid, Square-face capped trigonal prism",3,2i,1,"[5.399575195670498, 1.5182026164507771, 6.507511116570459]",0.667,4.475096309563912,AB3C4,3,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,Bi-K-O,0.0,-1.639996911468749,1.1394,3,Triclinic,-1,P-1,oxide,K,,,,Bi,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.795815379894818
mp-30298,KAsO2,2.4353883118238424,0.2195260968736939,Bicapped octahedron (cap faces with one atom in common),1,4d,1,[10.030019305925109],1.0,10.030019305925109,ABC2,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,As-K-O,0.0,-1.885300383687499,3.8449,3,Orthorhombic,mmm,Pbcm,oxide,K,,,,,As,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.909000092228907
mp-30962,K4Ge9O20,3.0447119904743416,-0.0548817373071742,Face-capped octahedron,1,8f,1,[9.371883677585298],1.0,9.371883677585298,A4B9C20,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,Ge-K-O,0.0,-2.17915325890909,3.0665,3,Tetragonal,4/m,I4_1/a,oxide,K,,,,,Ge,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.8378415803698265
mp-30990,K6Si2O7,2.6683381036211378,0.0717765693217072,"Pentagonal pyramid, Square-face capped trigonal prism, Octahedron",3,4e,1,"[8.137445128244748, 8.352578170128918, 5.988940007430607]",1.0,7.492987768601424,A2B6C7,3,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,K-O-Si,0.0,-2.478708671899999,3.5108,3,Monoclinic,2/m,P2_1/c,oxide,K,,,,,Si,"O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.7676968779565865
mp-31001,KSb3O5,2.638160999120922,0.1024583439680503,Face-capped octahedron,1,4e,1,[9.165278878133122],1.0,9.165278878133122,AB3C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,K-O-Sb,0.0,-1.839133234138889,3.1826,3,Monoclinic,2/m,P2_1/c,oxide,K,,,,,Sb,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.8664690620585023
mp-3808,K2UO4,3.153748845627849,-0.0539668952162412,Tricapped triangular prism (three square-face caps),1,2e,1,[5.158103369841593],1.0,5.158103369841593,AB2C4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",r2SCAN,K-O-U,0.0,-3.059945037785699,1.9773,3,Tetragonal,4/mmm,I4/mmm,oxide,K,,,,,,O,,,,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.9713821132088807
mp-3919,KBO2,2.9145407649569925,-0.0493383328583156,Pentagonal bipyramid,1,6e,1,[5.386189314698897],1.0,5.386189314698897,ABC2,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,B-K-O,0.0,-2.6440814391041663,4.1255,3,Trigonal,-3m,R-3c,metaborate,K,,,,,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.7893459209138993
mp-3963,K2CO3,1.233208322505723,0.8349423028061078,"Square-face capped square prism, Octahedron",2,4e,1,"[1.141111703039359, 7.122547002395028]",0.5,4.131829352717194,AB2C3,2,2,1,"[6.0, 9.0]","[6.0, 9.0]",7.5,6.0,9.0,7.5,6.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",r2SCAN,C-K-O,0.0,-2.110088034916665,3.649,3,Monoclinic,2/m,P2_1/c,carbonate,K,,,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.8358605759715148
mp-4066,KGaO2,2.001415506158929,0.4957399371897117,"Dodecahedron with triangular faces - p2345 plane normalized, Octahedron",2,8c,1,"[5.678864018898467, 5.136695002303117]",1.0,5.4077795106007915,ABC2,2,2,1,"[5.0, 8.0]","[5.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,Ga-K-O,0.0,-2.187477020718749,3.0499,3,Orthorhombic,mmm,Pbca,oxide,K,,,,Ga,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.876792442888347
mp-42089,K4Gd2C3O9F4,2.852040147376111,0.029986401563742,"Hexagonal bipyramid, Tricapped triangular prism (three square-face caps), Square-face monocapped antiprism",3,2a,1,"[1.291976878015563, 3.9144594905259673, 3.426485494249916, 4.006969941306076]",0.0,3.1599729510243804,A2B3C4D4E9,3,2,1,"[8.0, 9.0]","[6.0, 6.0]",8.5,8.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Lanthanides, Nonmetals",GGA,C-F-Gd-K-O,0.009271428522724,-2.829737497340909,2.7175,5,Monoclinic,2,P2_1,fluoride,K,,,,,,"C, O",F,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.9222762719438933
mp-42091,K3Sn2S3ClO12,2.6342438220831723,0.1120628179071605,"Tricapped triangular prism (three square-face caps), Dodecahedron with triangular faces - p2345 plane normalized",2,2a,1,"[3.888750424799213, 2.940745989759889, 3.959196900819417]",0.0,3.5962311051261735,AB2C3D3E12,2,2,1,"[8.0, 9.0]","[6.0, 9.0]",8.5,8.0,9.0,7.5,6.0,9.0,1.0,1.0,1.0,1.5,1,2,"Cl-, O2-","Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,Cl-K-O-S-Sn,0.005600877440471,-2.047955590678571,3.9145,5,Monoclinic,2,P2_1,hypochlorite,K,,,,Sn,,"C, O, S",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,2.8947561696820987
mp-4529,K2SO4,2.219028069945141,0.3163332472482874,"Bicapped square prism (adjacent faces), Square-face monocapped antiprism",2,4c,1,"[4.683163752523866, 8.420243546580581]",0.5,6.551703649552223,AB2C4,2,2,1,"[10.0, 9.0]","[10.0, 9.0]",9.5,9.0,10.0,9.5,9.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",r2SCAN,K-O-S,0.0,-2.271620627071425,5.2168,3,Orthorhombic,mmm,Pnma,sulfate,K,,,,,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.90652184881716
mp-4698,K2Ge8O17,2.740443301513172,0.0598669140640197,Square-face capped trigonal prism,1,4c,1,"[7.746525313236003, 9.634312355557947]",1.0,8.690418834396976,A2B8C17,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,Ge-K-O,0.027038103148154,-2.143366090814814,2.621299999999999,3,Orthorhombic,mmm,Pnma,oxide,K,,,,,Ge,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.8738470354518233
mp-504570,K3FeO3,2.1786933687375294,0.3800927312205701,"Trigonal bipyramid, Octahedron",2,"2i, 2g, 2h",3,"[7.9710480402687995, 3.82307200764118, 5.6984161853479325]",0.667,5.830845411085971,AB3C3,2,3,1,"[4.0, 5.0, 6.0]","[4.0, 5.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",r2SCAN,Fe-K-O,0.0,-1.634728775964275,0.0,3,Monoclinic,2/m,C2/m,oxide,K,,Fe,,,,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.795045066340836
mp-504636,K2MnO4,1.3063139543608182,0.7423638355655836,"Bicapped square prism (adjacent faces), Square-face monocapped antiprism",2,4c,1,"[8.110749286864671, 3.813790131005263]",0.5,5.962269708934967,AB2C4,2,2,1,"[10.0, 9.0]","[10.0, 9.0]",9.5,9.0,10.0,9.5,9.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,K-Mn-O,0.000321180357143,-1.71917643141872,0.4381,3,Orthorhombic,mmm,Pnma,permanganate,K,,Mn,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.936155699168028
mp-504806,K2Li14Pb3O14,4.935748411940875,-1.0163663841723998,Bicapped square prism (opposite faces),1,2f,1,[2.244020214272807],0.0,2.244020214272807,A2B3C14D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,K-Li-O-Pb,0.0,-1.9075615027626247,2.018199999999999,4,Orthorhombic,mmm,Immm,oxide,"Li, K",,,,Pb,,"O, P",,,,,B < -1,Negative B,3.110947678428244
mp-504840,K4WO5,1.6725845944957918,0.6256098755817235,"Trigonal prism, Square-face capped trigonal prism, Square pyramid, Octahedron, Trigonal bipyramid",5,2i,1,"[7.36647470906561, 5.197973571412443, 5.845968288720647, 4.209685803758387, 5.335262637024223, 5.189319821144393, 8.28890393030267, 4.066370678444407, 8.49055294681842, 5.171958836131073, 7.010627352489061, 9.766545104524779]",0.833,6.328303639986344,AB4C5,5,3,1,"[5.0, 6.0, 7.0]","[5.0, 6.0, 7.0]",6.0,5.0,7.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,K-O-W,0.0,-2.078901624233332,3.3802,3,Triclinic,-1,P-1,oxide,K,,W,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.7781607255082066
mp-504863,KNa2FeO3,3.36085947586891,-0.2720096165207294,Pentagonal bipyramid,1,4c,1,[5.575066993401004],1.0,5.575066993401004,ABC2D3,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-K-Na-O,0.01015612625,-1.681918880715516,0.5024000000000001,4,Orthorhombic,mmm,Pnma,oxide,"Na, K",,Fe,,,,"N, O",F,,,,"B $\in$ [-1, -0.1]",Negative B,2.883152218772047
mp-504907,K(MoO2)4,2.695382677266948,0.2177121265675247,Cuboctahedron,1,2f,1,"[4.014790403078983, 4.246440583078463]",0.0,4.130615493078723,AB4C8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Mo-O,0.003384717884614,-1.989601362096154,0.3487,3,Monoclinic,2/m,P2/c,oxide,K,,Mo,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,3.159810191667587
mp-504935,K2PbO3,2.286928805031148,0.3668273835387317,Trigonal prism,1,8d,1,[5.044373842957221],1.0,5.044373842957221,AB2C3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,K-O-Pb,0.028354733333332,-1.559884134083332,1.2434,3,Orthorhombic,mmm,Pnma,oxide,K,,,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.822676388740206
mp-505040,Cs2K4Fe2O5,2.9343970079742787,-0.0955700997119373,"Tetrahedron, Trigonal bipyramid",2,"2h, 2g",2,"[3.6335202065412293, 3.8276208083107752]",0.0,3.7305705074260023,A2B2C4D5,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",r2SCAN,Cs-Fe-K-O,0.0,-1.4720149933315652,0.0,4,Monoclinic,2/m,C2/m,oxide,"K, Cs",,Fe,,,,"C, O",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.7540939714426225
mp-505094,KMgV3Cu4O13,3.0917365661582914,-0.036579119604994,Bicapped square prism (adjacent faces),1,2e,1,[7.954367701566553],1.0,7.954367701566553,ABC3D4E13,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Cu-K-Mg-O-V,0.037644709671731,-1.897210823738636,0.0,5,Monoclinic,2/m,P2_1/m,oxide,K,Mg,"V, Cu",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.9531217548942292
mp-505153,K3NiO2,2.2845848744556188,0.386453644056732,"Tetrahedron, Linear",2,2a,1,"[0.76160857143342, 0.762173990792777, 0.585934493400275, 0.5847434825294631, 0.5803977488716491, 0.592950180671725]",0.0,0.6446347446165516,AB2C3,2,2,1,"[2.0, 4.0]","[2.0, 4.0]",3.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Ni-O,0.035289159583332,-1.123636315708332,1.632,3,Tetragonal,422,P4_12_12,oxide,K,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7617225864944777
mp-505187,K6Pb2O5,2.319286118183033,0.2877738566868056,"See-saw, T-shaped, Tetrahedron, Square pyramid",4,2i,1,"[1.571432471387769, 7.885979684034414, 2.542627938705349, 2.279525784421537, 1.5980028641949011, 0.961609631109639]",0.167,2.8065297289756015,A2B5C6,4,3,1,"[3.0, 4.0, 5.0]","[3.0, 4.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,K-O-Pb,0.0,-1.5069978645000002,2.1249,3,Triclinic,-1,P-1,oxide,K,,,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.714094217521121
mp-505285,K2CoSiO4,1.9146220188555323,0.5344547406527768,"Face-capped octahedron, Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron",4,4a,1,"[4.86438652251487, 4.980239082624633, 7.870266556522375, 7.529370814943571]",0.5,6.311065744151363,ABC2D4,4,2,1,"[5.0, 8.0]","[5.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Co-K-O-Si,0.0,-2.33303936915625,2.9618,4,Orthorhombic,mm2,Pca2_1,silicate,K,,Co,,,Si,"C, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.9106849469402643
mp-505349,KCuPO4,2.3966701813353564,0.237736814091131,"Square-face bicapped trigonal prism, End-trigonal-face capped trigonal prism",2,2a,1,"[9.283239219821743, 5.484245920836965]",1.0,7.383742570329354,ABCD4,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cu-K-O-P,0.020054561964279,-2.181315387413264,0.1717,4,Monoclinic,2,P2_1,phosphate,K,,Cu,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.869013293510494
