material_id,chem_formula,R$_0$,B,Zn_chemenv,num_Zn_chemenvs,Zn_wyckoff,num_Zn_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Zn_sites,num_CN_env,num_charge_states,ZnX_coordn,ZnO_coordn,mean_coordn_Zn-X,min_coordn_Zn-X,max_coordn_Zn-X,mean_coordn_Zn-O,min_coordn_Zn-O,max_coordn_Zn-O,mean_Zn_charge,min_Zn_charge,max_Zn_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_ZnO_BondL
mp-2714085,Na2Hf4Zn4SiS11O48,1.8036512056949248,0.27030161105714,Octahedron,1,1a,1,"[0.273307813455804, 0.087663218967531, 0.175534301133894, 0.326207831239945, 0.39780328040732904, 0.13704129340727, 0.30831256538559204, 0.20132409738624002, 0.22675082511521302, 0.365354608896273, 0.077692015509667, 0.06463564270064101]",0.0,0.22013562446711663,AB2C4D4E11F48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Na-O-S-Si-Zn,0.014931312624995,-2.319155911289409,3.076899999999999,6,Triclinic,1,P1,oxide,Na,,"Zn, Hf",,,Si,"H, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1071338096700223
mp-2714090,Na2Zn4SiSn4S11O48,1.8056807088596376,0.2550294928924471,Octahedron,1,1a,1,"[0.253373861520222, 0.10787268226271701, 0.23008845340300602, 0.392038948423912, 0.41624902411067904, 0.18134406822325602, 0.34981682488632204, 0.25102659649242903, 0.277652197857094, 0.39466060399920705, 0.11828221073926601, 0.086898142604032]",0.0,0.25494196787684514,AB2C4D4E11F48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Na-O-S-Si-Sn-Zn,0.028518449398839,-1.9275484674798864,0.7490999999999991,6,Triclinic,1,P1,oxide,Na,,Zn,,Sn,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.092007932406488
mp-2714092,Na3NbZn5(SO4)9,1.6868700848676053,0.3619552700787574,Octahedron,1,"2c, 2b, 2a",3,"[0.15494862967571602, 0.20251839352505702, 0.42606076288208705, 0.40993823403026003, 0.114794724724013]",0.0,0.26165214896742667,AB3C5D9E36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-Nb-O-S-Zn,0.005502328923607,-1.986122723641444,1.710299999999999,5,Trigonal,3m,P3c1,sulfate,Na,,"Zn, Nb",,,,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0904860685692706
mp-2714117,Na6Nb8Zn16Si3(S11O48)3,1.8484539413022345,0.2244622510393257,Octahedron,1,1a,1,"[0.209708325037007, 0.116594837853044, 0.20754041426639702, 0.256362538107588, 0.46464920072616206, 0.20646450638740502, 0.45620646345407506, 0.36375657469899997, 0.196058654467714, 0.395499455023603, 0.208208216263728, 0.239859452720485, 0.5216533749480681, 0.12429629889137402, 0.284387596947262, 0.10731631802907401]",0.0,0.27241013923887414,A3B6C8D16E33F144,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-Nb-O-S-Si-Zn,0.023813144243705,-2.063718850337029,0.3182,6,Triclinic,1,P1,oxide,Na,,"Zn, Nb",,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1041682552860466
mp-2714120,Na2Zn3Sn(SO4)6,1.7407175054755926,0.3123260986694632,Octahedron,1,"1c, 1b, 1a",3,"[0.15742622009381102, 0.33846511285754505, 0.5956996769381361, 0.16609167887297802, 0.305777529451963, 0.385922961892868, 0.22892329692873503, 0.34799406368554103, 0.07831304562855301]",0.0,0.2894015095944589,AB2C3D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Na-O-S-Sn-Zn,0.006263199918982,-1.920828576002554,0.745699999999999,5,Trigonal,3,P3,sulfate,Na,,Zn,,Sn,,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.090636426304792
mp-2714122,NaZnGa(SO4)3,1.7643513399350248,0.2527837470611577,Octahedron,1,6a,1,[0.17897718860109202],0.0,0.17897718860109202,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ga-Na-O-S-Zn,0.015254309768548,-1.9642387171136664,3.1355,5,Trigonal,3m,R3c,sulfate,Na,,Zn,,Ga,,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0453706255235766
mp-2714136,NaYZn(SO4)3,1.8784151770960016,0.2560174356437319,Octahedron,1,6a,1,[0.39657482195293703],0.0,0.39657482195293703,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-S-Y-Zn,0.022797163854173,-2.283492966882185,4.1363,5,Trigonal,3m,R3c,sulfate,Na,,"Zn, Y",,,,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1630294211409673
mp-2714146,Na14Zn5Sn3(PO4)12,1.481888675572841,0.5767760863085207,no_data,1,no_data,1,no_data,0.0,no_data,A3B5C12D14E48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Na-O-P-Sn-Zn,0.047515862713414,-2.472118801707617,2.504399999999999,5,Triclinic,1,P1,phosphate,Na,,Zn,,Sn,,"N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.1199078132798963
mp-2714151,NaScZn(SO4)3,1.8365505010520664,0.2330052032303164,Octahedron,1,6a,1,[0.223737644462069],0.0,0.223737644462069,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-S-Sc-Zn,0.006780576099544,-2.267903767900703,4.3159,5,Trigonal,3m,R3c,sulfate,Na,,"Sc, Zn",,,,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.095580756482501
mp-2714162,Na7ZnGa3(PO4)6,1.265000961303634,0.7581611271247932,Octahedron,1,1a,1,"[0.6724734189199211, 0.7000624456080451, 0.9989064122120671]",0.0,0.7904807589133444,AB3C6D7E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ga-Na-O-P-Zn,0.038495801199188,-2.530452665040952,3.557299999999999,5,Triclinic,1,P1,phosphate,Na,,Zn,,Ga,,"N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.1024835663773294
mp-2714172,Na7Sc3Zn(PO4)6,1.2069582937008616,0.8478472112327451,no_data,1,no_data,1,no_data,0.0,no_data,AB3C6D7E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-Sc-Zn,0.018698877479675,-2.899615652093797,4.3739,5,Triclinic,1,P1,phosphate,Na,,"Sc, Zn",,,,"N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.1435077472745934
mp-2714173,Na2Zr4Zn4SiS11O48,1.794376530734387,0.2885370912761226,no_data,1,no_data,1,no_data,0.0,no_data,AB2C4D4E11F48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-S-Si-Zn-Zr,0.014918250291663,-2.283284795908457,2.4402,6,Triclinic,1,P1,oxide,Na,,"Zn, Zr",,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.118323454662238
mp-2714195,NaZnIn(SO4)3,1.864927184380622,0.2193830410463026,Octahedron,1,6a,1,[0.269879362898917],0.0,0.269879362898917,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-Na-O-S-Zn,0.007027632719914,-1.958885720400703,3.44,5,Trigonal,3m,R3c,sulfate,Na,,Zn,,In,,"N, O, S",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1088137924660635
mp-2714197,NaHf2Zn2PS5O24,1.7805600559467316,0.2779958753865122,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D2E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Hf-Na-O-P-S-Zn,0.013530424184521,-2.3634307517673,4.0274,6,Triclinic,1,P1,oxide,Na,,"Zn, Hf",,,,"H, N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0980022116917483
mp-2714215,Na3TaZn5(SO4)9,1.6385920066765665,0.4255272146362667,Octahedron,1,"2c, 2b, 2a",3,"[0.21936622489478202, 0.35404387080124, 0.536759741590747, 0.546729848705861, 0.18418863651556702]",0.0,0.3682176645016394,AB3C5D9E36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-S-Ta-Zn,0.002569308645827,-2.00936122285132,2.459,5,Trigonal,3m,P3c1,sulfate,Na,,"Zn, Ta",,,,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.113097306677304
mp-2714252,NaTi2Zn2PS5O24,1.8312365399053905,0.212473856490112,Octahedron,1,1a,1,"[0.19229086137457502, 0.26378695897132504, 0.136288813689477, 0.5356691592504951, 0.28151542971871, 0.229060314158147]",0.0,0.2731019228604549,ABC2D2E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-S-Ti-Zn,0.012228324418645,-2.243483044529205,1.786899999999999,6,Triclinic,1,P1,oxide,Na,,"Ti, Zn",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0738663390677194
mp-2714263,Na6Ta8Zn16Si3(S11O48)3,1.8391310782844108,0.2248119919354843,Octahedron,1,1a,1,"[0.20009469623108903, 0.12664711443655102, 0.22354443885760802, 0.250580754865495, 0.47278733236726106, 0.22907557316898902, 0.47818498865659803, 0.372725201805425, 0.20884029382903602, 0.40263820787973004, 0.22377647183662003, 0.24987417347787802, 0.5464717859552181, 0.127895813491788, 0.316986513757234, 0.12059906480478401]",0.0,0.2844201515888315,A3B6C8D16E33F144,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-S-Si-Ta-Zn,0.025774365767855,-2.103669933949726,0.9957,6,Triclinic,1,P1,oxide,Na,,"Zn, Ta",,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.095242166269053
mp-2714267,Na14Zr3Zn5(PO4)12,1.4239636172773955,0.6471787091507866,no_data,1,no_data,1,no_data,0.0,no_data,A3B5C12D14E48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-Zn-Zr,0.044513176046753,-2.677563695142577,3.7382,5,Triclinic,1,P1,phosphate,Na,,"Zn, Zr",,,,"N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.1400823820373605
mp-2714268,Na7Al3Zn(PO4)6,1.2446342573693514,0.7643878944438337,Octahedron,1,1a,1,"[0.59598537187319, 0.775461437060583, 1.229710032498301]",0.0,0.8670522804773579,AB3C6D7E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Na-O-P-Zn,0.028637978410569,-2.760095875549082,4.498900000000001,5,Triclinic,1,P1,phosphate,Na,,Zn,,Al,,"N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0889963429367406
mp-2714276,Na3Nb4Zn8P3(S5O24)3,1.8587395594249028,0.2022549850947725,Octahedron,1,1a,1,"[0.113770051818776, 0.147559712702672, 0.21074513568171102, 0.22034484830493603, 0.17194578748701903, 0.22635113095231002, 0.10038249463460101, 0.065214312452157]",0.0,0.15703918425427277,A3B3C4D8E15F72,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-Nb-O-P-S-Zn,0.011395647515872,-2.112678895481586,2.1486,6,Triclinic,1,P1,oxide,Na,,"Zn, Nb",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.084913827760943
mp-2714292,Na7Y3Zn(PO4)6,1.4346491959633476,0.6899092218883645,Octahedron,1,1a,1,"[1.171651991322193, 1.008314846317819, 1.071682271318948]",0.0,1.0838830363196532,AB3C6D7E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-Y-Zn,0.028213553597566,-2.910969974329569,4.0531,5,Triclinic,1,P1,phosphate,Na,,"Zn, Y",,,,"N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.202228734630635
mp-2714301,Na7ZnIn3(PO4)6,1.1151542433116577,0.938083700950315,Octahedron,1,1a,1,"[0.882671425717454, 0.689267832705955, 0.730766327448053]",0.0,0.7675685286238206,AB3C6D7E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-Na-O-P-Zn,0.032277899857716,-2.503220007825504,3.3275,5,Triclinic,1,P1,phosphate,Na,,Zn,,In,,"N, O, P",I,,,,"B $\in$ [0.5, 1]",Positive B,2.1513890912937903
mp-2714302,Na2Zn3Ge(SO4)6,1.7448874574193112,0.3111963481392201,Octahedron,1,"1c, 1b, 1a",3,"[0.283211791945554, 0.442257051662908, 0.7846441348556591, 0.339986617285636, 0.389447096808304, 0.49989573316704206, 0.642135163731777, 0.57121467196509, 0.105684894317511]",0.0,0.4509419061932756,AB2C3D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ge-Na-O-S-Zn,0.028280616325242,-1.896253874428481,0.5648000000000001,5,Trigonal,3,P3,sulfate,Na,,Zn,,,Ge,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.093538970495684
mp-2714303,Na2ZrZn3(SO4)6,1.7155263885546312,0.3511534354727173,Octahedron,1,"1c, 1b, 1a",3,"[0.142347719196667, 0.43182932652558703, 0.706966182482884, 0.15081562395258102, 0.29519088191437204, 0.428414949458287, 0.188436851972236, 0.35321015121905003, 0.10820506484615601]",0.0,0.3117129723964244,AB2C3D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-S-Zn-Zr,0.009604607164356,-2.090201170493296,2.411699999999999,5,Trigonal,3,P3,sulfate,Na,,"Zn, Zr",,,,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1089443516919593
mp-2714304,Na14Hf3Zn5(PO4)12,1.49755501435743,0.564367257994963,Octahedron,1,1a,1,"[0.565608931522947, 0.504152028883004, 0.458818759873633, 0.539286192500534, 0.5123806077016271, 0.533211924073971, 0.491264481250879, 0.48039513195397104, 0.6334945214698521, 0.5985375326058251, 0.59826280956275, 0.6074753838001751, 0.5193247045987941, 0.6406420226463231, 0.642391115557981]",0.0,0.5550164098668178,A3B5C12D14E48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Hf-Na-O-P-Zn,0.045023682378053,-2.702806389085666,4.1107,5,Triclinic,1,P1,phosphate,Na,,"Zn, Hf",,,,"H, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.121854494937568
mp-2714401,Na3Ta2Zn4P3(SO6)6,1.8354081081500293,0.2306240532837407,Octahedron,1,"2c, 2b, 2a",3,"[0.21396469355885703, 0.37149650013391705, 0.23584077693469402, 0.401549836187084]",0.0,0.305712951703638,A2B3C3D4E6F36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-S-Ta-Zn,0.026818897928244,-2.276092579680244,3.1488,6,Trigonal,3m,P3c1,oxide,Na,,"Zn, Ta",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.097819439064459
mp-2714503,NaZnSnP(SO6)2,1.8047137671860896,0.2381215007014935,Octahedron,1,2a,1,"[0.28246546120376903, 0.231004054347128, 0.29157858307552004]",0.0,0.2683493662088057,ABCDE2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Na-O-P-S-Sn-Zn,0.031282275192896,-2.096506566353084,1.8629,6,Monoclinic,m,Cc,oxide,Na,,Zn,,Sn,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.077973858903521
mp-2714585,NaTiZnP(SO6)2,1.8022843607789287,0.2148281648639419,Octahedron,1,2a,1,"[0.21520306378994003, 0.226458858972054, 0.224262786241362]",0.0,0.22197490300111866,ABCDE2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-S-Ti-Zn,0.038166831423605,-2.344821447556787,1.6735,6,Monoclinic,m,Cc,oxide,Na,,"Ti, Zn",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0488156262748936
mp-2714586,NaHfZnP(SO6)2,1.7738564196284696,0.2785632394518828,Octahedron,1,2a,1,"[0.327724145514922, 0.280565808697753, 0.323265264038671]",0.0,0.310518406083782,ABCDE2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Hf-Na-O-P-S-Zn,0.037039382858798,-2.462781538297528,4.2009,6,Monoclinic,m,Cc,oxide,Na,,"Zn, Hf",,,,"H, N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.093527041248266
mp-2714601,Na4HfZnSi(PO6)2,1.1647930325796017,0.8794901349925673,Octahedron,1,2a,1,"[0.8489422019889591, 0.81754839949884, 0.8620544437747941]",0.0,0.8428483484208643,ABCD2E4F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Na-O-P-Si-Zn,0.048510555138891,-2.7883134434826813,3.594799999999999,6,Monoclinic,m,Cc,oxide,Na,,"Zn, Hf",,,Si,"H, N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.1383179437389503
mp-2714605,Na6Nb4Zn8Si3(S5O24)3,1.840245430494788,0.2348793997815098,Octahedron,1,1a,1,"[0.42759043402001, 0.438629741057308, 0.21007489349424302, 0.64648353501968, 0.571191739753067, 0.132971695001518, 0.310349223077301, 0.7307484123069921]",0.0,0.43350495921626486,A3B4C6D8E15F72,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-Nb-O-S-Si-Zn,0.047431423344247,-2.141735501071999,0.4973,6,Triclinic,1,P1,oxide,Na,,"Zn, Nb",,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1175094080653403
mp-2714612,Na2Ti2Zn2SiS5O24,1.821837154926684,0.221566391648158,Octahedron,1,1a,1,"[0.323304655684152, 0.40654388147504805, 0.412520696579233, 0.40204416963335804, 0.297582394491313, 0.20834570035219702]",0.0,0.3417235830358835,AB2C2D2E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-S-Si-Ti-Zn,0.040535466678242,-2.278533734220148,1.323999999999999,6,Triclinic,1,P1,oxide,Na,,"Ti, Zn",,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0787797135894923
mp-2714615,Na2Zr2Zn2SiS5O24,1.7875327292837966,0.294912991733383,Octahedron,1,1a,1,"[0.235056052075048, 0.48500476663933806, 0.44739434721014204, 0.26334632548402603, 0.39578780572106903, 0.128152889323384]",0.0,0.3257903644088346,AB2C2D2E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-S-Si-Zn-Zr,0.03863199390046,-2.343811636257184,2.6169,6,Triclinic,1,P1,oxide,Na,,"Zn, Zr",,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.129528578499992
mp-2714627,Na7Hf3ZnSi3(PO8)3,1.1688082002884197,0.8797151942354603,Octahedron,1,1a,1,"[0.259542057109553, 0.665130216264817, 0.9995828113515761]",0.0,0.6414183615753154,AB3C3D3E7F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Na-O-P-Si-Zn,0.032318765335367,-2.985894627648384,3.9869,6,Triclinic,1,P1,oxide,Na,,"Zn, Hf",,,Si,"H, N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.142128007919373
