material_id,chem_formula,R$_0$,B,Tm_chemenv,num_Tm_chemenvs,Tm_wyckoff,num_Tm_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Tm_sites,num_CN_env,num_charge_states,TmX_coordn,TmO_coordn,mean_coordn_Tm-X,min_coordn_Tm-X,max_coordn_Tm-X,mean_coordn_Tm-O,min_coordn_Tm-O,max_coordn_Tm-O,mean_Tm_charge,min_Tm_charge,max_Tm_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_TmO_BondL
mp-10094,Tm5(ReO6)2,2.332123224492064,-0.034838911895338,"Octahedron, Square-face capped trigonal prism",2,"1d, 2i",2,"[2.760330138923121, 3.9655744064810463, 0.995035692017553]",0.0,2.5736467458072405,A2B5C12,2,2,2,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,2.5,2.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Re-Tm,0.0,-3.3935364392105303,0.0,3,Monoclinic,2/m,C2/m,oxide,,,Re,,,,O,,,Tm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.262794707435877
mp-10342,Tm6ReO12,1.5403153918166097,1.0144831535101364,Square-face capped trigonal prism,1,6f,1,[3.850562397787866],0.0,3.850562397787866,AB6C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Re-Tm,0.0,-3.681282751710513,0.064599999999999,3,Trigonal,-3,R-3,oxide,,,Re,,,,O,,,Tm,,B > 1,Positive B,2.301304302323854
mp-1079670,TmSb(PbO3)2,2.208369221482676,0.0168349305961232,Octahedron,1,1a,1,[0.06940878107289901],0.0,0.06940878107289901,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,O-Pb-Sb-Tm,0.009356901843744,-2.320420396000001,2.3522,4,Monoclinic,2/m,C2/m,oxide,,,,,Pb,Sb,"O, P, S",,,Tm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2201503593061567
mp-1100986,Tm2CuO4,1.6495142155149662,0.8616821880501033,Square-face capped trigonal prism,1,4e,1,[4.5479155023473545],0.0,4.5479155023473545,AB2C4,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Cu-O-Tm,0.033648118214287,-3.066230518392856,0.2054,3,Monoclinic,2/m,P2_1/c,oxide,,,Cu,,,,"C, O",,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.3219945449787316
mp-1101257,Tm2Pt2O7,1.843619402740272,0.4920433359237756,Cube,1,4c,1,[1.059529599489312],0.0,1.059529599489312,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Pt-Tm,0.0,-2.310007725909093,1.4709,3,Cubic,m-3m,Fd-3m,oxide,,,Pt,,,,"O, P",,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.3343098022073345
mp-1103683,TmWClO4,1.8938339785868727,0.4610619891068666,Square-face capped trigonal prism,1,2i,1,[2.626393026794209],0.0,2.626393026794209,ABCD4,1,1,1,[7.0],[5.0],7.0,7.0,7.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cl-O-Tm-W,0.034078757797621,-2.760945222857143,3.5891,4,Triclinic,-1,P-1,perchlorate,,,W,,,,"C, O",Cl,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.2914415218652033
mp-1106304,TmNiO3,0.9019135718294892,1.6294014800972374,Square-face bicapped trigonal prism,1,4e,1,[1.506424541243685],0.0,1.506424541243685,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Ni-O-Tm,0.006301209416666,-2.527218608000002,0.0,3,Monoclinic,2/m,P2_1/c,oxide,,,Ni,,,,"N, O",,,Tm,,B > 1,Positive B,2.3752710358870326
mp-1173701,Na3TmTi2Nb2O12,3.259675600627202,-0.9057292716974852,Square-face bicapped trigonal prism,1,2a,1,[2.10673832163313],0.0,2.10673832163313,AB2C2D3E12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Na-Nb-O-Ti-Tm,0.011922018062502,-3.14146571429023,2.1266,5,Orthorhombic,mm2,Pmc2_1,oxide,Na,,"Ti, Nb",,,,"N, O",,,Tm,,"B $\in$ [-1, -0.1]",Negative B,2.377097207551561
mp-1176564,LiTmO2,2.055699254121064,0.2920140488696821,Octahedron,1,4e,1,[2.008126567847825],0.0,2.008126567847825,ABC2,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",r2SCAN,Li-O-Tm,0.0,-3.349264163958334,0.0001,3,Monoclinic,2/m,P2_1/c,oxide,Li,,,,,,O,,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.2278486532871393
mp-1190351,Tm2CuTe2(SO7)2,2.0586277669927937,0.335970847321795,Dodecahedron with triangular faces - p2345 plane normalized,1,2i,1,[3.092005519711611],0.0,3.092005519711611,AB2C2D2E14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cu-O-S-Te-Tm,0.019873987301604,-2.285249686587301,0.875599999999999,5,Triclinic,-1,P-1,oxide,,,Cu,,,Te,"C, O, S",,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.373130984772992
mp-1192398,K3Tm(PO4)2,2.20286669534042,0.2014238658433655,Square-face capped trigonal prism,1,2e,1,[1.58324937810902],0.0,1.58324937810902,AB2C3D8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,K-O-P-Tm,0.0,-2.982160333645408,5.1379,4,Monoclinic,2/m,P2_1/m,phosphate,K,,,,,,"O, P",,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.3463384394084996
mp-1192455,TmWBrO4,2.050452218230314,0.2432276300264476,Square-face capped trigonal prism,1,2i,1,"[3.435991433657705, 2.984272992128336]",0.0,3.2101322128930203,ABCD4,1,2,1,"[7.0, 7.0]","[4.0, 6.0]",7.0,7.0,7.0,5.0,4.0,6.0,3.0,3.0,3.0,2.0,2,2,"O2-, Br-","Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Br-O-Tm-W,0.049805546130949,-2.671049450714285,2.6794,4,Triclinic,-1,P-1,perbromate,,,W,,,B,O,Br,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.2780801614838175
mp-1192572,Na5Tm4Si4O16F,3.987167074837174,-1.668880693735866,Square-face bicapped trigonal prism,1,4g,1,[1.604815160602637],0.0,1.604815160602637,AB4C4D5E16,1,1,1,[8.0],[7.0],8.0,8.0,8.0,7.0,7.0,7.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkali Metals, Halogens, Lanthanides, Metalloids, Nonmetals",GGA,F-Na-O-Si-Tm,0.0,-3.332293287729886,4.800599999999999,5,Tetragonal,-4,I-4,fluoride,Na,,,,,Si,"N, O, S",F,,Tm,,B < -1,Negative B,2.3488840781142906
mp-1192892,BaTmCo4O7,2.538663979895501,-0.4095197288266769,Octahedron,1,2a,1,[0.308349624144095],0.0,0.308349624144095,ABC4D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Co-O-Tm,0.015366182500009,-2.083048736923077,0.1187,4,Monoclinic,m,Cc,oxide,,Ba,Co,,,B,"C, O",,,Tm,,"B $\in$ [-1, -0.1]",Negative B,2.2527693871061563
mp-1194343,TmMoBrO4,2.109721191626196,0.1873297643807633,"Dodecahedron with triangular faces - p2345 plane normalized, Square-face capped trigonal prism",2,2i,1,"[1.813246344979507, 2.835599337847595]",0.0,2.324422841413551,ABCD4,2,2,1,"[7.0, 7.0]","[4.0, 6.0]",7.0,7.0,7.0,5.0,4.0,6.0,3.0,3.0,3.0,2.0,2,2,"O2-, Br-","Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Br-Mo-O-Tm,0.0,-2.595650299285716,1.9246,4,Triclinic,-1,P-1,perbromate,,,Mo,,,B,O,Br,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.2850357330649795
mp-1195518,Na3Tm(SiO3)3,2.021321847518869,0.3043706497349457,Octahedron,1,4a,1,"[0.8772636672596361, 0.8391956729874621, 0.7204608236707121, 0.5305517306549481]",0.0,0.7418679736431896,AB3C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,Na-O-Si-Tm,0.0,-3.123328260375809,4.228,4,Orthorhombic,222,P2_12_12_1,oxide,Na,,,,,Si,"N, O, S",,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.2325165052816804
mp-1195532,Na2Tm2B2TeO10,1.4538510631307155,1.0455205870115616,Square-face capped trigonal prism,1,4e,1,[2.550985978253668],0.0,2.550985978253668,AB2C2D2E10,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Na-O-Te-Tm,0.0,-2.867805426044626,3.1794,5,Monoclinic,2/m,P2_1/c,oxide,Na,,,,,"B, Te","N, O",,,Tm,,B > 1,Positive B,2.301548090390192
mp-1197082,Rb3Tm(SO4)3,1.5134943097203084,0.9268260330480168,Pentagonal bipyramid,1,2a,1,[1.236673323571332],0.0,1.236673323571332,AB3C3D12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,O-Rb-S-Tm,0.0,-2.4660941726315797,5.3522,4,Monoclinic,m,Cc,sulfate,Rb,,,,,,"O, S",,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.300775612643911
mp-1198446,TmHSO5,1.817404604625652,0.57069816973812,Square antiprism,1,4e,1,"[1.090796898928801, 1.077409014550395]",0.0,1.084102956739598,ABCD5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,H-O-S-Tm,0.014572416718751,-2.546737102187501,5.6387,4,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"H, O, S",,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.369905338379913
mp-1198653,Na2TmPWO8,1.9244817762566293,0.4618861215550113,Dodecahedron with triangular faces - p2345 plane normalized,1,4d,1,[0.46639618761383606],0.0,0.46639618761383606,ABCD2E8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Na-O-P-Tm-W,0.006865500384622,-2.81037581595396,4.8021,5,Orthorhombic,mmm,Ibca,oxide,Na,,W,,,,"N, O, P",,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.338482686819597
mp-1199949,Tm5B2(O2F3)3,1.897799065699458,0.4338520075306135,"Square antiprism, Tricapped triangular prism (three square-face caps)",2,"4f, 2e",2,"[0.958760305625707, 0.958949642640302, 2.140911813945874]",0.0,1.3528739207372944,A2B5C6D9,2,2,1,"[8.0, 9.0]","[3.0, 4.0]",8.5,8.0,9.0,3.5,3.0,4.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-F-O-Tm,0.0,-4.045778714924244,6.0317,4,Monoclinic,2/m,C2/c,fluoride,,,,,,B,O,F,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.36607564871123
mp-1200742,TmCO4,1.7664255396535329,0.6275817715086603,Dodecahedron with triangular faces - p2345 plane normalized,1,8f,1,[1.486896666370877],0.0,1.486896666370877,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,2.0,2,2,"O-, O2-","Lanthanides, Nonmetals",GGA,C-O-Tm,0.047551226666668,-2.541393684375,0.4881,3,Tetragonal,4/mmm,P4_2/nmc,oxide,,,,,,,"C, O",,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.305135252680742
mp-1202632,Tm4BClO7,1.9327272311903936,0.4516887118764511,"Face-capped octahedron, Square-face capped trigonal prism, Trigonal prism",3,4e,1,"[2.057647561429469, 4.056216603059851, 7.518680505041926, 2.022988895339741]",0.25,3.9138833912177464,ABC4D7,3,4,1,"[6.0, 6.0, 7.0, 7.0]","[5.0, 6.0, 6.0, 7.0]",6.5,6.0,7.0,6.0,5.0,7.0,3.0,3.0,3.0,1.5,1,2,"Cl-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-Cl-O-Tm,0.0,-3.76705461320513,4.7685,4,Monoclinic,2/m,P2_1/c,hypochlorite,,,,,,B,"C, O",Cl,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.290583908600808
mp-1203703,Tm(NO3)3,2.0956240859115365,0.3129324237529531,Square-face bicapped square antiprism,1,4e,1,[4.21074738775977],0.0,4.21074738775977,AB3C9,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,N-O-Tm,0.0,-1.453291305192308,3.2974,3,Monoclinic,2/m,P2_1/c,nitrate,,,,,,,"N, O",,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.460783929410765
mp-1204373,TmSbMo2O9,2.366064280028242,-0.0143466977965283,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,"[0.44951527761068605, 1.229431927080465]",0.0,0.8394736023455756,ABC2D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Mo-O-Sb-Tm,0.021516141217949,-2.377664586538462,3.2071,4,Monoclinic,2/m,C2/c,oxide,,,Mo,,,Sb,"O, S",,,Tm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3513795399415245
mp-1205946,BaTmFeCuO5,1.506029951561728,0.8956476263384671,Cube,1,1b,1,[0.016638877756053],0.0,0.016638877756053,ABCDE5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Cu-Fe-O-Tm,0.009060075127001,-2.490787322777779,0.0,5,Tetragonal,4mm,P4mm,oxide,,Ba,"Fe, Cu",,,B,"C, O",F,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.3856666170397114
mp-1207686,TmTiClO3,1.849027275315804,0.5044323499096898,Face-capped octahedron,1,2i,1,[2.832518084868612],0.0,2.832518084868612,ABCD3,1,1,1,[8.0],[4.0],8.0,8.0,8.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Cl-O-Ti-Tm,0.0,-3.54816995138889,3.067299999999999,4,Monoclinic,2/m,C2/m,chlorate,,,Ti,,,,"C, O",Cl,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.2203754949081898
mp-1207696,TmScO3,0.1990006190154233,2.558770753282626,Square-face bicapped trigonal prism,1,4c,1,[1.930252914009314],0.0,1.930252914009314,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,O-Sc-Tm,0.049329876625002,-3.893221599874999,4.4168,3,Orthorhombic,mmm,Pnma,oxide,,,Sc,,,,"O, S",,,Tm,,B > 1,Positive B,2.474288972986092
mp-1207705,TmRhO3,0.6315224391542521,1.9475323023483564,Square-face bicapped trigonal prism,1,4c,1,[1.129484609125145],0.0,1.129484609125145,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Rh-Tm,0.0,-2.607933880000002,0.9564999999999992,3,Orthorhombic,mmm,Pnma,oxide,,,Rh,,,,O,,,Tm,,B > 1,Positive B,2.3776388614718282
mp-1207725,TmMn2O5,1.602998859031521,0.7917809027994008,Square-face bicapped trigonal prism,1,4h,1,[2.369599340184224],0.0,2.369599340184224,AB2C5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Mn-O-Tm,0.0,-2.660034671982766,1.221099999999999,3,Orthorhombic,mmm,Pbam,oxide,,,Mn,,,,O,,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.3465351452609777
mp-1207739,TmTl(WO4)2,2.2431011486611205,0.0325920832399547,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[2.311179851000964],0.0,2.311179851000964,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,O-Tl-Tm-W,0.0,-2.512171203611113,2.731099999999999,4,Monoclinic,2/m,C2/c,oxide,,,W,,Tl,,O,,,Tm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.26717730334985
mp-1207819,TmTl(MoO4)2,1.979734105251565,0.3592478219110185,Octahedron,1,4c,1,[0.072920881846934],0.0,0.072920881846934,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Mo-O-Tl-Tm,0.0,-2.387890309444446,3.9679,4,Orthorhombic,mmm,Pnma,oxide,,,Mo,,Tl,,O,,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.231379304527632
mp-1207831,TmSbO4,1.850781924735443,0.5771430676633511,"Square-face capped trigonal prism, Square antiprism",2,2i,1,"[3.911678296423942, 3.798242462315848]",0.0,3.8549603793698948,ABC4,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,O-Sb-Tm,0.0,-2.713074675416666,2.350899999999999,3,Triclinic,-1,P-1,oxide,,,,,,Sb,"O, S",,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.3406155335452525
mp-1207835,Tm3SbO7,1.948387957292096,0.4493868502255336,"Cube, Pentagonal bipyramid",2,"4c, 2a",2,"[3.879460387838867, 1.126242721081229]",0.0,2.5028515544600483,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,O-Sb-Tm,6.443045454318508e-05,-3.345067540454548,3.0829,3,Orthorhombic,222,C222_1,oxide,,,,,,Sb,"O, S",,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.337154258096785
mp-1207940,TmWClO4,1.5207925650741003,0.8792811981069993,Dodecahedron with triangular faces - p2345 plane normalized,1,2i,1,[0.8737977108706091],0.0,0.8737977108706091,ABCD4,1,1,1,[8.0],[6.0],8.0,8.0,8.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cl-O-Tm-W,0.040715364940478,-2.754308615714286,3.514,4,Monoclinic,2/m,C2/m,perchlorate,,,W,,,,"C, O",Cl,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.383514018047736
mp-1207960,Tm2MgTiO6,0.5114568165444785,2.134911374937885,Square-face bicapped trigonal prism,1,4e,1,[1.798578699962618],0.0,1.798578699962618,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Mg-O-Ti-Tm,0.017065381250002,-3.722284603833334,3.246,4,Monoclinic,2/m,P2_1/c,oxide,,Mg,Ti,,,,O,,,Tm,,B > 1,Positive B,2.4190555406455965
mp-1207992,Tm2Be2SiO7,1.7520792090664985,0.6947439410302216,Square antiprism,1,4e,1,[1.255866313535941],0.0,1.255866313535941,AB2C2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-O-Si-Tm,0.0,-3.597782614583334,5.3393,4,Tetragonal,-42m,P-42_1m,oxide,,Be,,,,"B, Si","O, S",,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.3938179330049723
mp-1208000,Tm2Cu(GeO3)4,1.7714061395184202,0.6384255953933782,Square-face capped trigonal prism,1,2i,1,[3.8850536681088332],0.0,3.8850536681088332,AB2C4D12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cu-Ge-O-Tm,0.032202188026317,-2.534283519473685,0.0316,4,Triclinic,-1,P-1,oxide,,,Cu,,,Ge,"C, O",,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.318162187578172
mp-1208014,Tm2Be2GeO7,1.9608482839994028,0.4756512770459834,Square antiprism,1,4e,1,[1.266347546017925],0.0,1.266347546017925,AB2C2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Ge-O-Tm,0.010999272916668,-3.29546294375,4.3832,4,Tetragonal,-42m,P-42_1m,oxide,,Be,,,,"B, Ge",O,,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.401246134690858
mp-1208042,TmAg(WO4)2,2.38840340210965,-0.0230985649397796,Square antiprism,1,2g,1,[1.192829317558445],0.0,1.192829317558445,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Ag-O-Tm-W,0.008676984322923,-2.379088800555556,3.1444,4,Monoclinic,2/m,C2/m,oxide,,,"Ag, W",,,,O,,,Tm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3639451731857535
mp-1208044,Tm2Cu(GeO4)2,1.8390422239543405,0.5669878375180878,Square antiprism,1,2b,1,"[2.228443365901727, 1.869038645267294]",0.0,2.0487410055845103,AB2C2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cu-Ge-O-Tm,0.033170179038465,-2.722467856538462,0.6673,4,Monoclinic,m,Cm,oxide,,,Cu,,,Ge,"C, O",,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.408017009404231
mp-1208057,Tm2Mo4O15,2.150935263418387,0.1254145893430299,Square-face capped trigonal prism,1,4e,1,[2.34620205814765],0.0,2.34620205814765,A2B4C15,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Mo-O-Tm,0.0,-2.527332158333333,3.2963,3,Monoclinic,2/m,P2_1/c,oxide,,,Mo,,,,O,,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.259657448332283
mp-1208098,Tm(IO3)3,2.2994741747071434,0.031002709779608,Square-face bicapped trigonal prism,1,4e,1,[1.4176857257568192],0.0,1.4176857257568192,AB3C9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",r2SCAN,I-O-Tm,0.0,-1.113950238269231,3.525,3,Monoclinic,2/m,P2_1/c,iodate,,,,,,,O,I,,Tm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.330377150595786
mp-1208108,Tm4Al2O9,2.0306247627397105,0.3691410446132848,"Octahedron, Square-face capped trigonal prism, Face-capped octahedron",3,4e,1,"[2.664864237790119, 3.592264204137197, 4.165764874526761, 3.3585345851486412]",0.0,3.445356975400679,A2B4C9,3,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-O-Tm,0.028388556966666,-3.864984906000002,4.5176,3,Monoclinic,2/m,P2_1/c,oxide,,,,,Al,,O,,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.3300543818459847
mp-1208120,TmCu(MoO4)2,2.333058216980277,-0.1120689362550252,Octahedron,1,2e,1,[1.028486648410179],0.0,1.028486648410179,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-Mo-O-Tm,0.034544638749999,-2.257434179583335,0.689499999999999,4,Monoclinic,2/m,C2/c,oxide,,,"Cu, Mo",,,,"C, O",,,Tm,,"B $\in$ [-1, -0.1]",Negative B,2.249395205072535
