material_id,chem_formula,R$_0$,B,Y_chemenv,num_Y_chemenvs,Y_wyckoff,num_Y_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Y_sites,num_CN_env,num_charge_states,YX_coordn,YO_coordn,mean_coordn_Y-X,min_coordn_Y-X,max_coordn_Y-X,mean_coordn_Y-O,min_coordn_Y-O,max_coordn_Y-O,mean_Y_charge,min_Y_charge,max_Y_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_YO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1209095,RbY(MoO4)2,2.6792372320496183,-0.21460563999265908,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.510737324934448],0.0,1.510737324934448,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.437289245622981,GGA_U,Mo-O-Rb-Y,0.023324422916665002,-2.512923221041666,3.175,4,Monoclinic,2/m,C2/c,oxide,Rb,None,"Y, Mo",None,None,None,O,None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1209133,RbY(WO4)2,2.316031928814389,3.564320636968185e-05,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[2.106372404112102],0.0,2.106372404112102,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.316061866914931,GGA_U,O-Rb-W-Y,0.0,-2.659604904791666,3.4123,4,Monoclinic,2/m,C2/c,oxide,Rb,None,"Y, W",None,None,None,O,None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1209254,RbY(MoO4)2,1.79667510916645,0.6029671111927606,Square antiprism,1,4c,1,[0.9979461864142961],0.0,0.9979461864142961,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.373979573222027,r2SCAN,Mo-O-Rb-Y,0.0,-2.5362476439583332,3.6191999999999993,4,Orthorhombic,mmm,Pbcn,oxide,Rb,None,"Y, Mo",None,None,None,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1210185,Na4Y2(IrO4)3,1.3785326790368444,0.9865447798334926,Tricapped triangular prism (three square-face caps),1,2d,1,[0.8745787985187511],0.0,0.8745787985187511,A2B3C4D12,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",2.4819626551417886,GGA,Ir-Na-O-Y,0.0,-2.093037366453202,0.0,4,Hexagonal,-6m2,P-62m,oxide,Na,None,"Y, Ir",None,None,None,"N, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1210458,Na3YSi3(HO2)6,2.254024404052049,0.05538599050217778,Octahedron,1,4a,1,[0.278806999249645],0.0,0.278806999249645,AB3C3D6E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.2929081931796302,GGA,H-Na-O-Si-Y,0.0,-2.446149798865517,4.9797,5,Orthorhombic,222,P2_12_12_1,oxide,Na,None,Y,None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1210758,Na3Y(PO4)2,2.4656593310070227,-0.08944276977416012,Square-face bicapped trigonal prism,1,4a,1,"[3.166285657359763, 3.456047494115968]",0.0,3.3111665757378654,AB2C3D8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.3896071248290673,GGA,Na-O-P-Y,0.0,-2.9367755986374022,4.964,4,Orthorhombic,mm2,Pca2_1,phosphate,Na,None,Y,None,None,None,"N, O, P",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1210816,Na2Ca4YZrSi4(O5F)3,2.180061800204375,0.13737594858846225,Octahedron,1,2i,1,[0.925061122984806],0.0,0.925061122984806,ABC2D3E4F4G15,1,1,1,[6.0],[5.0],6.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.2677293758162107,GGA,Ca-F-Na-O-Si-Y-Zr,0.0,-3.512032591091954,4.6913,7,Triclinic,-1,P-1,fluoride,Na,Ca,"Y, Zr",None,None,Si,"C, N, O, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1211012,LiYGeO4,2.0320609850982545,0.4344466414357794,Octahedron,1,4c,1,[1.296397636356593],0.0,1.296397636356593,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.3004609880701987,GGA,Ge-Li-O-Y,0.011135900714288001,-2.891697127619047,3.817,4,Orthorhombic,mmm,Pnma,oxide,Li,None,Y,None,None,Ge,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1211274,KY(CO3)2,1.7073455885277344,0.7320163354918415,Square antiprism,1,2e,1,[2.521575728905135],0.0,2.521575728905135,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.391897374286308,GGA,C-K-O-Y,0.0,-2.559192202725,4.3035,4,Monoclinic,2/m,C2/c,carbonate,K,None,Y,None,None,None,"C, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1211286,Li3Y2(BO3)3,1.5550563214909157,0.8654778681936974,Square-face capped square prism,1,4e,1,"[4.33064598403587, 4.953269949423802]",0.0,4.641957966729836,A2B3C3D9,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.4918190292591937,GGA,B-Li-O-Y,0.039111181323529004,-3.087396399264705,4.7924,4,Monoclinic,2/m,P2_1/c,orthoborate,Li,None,Y,None,None,B,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1211586,KLiY2(MoO4)4,2.1441572604069608,0.2975073910263414,Dodecahedron with triangular faces - p2345 plane normalized,1,4f,1,[2.110557126925049],0.0,2.110557126925049,ABC2D4E16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.4137187562211535,GGA_U,K-Li-Mo-O-Y,0.030081301458340003,-2.516057845649307,3.2822,5,Monoclinic,2/m,C2/c,oxide,"Li, K",None,"Y, Mo",None,None,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1212171,Li3Y(NO3)6,2.4890462100604176,0.002827991708626877,Square-face bicapped square antiprism,1,4e,1,[3.5126690391786513],0.0,3.5126690391786513,AB3C6D18,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.492474639159061,GGA,Li-N-O-Y,0.0,-1.421155140357144,3.1094,4,Monoclinic,2/m,P2_1/c,nitrate,Li,None,Y,None,None,None,"N, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1213335,CsY(WO4)2,2.31499335058092,0.027466746495721533,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[2.554462471821678],0.0,2.554462471821678,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.3352784332393615,GGA_U,Cs-O-W-Y,0.0,-2.6350208708045972,3.4186,4,Monoclinic,2/m,C2/c,oxide,Cs,None,"Y, W",None,None,None,"C, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1213894,CaYBO4,1.8634865158398117,0.5934827405610191,Face-capped octahedron,1,4c,1,[3.210787260892125],0.0,3.210787260892125,ABCD4,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.362656763346719,GGA,B-Ca-O-Y,0.0,-3.517551614880951,4.3059,4,Orthorhombic,mmm,Pnma,oxide,None,Ca,Y,None,None,B,"C, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1214020,Ca4YB3O10,2.0675471544804784,0.41280891281797605,no_data,1,no_data,1,no_data,0.0,no_data,AB3C4D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.341288212228593,GGA,B-Ca-O-Y,0.0,-3.383046821527776,4.4498,4,Monoclinic,m,Cm,oxide,None,Ca,Y,None,None,B,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1214112,Ca2YBeO5,1.6464536924076512,0.8347136629175935,Dodecahedron with triangular faces - p2345 plane normalized,1,4c,1,[0.41086536757407605],0.0,0.41086536757407605,ABC2D5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,2.0,2,2,"O-, O2-","Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.4508513213919274,GGA,Be-Ca-O-Y,0.039300157708331,-3.2182876,0.0,4,Orthorhombic,mmm,Pnma,oxide,None,"Be, Ca",Y,None,None,B,"C, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1214116,Ca2YNbO6,2.3406674402770875,-0.10708516631123088,Octahedron,1,2a,1,[0.09395494948829501],0.0,0.09395494948829501,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.266280241796377,GGA,Ca-Nb-O-Y,0.015928064312504,-3.4739181465,3.3203,4,Monoclinic,2/m,P2_1/c,oxide,None,Ca,"Y, Nb",None,None,None,"C, N, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1214357,BaY2(MoO4)4,2.118741208937351,0.31167608127971214,Dodecahedron with triangular faces - p2345 plane normalized,1,4f,1,[2.246106371234786],0.0,2.246106371234786,AB2C4D16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.412144450713188,GGA_U,Ba-Mo-O-Y,0.042419537499998,-2.621783679782609,3.3185000000000002,4,Monoclinic,2/m,C2/c,oxide,None,Ba,"Y, Mo",None,None,B,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1214479,Ba5Y8Zn4O21,2.9551948024566856,-0.670786754559595,Square-face capped trigonal prism,1,4h,1,"[1.548241309671827, 2.304586270867573]",0.0,1.9264137902697,A4B5C8D21,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.3676669239687516,GGA,Ba-O-Y-Zn,0.012574262039466001,-3.215541759342106,3.409499999999999,4,Tetragonal,4/m,I4/m,oxide,None,Ba,"Zn, Y",None,None,B,O,None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1214494,Ba5Y2ZrAl2O13,2.384211192252884,-0.17138247446520957,Octahedron,1,4f,1,[0.140304030167133],0.0,0.140304030167133,AB2C2D5E13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.2652242537772316,GGA,Al-Ba-O-Y-Zr,0.008526926277181001,-3.463636371304349,2.6225,5,Hexagonal,6/mmm,P6_3/mmc,oxide,None,Ba,"Y, Zr",None,Al,B,O,None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1214519,Ba6Y2Al4O15,3.063683669665563,-1.096745982935726,Octahedron,1,4g,1,[0.46840352895938103],0.0,0.46840352895938103,A2B4C6D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.3030605179201733,GGA,Al-Ba-O-Y,0.0,-3.404397987962963,3.9211,4,Monoclinic,2/m,P2/c,oxide,None,Ba,Y,None,Al,B,O,None,None,None,None,B < -1,Negative B
mp-1214542,Ba6Y2Ga4O15,3.0040056709440406,-1.0382870160746829,Octahedron,1,4g,1,[0.6311538128471741],0.0,0.6311538128471741,A2B4C6D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.28394266565977,GGA,Ba-Ga-O-Y,0.0,-2.986573302037037,3.6041,4,Monoclinic,2/m,P2/c,oxide,None,Ba,Y,None,Ga,B,O,None,None,None,None,B < -1,Negative B
mp-1214593,Ba2Y2Mn4O11,1.480215150346573,0.9075757424632309,Bicapped square prism (adjacent faces),1,2g,1,[0.833594991400958],0.0,0.833594991400958,A2B2C4D11,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.5618865154070933,GGA_U,Ba-Mn-O-Y,0.036469506600880004,-2.7424298314065343,0.115499999999999,4,Orthorhombic,mmm,Cmmm,oxide,None,Ba,"Mn, Y",None,None,B,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1214627,Ba2SrY2Cu2PtO10,1.9486200947183125,0.4935509974264366,Square-face capped trigonal prism,1,2i,1,[2.281755398519521],0.0,2.281755398519521,ABC2D2E2F10,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.366590272406132,GGA,Ba-Cu-O-Pt-Sr-Y,0.005743350615077,-2.5342192222222213,0.585399999999999,6,Monoclinic,2/m,C2/m,oxide,None,"Sr, Ba","Cu, Y, Pt",None,None,B,"C, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1214954,Ba2YV3O11,1.3215239994980508,1.2008277846214839,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[2.162076120915423],0.0,2.162076120915423,AB2C3D11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.4848710377971535,GGA_U,Ba-O-V-Y,0.016767044411754,-2.9980956175,3.4645,4,Monoclinic,2/m,P2_1/c,oxide,None,Ba,"V, Y",None,None,B,O,None,None,None,None,B > 1,Positive B
mp-1215946,YU2O6,2.3175357851397864,0.04029013600494981,Cube,1,1a,1,[0.008053238140297],0.0,0.008053238140297,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.3571426627017074,r2SCAN,O-U-Y,0.0,-3.8651426755555542,0.0,3,Orthorhombic,mmm,Immm,oxide,None,None,Y,None,None,None,O,None,None,None,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1215975,YSn2BiO7,1.75055578191483,0.7246843082598666,Cube,1,2b,1,[1.7361233073310212],0.0,1.7361233073310212,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.4692822725748718,GGA,Bi-O-Sn-Y,0.0035609798106050004,-2.467461789545454,3.0192,4,Orthorhombic,mmm,Imma,oxide,None,None,Y,None,"Sn, Bi",B,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1215985,YErAl2O6,1.4978419230137283,1.0023888020686613,Square-face bicapped trigonal prism,1,2a,1,[2.243644343294775],0.0,2.243644343294775,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",2.4165714794973248,GGA,Al-Er-O-Y,0.019938195366663,-3.6764299052166702,5.6644,4,Orthorhombic,mm2,Pmc2_1,oxide,None,None,Y,None,Al,None,O,None,None,Er,None,B > 1,Positive B
mp-1215989,YBiRu2O7,1.6122567665491883,0.8315068045173938,Cube,1,2b,1,[1.988687129823299],0.0,1.988687129823299,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.4417620284581627,GGA,Bi-O-Ru-Y,0.016155063124996,-2.056801979545454,0.0,4,Orthorhombic,mmm,Imma,oxide,None,None,"Y, Ru",None,Bi,B,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1215993,YBi3(Ru2O7)2,1.5310154499806488,0.9222450236797076,Cube,1,1b,1,[2.089783367018878],0.0,2.089783367018878,AB3C4D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.4507179502677445,GGA,Bi-O-Ru-Y,0.009057788835227001,-1.804226365909091,0.0,4,Trigonal,-3m,R-3m,oxide,None,None,"Y, Ru",None,Bi,B,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1216032,YEr(FeO3)2,1.0946624947890595,1.4783897543957358,Square-face bicapped trigonal prism,1,2a,1,[1.704127486476948],0.0,1.704127486476948,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",2.455535050758451,GGA_U,Er-Fe-O-Y,0.015321904437501001,-2.840965276999999,1.5885,4,Orthorhombic,mm2,Pmc2_1,oxide,None,None,"Fe, Y",None,None,None,O,F,None,Er,None,B > 1,Positive B
mp-1216049,YNO4,2.034385798326593,0.4154313310310038,Cube,1,2c,1,[1.025696456261244],0.0,1.025696456261244,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.432697274531132,GGA,N-O-Y,0.023202282847225003,-2.121966449166667,2.8333,3,Orthorhombic,mm2,Aem2,oxide,None,None,Y,None,None,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1216093,Y4TiSn3O14,1.868721927181531,0.5763429271513505,Cube,1,"3e, 1b",2,"[0.9621608708997581, 1.780919215037759]",0.0,1.3715400429687585,AB3C4D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",2.4505303755400236,GGA,O-Sn-Ti-Y,0.008084715909093,-3.185061664469696,2.844099999999999,4,Trigonal,-3m,R-3m,oxide,None,None,"Ti, Y",None,Sn,None,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1216097,Y3Bi(Ru2O7)2,1.7164047715087993,0.7083958171066977,Cube,1,3d,1,[1.769267510046944],0.0,1.769267510046944,AB3C4D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.42287280567235,GGA,Bi-O-Ru-Y,0.025274090596591,-2.307355839999999,0.0,4,Trigonal,-3m,R-3m,oxide,None,None,"Y, Ru",None,Bi,B,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1216099,Y3Sn4BiO14,1.827023501024048,0.6349001557298872,Cube,1,3e,1,[1.556132924953459],0.0,1.556132924953459,AB3C4D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.463851334092068,GGA,Bi-O-Sn-Y,0.0014528424053040002,-2.73682892590909,3.156799999999999,4,Trigonal,-3m,R-3m,oxide,None,None,Y,None,"Sn, Bi",B,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1216100,Y2BeAlBO7,2.236156380494563,0.22468564164463345,Square antiprism,1,2a,1,"[1.5478654814309198, 1.590739345311067]",0.0,1.5693024133709934,ABCD2E7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.4309365262732863,GGA,Al-B-Be-O-Y,0.0,-3.539448107847221,4.9749,5,Monoclinic,2,P2_1,oxide,None,Be,Y,None,Al,B,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1216103,Y4Ti3SnO14,1.6938581104982418,0.7563341437653524,"Cube, Hexagonal bipyramid",2,"3e, 1b",2,"[2.347657207372955, 1.705388977045223]",0.0,2.0265230922090893,AB3C4D14,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",2.437308498674582,GGA,O-Sn-Ti-Y,0.012546350454556002,-3.555811256136364,2.9302,4,Trigonal,-3m,R-3m,oxide,None,None,"Ti, Y",None,Sn,None,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1216104,Y2TiSnO7,1.7722975099129499,0.6768625385891174,Cube,1,"2d, 2b",2,"[1.319188810228661, 2.276783015877601]",0.0,1.797985913053131,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",2.4450785270438904,GGA,O-Sn-Ti-Y,0.011568101818189002,-3.369183891666666,2.8832999999999993,4,Orthorhombic,mmm,Imma,oxide,None,None,"Ti, Y",None,Sn,None,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1216107,Y2MnSbO7,2.079045302193007,0.35124791230870434,Cube,1,"2d, 2b",2,"[1.958385004644928, 1.315901763340693]",0.0,1.6371433839928105,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.437388726924217,GGA_U,Mn-O-Sb-Y,0.001815701780301,-2.9312671398119132,0.43409999999999904,4,Orthorhombic,mmm,Imma,oxide,None,None,"Mn, Y",None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1216120,YTiNbO6,2.2642497657561713,0.1945343706509262,Square antiprism,1,4e,1,[1.8144511557375642],0.0,1.8144511557375642,ABCD6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.3943555881376994,GGA,Nb-O-Ti-Y,0.015050252777772001,-3.516640794537037,3.167699999999999,4,Monoclinic,2/m,P2_1/c,oxide,None,None,"Ti, Y, Nb",None,None,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1216121,Y2FeSbO7,2.014367028241576,0.41328717449179464,Cube,1,"2a, 2c",2,"[1.989191900701504, 1.41480514398226]",0.0,1.7019985223418819,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",2.4403439487579095,GGA_U,Fe-O-Sb-Y,0.0,-2.859815067727273,1.8064,4,Orthorhombic,mmm,Imma,oxide,None,None,"Fe, Y",None,None,Sb,"O, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1216122,Y4Zr3O12,1.711535020062507,0.7296619051440129,Square-face capped trigonal prism,1,1a,1,"[3.7341451149765073, 5.079875906166857, 4.703775026713444, 4.684077190677295]",0.25,4.550468309633526,A3B4C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.3318952798926973,r2SCAN,O-Y-Zr,0.007124643684212,-3.872714277105262,4.2031,3,Triclinic,1,P1,oxide,None,None,"Y, Zr",None,None,None,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1216129,Y2Mn3Sb3O14,2.158618590005206,0.2778723243656017,Cube,1,4f,1,[1.731738790363842],0.0,1.731738790363842,A2B3C3D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.4432393309584777,GGA_U,Mn-O-Sb-Y,0.009104399460225001,-2.46827457403605,1.1622,4,Monoclinic,2/m,C2/m,oxide,None,None,"Mn, Y",None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1216130,Y2VFeO6,0.7721447112157961,1.8867753868854724,Square-face bicapped trigonal prism,1,4e,1,[1.620806128146732],0.0,1.620806128146732,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",2.459316583356346,GGA_U,Fe-O-V-Y,0.006718077687505,-3.049709500500001,0.0,4,Monoclinic,2/m,P2_1/c,oxide,None,None,"V, Fe, Y",None,None,None,O,F,None,None,None,B > 1,Positive B
mp-1216153,Y2CrFeO6,0.9117408779511009,1.6873011567047373,Square-face bicapped trigonal prism,1,4e,1,[1.6589359270151012],0.0,1.6589359270151012,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",2.424763014673847,r2SCAN,Cr-Fe-O-Y,0.0,-3.015071830999999,0.42689999999999906,4,Monoclinic,2/m,P2_1/c,oxide,None,None,"Cr, Fe, Y",None,None,None,"C, O",F,None,None,None,B > 1,Positive B
