material_id,chem_formula,R$_0$,B,Re_chemenv,num_Re_chemenvs,Re_wyckoff,num_Re_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Re_sites,num_CN_env,num_charge_states,ReX_coordn,ReO_coordn,mean_coordn_Re-X,min_coordn_Re-X,max_coordn_Re-X,mean_coordn_Re-O,min_coordn_Re-O,max_coordn_Re-O,mean_Re_charge,min_Re_charge,max_Re_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_ReO_BondL
mp-1284292,VReO4,1.863895180732409,0.6706941000613662,Octahedron,1,2b,1,"[0.371058071467585, 0.372023040257833]",0.0,0.371540555862709,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,O-Re-V,0.024322149756949,-2.21756661375,0.0,3,Monoclinic,2/m,C2/m,oxide,,,"V, Re",,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.9878011631808212
mp-1289654,CrReO4,1.876457481793964,0.5672677184769206,Octahedron,1,2a,1,"[0.307627808609573, 0.279848581012753]",0.0,0.29373819481116303,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cr-O-Re,0.04574648340278,-2.126158978333333,0.0,3,Orthorhombic,mmm,Cmmm,oxide,,,"Cr, Re",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.9812585963784664
mp-1297017,VReO4,1.9254677250293315,0.3317739691604366,Octahedron,1,2e,1,"[0.347626451302157, 0.347860689589899]",0.0,0.347743570446028,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,O-Re-V,0.004027216006948,-2.237861547500001,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,"V, Re",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9867614092032306
mp-1343817,CaFeReO6,2.0037779798369604,0.6787349085373303,Octahedron,1,2a,1,[0.117670918078163],0.0,0.117670918078163,ABCD6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Ca-Fe-O-Re,0.04339175130093,-2.256602484722222,0.685099999999999,4,Monoclinic,m,Pc,oxide,,Ca,"Fe, Re",,,,"C, O",F,,,,"B $\in$ [0.5, 1]",Positive B,1.8994388637660151
mp-13627,Y3ReO8,2.054511512863216,1.1081859179487303,Octahedron,1,4e,1,[0.25224917438324],0.0,0.25224917438324,AB3C8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,O-Re-Y,0.0,-3.281096695625,1.7313,3,Monoclinic,2/m,P2_1/c,oxide,,,"Y, Re",,,,O,,,,,B > 1,Positive B,1.8843837829462071
mp-1366463,Ca3Fe2(ReO6)2,1.9284219787030843,0.8442436714270729,Octahedron,1,1a,1,"[0.110800458300708, 0.069631890760613]",0.0,0.0902161745306605,A2B2C3D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Ca-Fe-O-Re,0.0263900561579,-2.430837287105263,1.3365,4,Triclinic,1,P1,oxide,,Ca,"Fe, Re",,,,"C, O",F,,,,"B $\in$ [0.5, 1]",Positive B,1.9291541902964127
mp-13758,Nd4Re2O11,1.9051595096954632,0.5892469800226274,Octahedron,1,8g,1,[1.03620012265308],0.0,1.03620012265308,A2B4C11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Nd-O-Re,0.0,-3.144739127352939,0.4487,3,Tetragonal,4/m,P4_2/n,oxide,,,Re,,,,"N, O",,,Nd,,"B $\in$ [0.5, 1]",Positive B,1.9943313042810373
mp-1410067,TaReO6,1.9248166871821744,0.2543020475915771,Octahedron,1,2b,1,[0.022026732274886003],0.0,0.022026732274886003,ABC6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,O-Re-Ta,0.042514166328121,-2.561158158729167,0.8500000000000001,3,Monoclinic,2/m,P2_1/m,oxide,,,"Ta, Re",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8869858907658228
mp-1445115,ReSbO6,1.900435592988272,0.1305329603741757,Octahedron,1,2b,1,[0.034631794248736004],0.0,0.034631794248736004,ABC6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,O-Re-Sb,0.045230107265624,-1.8590857621875,1.6674,3,Monoclinic,2/m,P2_1/m,oxide,,,Re,,,Sb,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8810182514866662
mp-15281,Sm3ReO7,1.9778069609225384,0.0322993181657313,Octahedron,1,2a,1,[0.23843145189133003],0.0,0.23843145189133003,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,O-Re-Sm,0.049815874734868,-3.28051356840909,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,Re,,,,"O, S",,,Sm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9838085623561745
mp-1541458,Mg(ReO4)2,1.7875015376737573,0.0905117255922245,Tetrahedron,1,2d,1,[0.001280819140556],0.0,0.001280819140556,AB2C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Mg-O-Re,0.0,-2.399451724545452,3.9756,3,Trigonal,-3m,P-3m1,oxide,,Mg,Re,,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7371401091864276
mp-15910,Re2SbO6,1.9413385498965696,0.1506350258127802,Octahedron,1,4f,1,[0.53313627941786],0.0,0.53313627941786,AB2C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.5,4.5,1.0,1,1,Re4.50+-O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,O-Re-Sb,0.0,-1.922507882222223,0.0,3,Monoclinic,2/m,C2/c,oxide,,,Re,,,Sb,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9791076376345664
mp-16163,Pr3ReO8,2.04818424090326,1.0229548430006423,Octahedron,1,4e,1,[0.19222300230480302],0.0,0.19222300230480302,AB3C8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Pr-Re,0.0,-3.224797653750008,1.8179999999999992,3,Monoclinic,2/m,P2_1/c,oxide,,,Re,,,,"O, P",,,Pr,,B > 1,Positive B,1.8911414440840069
mp-17621,CsReO4,1.7763305477492106,0.0583264312988445,Tetrahedron,1,4c,1,[0.00019120005001300002],0.0,0.00019120005001300002,ABC4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cs-O-Re,0.0,-2.355085149525862,4.2585,3,Orthorhombic,mmm,Pnma,oxide,Cs,,Re,,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7429666377679716
mp-24635,Re2Ni(H2O3)4,1.7634460552486275,0.017372731679878,Tetrahedron,1,2i,1,[0.002882735995163],0.0,0.002882735995163,AB2C8D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,H-Ni-O-Re,0.002258815326086,-1.632070904130435,3.6943,4,Triclinic,-1,P-1,oxide,,,"Ni, Re",,,,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.754416290139174
mp-27360,ReBiO4,1.8978443996459504,0.1973595128239366,Octahedron,1,2c,1,[0.168858866296955],0.0,0.168858866296955,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Bi-O-Re,0.0,-1.9056163254166671,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,Re,,Bi,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.943445356711228
mp-2741754,Pr(ReO4)2,1.874962427474348,0.2078401663162571,Tetrahedron,1,2d,1,[0.038768745612073004],0.0,0.038768745612073004,AB2C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Pr-Re,0.019990395227264,-2.095525893333334,0.0,3,Trigonal,-3m,P-3m1,oxide,,,Re,,,,"O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,1.7593181637010857
mp-2751042,Cs3ReO5,2.360128392897876,1.5914385734547327,Trigonal bipyramid,1,4c,1,[0.14904068164997902],0.0,0.14904068164997902,AB3C5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cs-O-Re,0.0,-1.932496481388887,2.3753,3,Orthorhombic,mmm,Cmcm,oxide,Cs,,Re,,,,"C, O",,,,,B > 1,Positive B,1.8307795882243045
mp-2764339,Er(ReO4)2,1.827148198330946,0.1408541608807668,Tetrahedron,1,2d,1,[0.00436570463193],0.0,0.00436570463193,AB2C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.5,6.5,6.5,1.0,1,1,Re6.50+-O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Er-O-Re,0.0,-2.147644116212123,0.0,3,Trigonal,-3m,P-3m1,oxide,,,Re,,,,O,,,Er,,"B $\in$ [0.1, 0.5]",Positive B,1.7599037638006152
mp-2766000,ReH3O5,1.7973926154686044,0.0979239304772914,Tetrahedron,1,1a,1,"[0.017027574056058002, 0.069493377354783]",0.0,0.043260475705420506,AB3C5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,H-O-Re,0.012936907777777,-1.649919991250001,3.6715,3,Triclinic,1,P1,oxide,,,Re,,,,"H, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7432547265376594
mp-2766424,ReH3O5,1.8316898268278272,0.159887619286597,Tetrahedron,1,1a,1,"[0.012046355857715001, 0.013502494901321]",0.0,0.012774425379518001,AB3C5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,H-O-Re,0.0,-1.662856899027779,3.9726,3,Triclinic,-1,P-1,oxide,,,Re,,,,"H, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7427275633666244
mp-28121,La3ReO8,1.845098982730884,-0.2905730114750872,Octahedron,1,2e,1,[0.162924754335766],0.0,0.162924754335766,AB3C8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,La-O-Re,0.004360850000001,-3.295554232291666,1.679599999999999,3,Orthorhombic,mmm,Cmcm,oxide,,,Re,,,,O,,,La,,"B $\in$ [-1, -0.1]",Negative B,1.8895256801251143
mp-28205,Na3ReO5,1.1807816598776584,-1.9174218617707963,Trigonal bipyramid,1,3a,1,[1.068151580099433],0.0,1.068151580099433,AB3C5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Na-O-Re,0.0,-2.14388567795977,2.4306,3,Trigonal,32,P3_121,oxide,Na,,Re,,,,"N, O",,,,,B < -1,Negative B,1.825838980889526
mp-28287,ReBi3O8,1.8616612043665848,0.2067605457000524,Tetrahedron,1,4a,1,"[0.021613323925925, 0.0011228298112870001]",0.0,0.011368076868606001,AB3C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Bi-O-Re,0.0,-1.900739962916668,2.7276,3,Cubic,23,P2_13,oxide,,,Re,,Bi,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7453508266718103
mp-28808,TlReO4,1.8088786673446808,0.1142297302100323,Tetrahedron,1,4e,1,"[0.007293318774457, 0.00712552740969, 0.005214299791456]",0.0,0.006544381991867666,ABC4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,O-Re-Tl,0.0,-1.99772220416666,3.3988,3,Monoclinic,2/m,P2_1/c,oxide,,,Re,,Tl,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7449628805290065
mp-2929310,Eu(ReO4)2,1.848543295729252,0.1631387760833842,Tetrahedron,1,2d,1,[0.0037470178880560003],0.0,0.0037470178880560003,AB2C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Eu-O-Re,0.0,-2.525709791818183,0.2764,3,Trigonal,-3m,P-3m1,oxide,,,Re,,,,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,1.757771778679747
mp-29305,Re2PbO8,1.815588869615088,0.1318820392174254,Tetrahedron,1,3c,1,"[0.085378626177651, 0.047665435181751]",0.0,0.066522030679701,AB2C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,O-Pb-Re,0.0,-2.107438672272727,3.7670999999999992,3,Trigonal,3m,P31m,oxide,,,Re,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7425280283367328
mp-29326,La3(ReO5)2,1.9761787129923227,0.2549829103137658,Octahedron,1,2i,1,[0.8704099140948041],0.0,0.8704099140948041,A2B3C10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,La-O-Re,0.0,-3.065446080666686,0.0,3,Monoclinic,2/m,C2/m,oxide,,,Re,,,,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.95855104105606
mp-29532,Ca11(ReO6)4,1.9393936226037527,0.1642521373650293,Octahedron,1,4b,1,"[0.147796265513123, 0.26068161531064005]",0.0,0.2042389404118815,A4B11C24,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,6.5,6.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-O-Re,0.0,-2.90627010025641,0.0,3,Tetragonal,4,I4_1,oxide,,Ca,Re,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9268453024975933
mp-29908,Sr11(ReO6)4,1.9417150493873152,0.1672561416650052,Octahedron,1,"4d, 4c",2,"[0.039771655140221004, 0.09868563896730201]",0.0,0.0692286470537615,A4B11C24,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,6.5,6.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,O-Re-Sr,0.0,-2.87557052,0.0,3,Tetragonal,4/m,I4_1/a,oxide,,Sr,Re,,,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.928861749149566
mp-29931,VRe2O9,1.8297447226366133,0.1623754439736952,Tetrahedron,1,2a,1,"[0.013772144823718002, 0.08870747083764301]",0.0,0.0512398078306805,AB2C9,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,O-Re-V,0.0,-2.178052431250003,1.8956,3,Orthorhombic,mm2,Cmc2_1,oxide,,,"V, Re",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7413360448172668
mp-29937,Ho5(ReO6)2,1.724533499356769,0.9602205026690978,Octahedron,1,1b,1,"[0.37304464043533603, 0.43496385104247803]",0.0,0.40400424573890703,A2B5C12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.5,4.5,1.0,1,1,Re4.50+-O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Ho-O-Re,0.0,-3.364179312631576,0.0,3,Monoclinic,2/m,C2/m,oxide,,,Re,,,,"H, O",,,Ho,,"B $\in$ [0.5, 1]",Positive B,2.0024003390934015
mp-30137,Gd3ReO8,2.06833226175085,1.086992546403352,Octahedron,1,4e,1,[0.22475847321203202],0.0,0.22475847321203202,AB3C8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Gd-O-Re,0.0,-3.269572775416667,1.643199999999998,3,Monoclinic,2/m,P2_1/c,oxide,,,Re,,,,O,,,Gd,,B > 1,Positive B,1.9014567864825729
mp-30165,Sr7Re4O19,1.920323573354704,0.6434027889637365,Octahedron,1,2i,1,"[0.13699664631661201, 0.44250692256492]",0.0,0.289751784440766,A4B7C19,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,O-Re-Sr,0.005010742727775,-2.752647109833335,0.0,3,Monoclinic,2/m,C2/m,oxide,,Sr,Re,,,,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.9233825001430358
mp-31101,Gd3ReO7,2.0614894315499024,-0.4935470092300054,Octahedron,1,2a,1,[0.17387810220181502],0.0,0.17387810220181502,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Gd-O-Re,0.029760588409111,-3.299133534318182,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,Re,,,,O,,,Gd,,"B $\in$ [-1, -0.1]",Negative B,1.969778867075462
mp-31102,Tb3ReO7,2.0656215169824184,-0.533033837383637,Octahedron,1,2a,1,[0.241107957105505],0.0,0.241107957105505,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,O-Re-Tb,0.047271599772736,-3.344088259318181,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,Re,,,,O,,,Tb,,"B $\in$ [-1, -0.1]",Negative B,1.966573967474999
mp-31516,Co(ReO4)2,1.8010472100102952,0.1085880757550086,Tetrahedron,1,2i,1,"[0.001149152670425, 0.0016655925982980001]",0.0,0.0014073726343615,AB2C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Co-O-Re,0.0,-2.035404187727273,0.0,3,Trigonal,2/m,P-3m1,oxide,,,"Co, Re",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7406298907911393
mp-31628,CrReO4,1.880744523314635,0.5635718206045486,Octahedron,1,4g,1,[0.48871164117840804],0.0,0.48871164117840804,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cr-O-Re,0.024751608819446,-2.147153852916666,0.0,3,Monoclinic,2/m,C2/m,oxide,,,"Cr, Re",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.9848643141510964
mp-31763,Ca2FeReO6,1.907298706775144,0.2660258608673521,Octahedron,1,4c,1,[0.012602038257123001],0.0,0.012602038257123001,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",r2SCAN,Ca-Fe-O-Re,0.0,-2.55467773025,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,"Fe, Re",,,,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9559459551366334
mp-31907,Mn(ReO4)2,1.8329621748087053,0.1433326426685184,Tetrahedron,1,8d,1,[0.0052713478786570005],0.0,0.0052713478786570005,AB2C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Mn-O-Re,0.000978546136362,-2.206825188221005,3.068,3,Trigonal,2/m,P-3m1,oxide,,,"Mn, Re",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.753211360472819
mp-32309,Sr4Re2NiO12,2.09871637822327,1.2932136829809686,Octahedron,1,8c,1,[0.055763764474153],0.0,0.055763764474153,AB2C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ni-O-Re-Sr,0.01061525382456,-2.625762139868422,1.866,4,Trigonal,-1,R-3m,oxide,,Sr,"Ni, Re",,,,"N, O, S",,,,,B > 1,Positive B,1.900191829443954
mp-32311,Re2NiO8,1.817577931371299,0.1201663610448135,Tetrahedron,1,8d,1,[0.0029845716755220004],0.0,0.0029845716755220004,AB2C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Ni-O-Re,0.0,-2.020867966136364,3.963199999999999,3,Trigonal,-3,P-3,oxide,,,"Ni, Re",,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7507169627286232
mp-38807,Y7ReO14,2.23186877149657,2.215161684205944,Octahedron,1,2c,1,[0.176895038603179],0.0,0.176895038603179,AB7C14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,O-Re-Y,0.040687556477273,-3.546216060568181,1.0309,3,Orthorhombic,mmm,Pnnm,oxide,,,"Y, Re",,,,O,,,,,B > 1,Positive B,1.890533826986642
mp-38972,Ba3Re2O9,1.945024414898618,1.1551707182754605,Octahedron,1,2c,1,[0.17290526610790902],0.0,0.17290526610790902,A2B3C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-O-Re,0.0,-2.686587441428575,0.0,3,Trigonal,-3m,R-3m,oxide,,Ba,Re,,,B,O,,,,,B > 1,Positive B,1.9502877355461612
mp-504831,La3ReO8,1.873160415672864,-0.1943357865043867,Octahedron,1,2e,1,[0.11217068919059602],0.0,0.11217068919059602,AB3C8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-O-Re,0.0,-3.299915082291667,1.8714,3,Monoclinic,2/m,P2_1/m,oxide,,,Re,,,,O,,,La,,"B $\in$ [-1, -0.1]",Negative B,1.9032596798675065
mp-505390,Ba2ReO5,1.9387725248068093,0.7855825093750725,Octahedron,1,4c,1,[0.2136661347282],0.0,0.2136661347282,AB2C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-O-Re,0.0,-2.740826081562503,0.0,3,Orthorhombic,mmm,Pnma,oxide,,Ba,Re,,,B,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.9384953888212302
mp-531197,Sr(ReO3)3,1.9438594093318065,0.0684425318401512,Octahedron,1,"4c, 2b",2,"[0.33225230288150803, 0.36944726609508904, 0.38865077256334, 0.39408887031642503]",0.0,0.3711098029640906,AB3C9,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,O-Re-Sr,0.037928002474357,-2.2472707942307717,0.0,3,Orthorhombic,mm2,Pnn2,oxide,,Sr,Re,,,,"O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9537364227073115
mp-540878,La3Re2O9,1.9443271568939504,0.0718234872194483,"Square non-coplanar, Octahedron",2,2i,1,"[0.548505704780175, 0.9103565205562401]",0.0,0.7294311126682076,A2B3C9,2,2,2,"[6.0, 4.0]","[6.0, 4.0]",5.0,4.0,6.0,5.0,4.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,La-O-Re,0.006693353214306,-3.094035246428573,0.2055,3,Triclinic,-1,P-1,oxide,,,Re,,,,O,,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9553616169443717
mp-540946,LiReO4,1.9489402711097044,0.3722582417079432,Tetrahedron,1,2i,1,"[0.013722156770907, 0.01579997705111, 0.011742790861798]",0.0,0.013754974894604999,ABC4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Li-O-Re,0.0,-2.312902794305557,4.0299,3,Triclinic,-1,P-1,oxide,Li,,Re,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.740748306944166
