material_id,chem_formula,R$_0$,B,C_chemenv,num_C_chemenvs,C_wyckoff,num_C_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_C_sites,num_CN_env,num_charge_states,mean_coordn_C-X,min_coordn_C-X,max_coordn_C-X,mean_coordn_C-O,min_coordn_C-O,max_coordn_C-O,mean_C_charge,min_C_charge,max_C_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CO_BondL,CX_coordn,CO_coordn
mp-771035,Na3MnAsCO7,1.412009664606264,0.3786192702122374,Trigonal plane,1,4e,1,[0.002135465732366867],0.0,0.002135465732366867,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,As-C-Mn-Na-O,0.0,-2.057969123236075,2.1050000000000004,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Mn,,,As,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3031104006269496,[3.0],[3.0]
mp-771038,Na3CrAsCO7,1.4031873944074458,0.3501994444246095,"Octahedron, Trigonal plane",2,2e,1,"[5.181904590635248, 0.007870948039123733]",0.5,2.594887769337186,ABCD3E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,As-C-Cr-Na-O,0.0364899237873883,-2.033829366279841,1.5635000000000003,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Cr,,,As,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.302586297592594,[3.0],[3.0]
mp-771039,NaLi2MnPCO7,1.3353834912388178,0.1188036076902658,Trigonal plane,1,1a,1,"[0.006092455837869788, 0.015977487096297746]",0.0,0.011034971467083767,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0410305160256561,-2.389172753509221,3.4761,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3012417390927242,[3.0],[3.0]
mp-771060,Na5LiNi2P2(CO7)2,1.3921057964926562,0.3192190842823802,Trigonal plane,1,2a,1,"[0.013201537494299788, 0.022957931801863285]",0.0,0.018079734648081536,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Na-Ni-O-P,0.0108279741987216,-2.227651413250599,3.5531999999999995,6,Triclinic,1,P1,oxide,"Li, Na",,Ni,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3002928817077335,[3.0],[3.0]
mp-771138,Na2FeCSO7,1.4696682789742348,0.5900461305748913,Trigonal plane,1,1a,1,"[0.07742249271967992, 0.0748530897823897, 0.07127364542495214, 0.0774575895880903]",0.0,0.07525170437877801,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Na-O-S,0.0358653783333426,-1.9936430879382168,3.1371,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Fe,,,,"C, N, O, S",F,,,,"B $\in$ [0.5, 1]",Positive B,1.300451932001285,[3.0],[3.0]
mp-771144,Na3FeAsCO7,1.3710672782366269,0.2711525467761159,Trigonal plane,1,4e,1,[0.0020699529656267915],0.0,0.0020699529656267915,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",R2SCAN,As-C-Fe-Na-O,0.0,-1.9751522139721007,2.0662000000000003,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Fe,,,As,"C, N, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2930769253862808,[3.0],[3.0]
mp-771151,Li2MnAsCO7,1.4342061776731394,0.4649034958650563,Trigonal plane,1,4e,1,[0.08331244711601149],0.0,0.08331244711601149,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,As-C-Li-Mn-O,0.0262548115971972,-2.0118086451748094,0.4846,5,Monoclinic,2/m,P2_1/m,oxide,Li,,Mn,,,As,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3010293214408095,[3.0],[3.0]
mp-771166,Na2SbAsCO7,1.4934278617158268,0.6580807766927028,Trigonal plane,1,2e,1,[0.11448838312688851],0.0,0.11448838312688851,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,As-C-Na-O-Sb,0.0083738372048625,-1.923552153771552,3.2261,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,,"As, Sb","C, N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.3055398510420912,[3.0],[3.0]
mp-771168,Na2SiBiCO7,1.300267630460945,0.2706878189264624,Trigonal plane,1,2e,1,[0.04729007664975558],0.0,0.04729007664975558,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-C-Na-O-Si,0.0360379852691101,-2.1865491427298847,0.0,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,Bi,"B, Si","C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3025025028242017,[3.0],[3.0]
mp-771169,Na2CrAsCO7,1.469488912017652,0.590349153892127,"Octahedron, Trigonal plane",2,2e,1,"[1.7725435515565249, 0.13232282055240424]",0.0,0.9524331860544646,ABCD2E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,As-C-Cr-Na-O,0.0,-2.067732143354885,2.4049,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Cr,,,As,"C, N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.3005479887399591,[3.0],[3.0]
mp-771204,Na3FeSiCO7,1.3776866073783496,0.2714712600374495,Trigonal plane,1,2e,1,[0.00970984220519896],0.0,0.00970984220519896,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,C-Fe-Na-O-Si,0.0,-2.290315733779841,2.428,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Fe,,,Si,"C, N, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2996531798412356,[3.0],[3.0]
mp-771264,Na3ZnPCO7,1.3761781660678891,0.2519800533544907,Trigonal plane,1,2a,1,[0.005261301814066158],0.0,0.005261301814066158,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-Na-O-P-Zn,0.0094100277243596,-2.2830765675985214,3.8239,5,Monoclinic,2,P2_1,oxide,Na,,Zn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3037800145948124,[3.0],[3.0]
mp-771270,Na3VAsCO7,1.5274396865150843,0.7814194707797784,Trigonal plane,1,4e,1,[0.012997632652568333],0.0,0.012997632652568333,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,As-C-Na-O-V,0.0457865302296953,-2.0646232301259952,1.2654999999999994,5,Monoclinic,2/m,P2_1/m,oxide,Na,,V,,,As,"C, N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.3026855113536304,[3.0],[3.0]
mp-771324,Na3CaPCO7,1.3329233098177649,0.1037350787129257,"Hexagonal bipyramid, Trigonal plane",2,2a,1,"[3.3372967641840687, 0.000764993291480925]",0.0,1.6690308787377748,ABCD3E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",GGA,C-Ca-Na-O-P,0.0298008265384623,-2.569207288367752,3.995800000000001,5,Monoclinic,2,P2_1,oxide,Na,Ca,,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3030887686051154,[3.0],[3.0]
mp-771329,Na3CrPCO7,1.337218919609568,0.1190886115796297,"Trigonal plane, Trigonal bipyramid",2,2a,1,"[1.3400442973913729, 0.0012917701076338372]",0.0,0.6706680337495033,ABCD3E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Cr-Na-O-P,0.0308532434054429,-2.314534521060059,2.5348,5,Monoclinic,2,P2_1,oxide,Na,,Cr,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3029995630874265,[3.0],[3.0]
mp-771332,Na3VPCO7,1.4062043982001011,0.3602396747989492,Trigonal plane,1,4a,1,[0.01257737928241313],0.0,0.01257737928241313,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Na-O-P-V,0.0377173599318849,-2.340650724329291,1.8839,5,Monoclinic,2,P2_1,oxide,Na,,V,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3027191773504692,[3.0],[3.0]
mp-771335,Na3SnPCO7,1.3989403601492794,0.3341567035031271,Trigonal plane,1,2a,1,[0.021049208750000697],0.0,0.021049208750000697,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,C-Na-O-P-Sn,0.0402426618429503,-2.2231175529831373,3.4857,5,Monoclinic,2,P2_1,oxide,Na,,,,Sn,,"C, N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3030220252070748,[3.0],[3.0]
mp-771336,Na3MgPCO7,1.3648166112766542,0.2109703047700437,Trigonal plane,1,2a,1,[0.004108268132741841],0.0,0.004108268132741841,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",GGA,C-Mg-Na-O-P,0.0240611565384618,-2.5014421822139066,4.4597,5,Monoclinic,2,P2_1,oxide,Na,Mg,,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3042001742780007,[3.0],[3.0]
mp-771337,Na3FePCO7,1.3350389861772345,0.1136452995166149,Trigonal plane,1,1a,1,"[0.0021892740315879074, 0.002208727678514112, 0.0022204606489459803, 0.0022508535676980914]",0.0,0.002217328981686523,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Na-O-P,0.0149276746153841,-2.2587320045215984,3.5016,5,Monoclinic,2,P2_1,oxide,Na,,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.302386949229885,[3.0],[3.0]
mp-771339,Li3CoPCO7,1.3578782385717731,0.2077036942480539,"Trigonal plane, Trigonal bipyramid",2,4a,1,"[1.3886214681551847, 0.0021261725749552336]",0.0,0.69537382036507,ABCD3E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-Li-O-P,0.0395131498076928,-2.293296762087912,2.6371,5,Monoclinic,2,P2_1,oxide,Li,,Co,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.298251310091765,[3.0],[3.0]
mp-771340,Li3MnPCO7,1.3151491598249794,0.0557176177201327,Trigonal plane,1,4a,1,[0.002182065071374818],0.0,0.002182065071374818,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-O-P,0.0473382734615386,-2.4190410167364544,3.8051,5,Monoclinic,2,P2_1,oxide,Li,,Mn,,,,"C, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2991800848958706,[3.0],[3.0]
mp-771344,Li3FePCO7,1.3337293978939042,0.1209961088935081,Trigonal plane,1,4a,1,[0.0030982383310689697],0.0,0.0030982383310689697,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-O-P,0.0458292594230727,-2.3345337290109884,3.6245,5,Monoclinic,2,P2_1,oxide,Li,,Fe,,,,"C, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2990683839660395,[3.0],[3.0]
mp-771345,Li3NiPCO7,1.3303660695501,0.1139839754371336,Trigonal plane,1,4a,1,[0.0015543843023509765],0.0,0.0015543843023509765,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Ni-O-P,0.0453371226923087,-2.283055501510989,3.2642,5,Monoclinic,2,P2_1,oxide,Li,,Ni,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2976450898584029,[3.0],[3.0]
mp-771385,Na3MnPCO7,1.3669078630188345,0.2228126536544973,Trigonal plane,1,1a,1,"[0.002214375920826719, 0.0022949618298025764, 0.0021962030724243524, 0.0024470386254281705]",0.0,0.0022881448621204547,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0092990838461535,-2.348552144362448,3.0727,5,Monoclinic,2,P2_1,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3028910511012275,[3.0],[3.0]
mp-771774,Na2SiSnCO7,1.4551364738382284,0.5319765054820926,Trigonal plane,1,2e,1,[0.09845379886321105],0.0,0.09845379886321105,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,C-Na-O-Si-Sn,0.0139332782986096,-2.3634606648132177,3.0973999999999995,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,Sn,Si,"C, N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.303308326853729,[3.0],[3.0]
mp-771824,Na2MnCSO7,1.456243110301605,0.5408002056496816,Trigonal plane,1,2e,1,[0.05472381805375336],0.0,0.05472381805375336,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-S,0.0367198687500023,-2.085972924432472,2.8265,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Mn,,,,"C, N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.301149971826242,[3.0],[3.0]
mp-772101,Na3MnSiCO7,1.4047304775079783,0.3650592024243199,Trigonal plane,1,4e,1,[0.017306552446392648],0.0,0.017306552446392648,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-Si,0.0,-2.346919295736074,1.1273,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Mn,,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3000213386024355,[3.0],[3.0]
mp-772117,Na2CoCSO7,1.472497855642543,0.6034435342699414,"Octahedron, Trigonal plane",2,1a,1,"[1.9741685465186392, 1.9924558160628454, 1.9851502412502535, 1.975014713325204, 0.09580837834149669, 0.09322287464555748, 0.09389486140103057, 0.0933224368251136]",0.0,1.0378797335462675,ABCD2E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-Na-O-S,0.0342664358333157,-1.943726197521552,2.2283,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Co,,,,"C, N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.2994407637788083,[3.0],[3.0]
mp-772118,NaCuCSO7,1.4085735735075593,0.4096323227805055,"Octahedron, Trigonal plane",2,2a,1,"[2.5420779197457595, 0.30237321698867614]",0.0,1.4222255683672178,ABCDE7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-Cu-Na-O-S,0.0295208485227265,-1.675364458989028,0.4258,5,Monoclinic,2,P2_1,oxide,Na,,Cu,,,,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2928291230385285,[3.0],[3.0]
mp-772121,Na2CrSiCO7,1.4417791096388446,0.5058396164953823,"Octahedron, Trigonal plane",2,4e,1,"[1.720630751453085, 0.14529306297848454]",0.0,0.9329619072157848,ABCD2E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,C-Cr-Na-O-Si,0.0430587759953668,-2.3242857698132178,0.8636000000000001,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Cr,,,Si,"C, N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.2974097631639194,[3.0],[3.0]
mp-772133,Li2VAsCO7,1.4636546268281816,0.5569415913852829,Trigonal plane,1,4e,1,[0.07634581014147307],0.0,0.07634581014147307,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,As-C-Li-O-V,0.0414183621666817,-2.126053195763889,2.0674,5,Monoclinic,2/m,P2_1/m,oxide,Li,,V,,,As,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.3041145304012662,[3.0],[3.0]
mp-772135,Na2FeSiCO7,1.366067522456286,0.2719991031089292,Trigonal plane,1,2e,1,[0.06397487831214954],0.0,0.06397487831214954,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,C-Fe-Na-O-Si,0.0459139121527796,-2.160432841479885,0.0,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Fe,,,Si,"C, N, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.288493694480052,[3.0],[3.0]
mp-772152,NaCoAsCO7,1.404910720312666,0.4021802709522856,"Octahedron, Trigonal plane",2,2a,1,"[1.40893442014165, 0.30140786127949304]",0.0,0.8551711407105715,ABCDE7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,As-C-Co-Na-O,0.0436777980808154,-1.5963495453526648,0.0,5,Monoclinic,2,P2_1,oxide,Na,,Co,,,As,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2918398610799875,[3.0],[3.0]
mp-772153,Na3CuAsCO7,1.3986855165058871,0.3462570865592701,"Octahedron, Trigonal plane",2,2e,1,"[4.172020306334936, 0.006444651305709686]",0.0,2.089232478820323,ABCD3E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,As-C-Cu-Na-O,0.0097803000000009,-1.8345038785875327,0.125,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Cu,,,As,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.299094762958456,[3.0],[3.0]
mp-772154,Na2VSiCO7,1.4388473413266174,0.4958225753782597,Trigonal plane,1,4e,1,[0.15025143275054278],0.0,0.15025143275054278,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,C-Na-O-Si-V,0.0284268595486203,-2.452713626479885,1.6193,5,Monoclinic,2/m,P2_1/m,oxide,Na,,V,,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2971238458353147,[3.0],[3.0]
mp-772234,NaLi2MnPCO7,1.3114552346714476,0.0386422240751595,Trigonal plane,1,1a,1,"[0.0044463505626054275, 0.00760376723456959, 0.0011407014707637076, 0.00871104064123578]",0.0,0.005475464977293626,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0448202548718104,-2.3853830146630672,3.5433,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3003470483365396,[3.0],[3.0]
mp-772235,Na5LiMn2P2(CO7)2,1.3680385337354224,0.2281809041187382,Trigonal plane,1,2a,1,"[0.004715194303744821, 0.0015369520232303283]",0.0,0.0031260731634875747,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0131304841025787,-2.362808754437604,3.0513000000000003,6,Monoclinic,2,P2_1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3024100111248285,[3.0],[3.0]
mp-772236,Na3Li3Mn2P2(CO7)2,1.370999832400687,0.2461734253690777,Trigonal plane,1,1a,1,"[0.00727793077321639, 0.006860386212503249, 0.008005998009426099, 0.0037806502460827444]",0.0,0.006481241310307121,A2B2C2D3E3F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0348762755769298,-2.3772389836263743,3.2932,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3002538285349612,[3.0],[3.0]
mp-772237,NaLi5Fe2P2(CO7)2,1.3664577553649742,0.2313947299675668,Trigonal plane,1,2a,1,"[0.011968071231915218, 0.00799177547393017]",0.0,0.009979923352922694,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0411057030769272,-2.3214734004742947,4.0463,6,Monoclinic,2,P2_1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2999724959674623,[3.0],[3.0]
mp-772274,NaLi5Fe2P2(CO7)2,1.355729829184313,0.1851183670810609,Trigonal plane,1,2a,1,"[0.007017209826629303, 0.013398953074482018]",0.0,0.01020808145055566,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0412026384615424,-2.3213764650896795,4.0342,6,Monoclinic,2,P2_1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3025366966715333,[3.0],[3.0]
mp-772293,NaLi5Fe2P2(CO7)2,1.339236492671944,0.1322054913455112,Trigonal plane,1,2i,1,"[0.006315274470168692, 0.012124712257867274]",0.0,0.009219993364017983,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0407167698076964,-2.3218623337435256,4.0042,6,Triclinic,-1,P-1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3012477909433395,[3.0],[3.0]
mp-772294,Na5LiFe2P2(CO7)2,1.4113176002642935,0.3793826266835137,Trigonal plane,1,2a,1,"[0.004909139334799957, 0.0011122158315805325]",0.0,0.0030106775831902446,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0135840744230755,-2.277859489596753,3.5619000000000005,6,Monoclinic,m,Pc,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3021988068401635,[3.0],[3.0]
mp-772306,Na5LiFe2P2(CO7)2,1.3413200732156887,0.1401878423993193,Trigonal plane,1,2i,1,"[0.003979568630998662, 0.0009880498298654276]",0.0,0.002483809230432045,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0135632755769226,-2.2778802884429066,3.6191,6,Triclinic,-1,P-1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3009997525563766,[3.0],[3.0]
mp-772308,Na5LiMn2P2(CO7)2,1.3273181280723771,0.0862345327192038,Trigonal plane,1,2a,1,"[0.004501212810440585, 0.0009873531210960796]",0.0,0.0027442829657683323,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0145348523718098,-2.361404386168372,3.3259,6,Monoclinic,2,P2_1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3025157236441491,[3.0],[3.0]
