material_id,chem_formula,R$_0$,B,C_chemenv,num_C_chemenvs,C_wyckoff,num_C_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_C_sites,num_CN_env,num_charge_states,mean_coordn_C-X,min_coordn_C-X,max_coordn_C-X,mean_coordn_C-O,min_coordn_C-O,max_coordn_C-O,mean_C_charge,min_C_charge,max_C_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CO_BondL,CX_coordn,CO_coordn
mp-1176362,Na3Li3Fe2P2(CO7)2,1.3614252954690058,0.2132618402275317,Trigonal plane,1,1a,1,"[0.011331868602608264, 0.01065030326845987, 0.008316433890585243, 0.0018813095364382522]",0.0,0.008044978824522908,A2B2C2D3E3F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0294917496153876,-2.29751958417014,3.9175,6,Triclinic,1,P1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.30013670069291,[3.0],[3.0]
mp-1176364,Na3Li3Fe2P2(CO7)2,1.33024684232178,0.0984438590013055,Trigonal plane,1,1a,1,"[0.005973617833690023, 0.009087654816372822, 0.01620858186811898, 0.0024051882379119973]",0.0,0.008418760689023455,A2B2C2D3E3F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0319109317307724,-2.295100402054755,1.1039999999999996,6,Triclinic,1,P1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.301953233209877,[3.0],[3.0]
mp-1176367,Na3Li3Mn2P2(CO7)2,1.322227722723846,0.0707561672652578,Trigonal plane,1,1a,1,"[0.008124644305499307, 0.009980600900337188, 0.011343296404499943, 0.0014088346351150626]",0.0,0.0077143440613628746,A2B2C2D3E3F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0332594001923141,-2.3788558590109896,3.4426,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3018949232212222,[3.0],[3.0]
mp-1176370,Na5Co2P(CO4)4,1.461552933479778,0.5716491009654281,"Octahedron, Trigonal plane",2,4b,1,"[0.1468832139158373, 0.009338548835150524, 0.007431625308779313]",0.0,0.05455112935325571,AB2C4D5E16,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-Na-O-P,0.0480113757812556,-1.9278692193406928,0.0,5,Orthorhombic,mm2,Fdd2,oxide,Na,,Co,,,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.29711916096139,[3.0],[3.0]
mp-1176372,Na3Mn2P2(CO7)2,1.4154029937719803,0.4219681815341912,Trigonal plane,1,2i,1,"[0.15892613748016043, 0.23622453452084724]",0.0,0.19757533600050384,A2B2C2D3E14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0038788931521738,-2.243148815621118,1.1916000000000002,5,Triclinic,-1,P-1,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2958901245375876,[3.0],[3.0]
mp-1176374,Na4Ni2C4SO16,1.363571742899056,0.248930505615854,Trigonal plane,1,1a,1,"[0.009585400014921084, 0.008408460428335447, 0.008472420552813513, 0.008611331447095584, 0.0048527980320258405, 0.007078183612181546, 0.008046238226332905, 0.007981630197017774]",0.0,0.007879557813840461,AB2C4D4E16,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Na-Ni-O-S,0.0469087759259228,-1.798861477148786,0.0,5,Triclinic,1,P1,oxide,Na,,Ni,,,,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.292005993871278,[3.0],[3.0]
mp-1176376,Na3Mn2P2(CO7)2,1.4039949253886923,0.3883832116677684,Trigonal plane,1,2a,1,"[0.22006317386130103, 0.1592627635274722]",0.0,0.18966296869438662,A2B2C2D3E14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0093111664130427,-2.237716542360248,0.1126999999999999,5,Monoclinic,2,P2_1,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2941841386004445,[3.0],[3.0]
mp-1176379,Na3Mn2P2(CO7)2,1.3781164572675506,0.2953905076186689,Trigonal plane,1,2a,1,"[0.16546016304307515, 0.20849035405654612]",0.0,0.18697525854981062,A2B2C2D3E14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0104620711956524,-2.23656563757764,0.0,5,Monoclinic,m,Pc,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.295059393427883,[3.0],[3.0]
mp-1176381,Na2LiFePCO7,1.359305372875235,0.1990821767335296,Trigonal plane,1,1a,1,"[0.008669844753547967, 0.008217670651495115]",0.0,0.00844375770252154,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0209849715384624,-2.288242477364216,3.7638,6,Triclinic,1,P1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3020735118434452,[3.0],[3.0]
mp-1176385,Na2MnPCO7,1.4701289625874905,0.6099744110788483,Trigonal plane,1,1a,1,"[0.16690805636040754, 0.08277558242699397, 0.16059177635731547, 0.13507125119725802]",0.0,0.13633666658549376,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0112930987500003,-2.297693040861043,0.5629,5,Triclinic,1,P1,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.2954472953211142,[3.0],[3.0]
mp-1176390,Na2MnPCO7,1.46908494253985,0.6054260863873979,Trigonal plane,1,1a,1,"[0.15606631234121704, 0.07647745835984504, 0.14317363295005756, 0.15137345121890264]",0.0,0.13177271371750557,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0091634356250009,-2.299822703986042,2.653,5,Triclinic,1,P1,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.2956708588228036,[3.0],[3.0]
mp-1176391,Na2MnPCO7,1.4124270969372863,0.4104791436789295,Trigonal plane,1,1a,1,"[0.10809355437379767, 0.07897641419081704, 0.1423347033237986, 0.1727329897312427]",0.0,0.125534415404914,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0102540883333333,-2.29873205127771,0.689,5,Triclinic,1,P1,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.295447361592205,[3.0],[3.0]
mp-1176392,Na2LiFePCO7,1.373954833281692,0.2556206195705575,Trigonal plane,1,1a,1,"[0.008191050865169601, 0.00966250568442185, 0.014544928688908675, 0.004857760400783979]",0.0,0.009314061409821026,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.020881182115386,-2.288346266787293,1.4357,6,Triclinic,1,P1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3004494417910335,[3.0],[3.0]
mp-1176394,Na2MnPCO7,1.4172188280693647,0.4259148225067508,Trigonal plane,1,1a,1,"[0.12749686674099397, 0.18326326305804505, 0.03312043685641138, 0.1609672107718584]",0.0,0.1262119443568272,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0110727012500007,-2.2979134383610424,0.6345000000000001,5,Triclinic,1,P1,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2959184678829228,[3.0],[3.0]
mp-1176395,Na2MnPCO7,1.4721300714505583,0.6151079776498355,Trigonal plane,1,1a,1,"[0.05658780744528521, 0.18341202208165724, 0.14783447364305446, 0.1433996517785794]",0.0,0.13280848873714407,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0093066866666671,-2.2996794529443765,2.577,5,Triclinic,1,P1,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.2959408324487736,[3.0],[3.0]
mp-1176399,Na2FePCO7,1.4577938818466307,0.5614497401545855,Trigonal plane,1,2e,1,[0.1203363935481905],0.0,0.1203363935481905,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Na-O-P,0.0,-2.250959782283456,2.3732,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,1.2971226513727092,[3.0],[3.0]
mp-1176400,Na2LiFePCO7,1.3442334091242425,0.1491494774676653,Trigonal plane,1,1a,1,"[0.007139625913163853, 0.010725028959807228, 0.011778257497705722, 0.0058255953476192696]",0.0,0.008867126929574018,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0209511430769246,-2.2882763058257543,3.8095,6,Triclinic,1,P1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3013411725564574,[3.0],[3.0]
mp-1176402,Na2NiPCO7,1.361046592472888,0.2529605618641186,Trigonal plane,1,1a,1,"[0.0666110228545597, 0.08142112059259062, 0.10880617974744478, 0.0916035411857634]",0.0,0.08711046609508963,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Na-Ni-O-P,0.0469274090972042,-2.074956771450122,0.0,5,Triclinic,1,P1,oxide,Na,,Ni,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2889623514276165,[3.0],[3.0]
mp-1176404,Na2CuCSO7,1.467961879336359,0.6094440455449275,"Octahedron, Trigonal plane",2,2e,1,"[2.631852355318073, 0.12934028841789974]",0.0,1.3805963218679864,ABCD2E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-Cu-Na-O-S,0.0258309233333342,-1.857431599604884,0.5303,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Cu,,,,"C, N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.293183500319599,[3.0],[3.0]
mp-1176405,Na2FePCO7,1.4731917621841637,0.6080483884540308,Trigonal plane,1,1a,1,"[0.05293256416410956, 0.05424045553467249, 0.054594853705868134, 0.052943593267091055]",0.0,0.05367786666793531,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Na-O-P,0.0143967327083336,-2.2365630495751225,0.3952,5,Triclinic,1,P1,oxide,Na,,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,1.2985806234856876,[3.0],[3.0]
mp-1176409,Na2MnPCO7,1.4116447931190854,0.4035806185739915,Trigonal plane,1,1a,1,"[0.04511373212300125, 0.13745581244287416, 0.11418433105111765, 0.1917477514370467]",0.0,0.12212540676350994,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0106996100000014,-2.298286529611042,2.2248,5,Triclinic,1,P1,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2966475641353667,[3.0],[3.0]
mp-1176410,Na2NiPCO7,1.4061242296798515,0.4041371644541353,Trigonal plane,1,1a,1,"[0.10880800114176539, 0.10332224850207568, 0.06800769269333776, 0.10815978855967183]",0.0,0.09707443272421266,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Na-Ni-O-P,0.0463338280555367,-2.0755503524917898,0.0,5,Triclinic,1,P1,oxide,Na,,Ni,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2903580920854605,[3.0],[3.0]
mp-1176411,Na2LiFePCO7,1.379607033923046,0.2772828454233681,Trigonal plane,1,1a,1,"[0.015121454513345064, 0.010959842954348377, 0.023648123100279538, 0.003826865408915152]",0.0,0.013389071494222034,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0209045828846177,-2.288322866018061,3.8533,6,Triclinic,1,P1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.299882418073307,[3.0],[3.0]
mp-1176418,Na2BiAsCO7,1.471230819688906,0.6152367324399327,Trigonal plane,1,2e,1,[0.06651682428473385],0.0,0.06651682428473385,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",R2SCAN,As-Bi-C-Na-O,0.0,-1.9406584762715584,3.4803,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,Bi,"B, As","C, N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.29516779101442,[3.0],[3.0]
mp-1176422,Na3Mn2P2(CO7)2,1.4029057676513104,0.3816506088886205,Trigonal plane,1,2i,1,"[0.21950409614684527, 0.16461972578448444]",0.0,0.19206191096566486,A2B2C2D3E14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0089585355434778,-2.238069173229813,0.0,5,Triclinic,-1,P-1,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2949987593841497,[3.0],[3.0]
mp-1176428,Na2CePCO7,1.4531083073172182,0.5293407320512967,"Pentagonal bipyramid, Trigonal plane",2,2e,1,"[4.230452551393374, 0.06040745842580794]",0.0,2.145430004909591,ABCD2E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Ce-Na-O-P,0.0353070226736118,-2.7132108293667883,0.2139000000000006,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,,,"C, N, O, P",,,Ce,,"B $\in$ [0.5, 1]",Positive B,1.301490641741803,[3.0],[3.0]
mp-1176431,Na4Mn2C4SO16,1.2769245067823527,-0.0724043815899507,Trigonal plane,1,1a,1,"[0.011396379517840236, 0.010405344777864905, 0.016101990703412252, 0.015544849186966761, 0.02059457181706672, 0.02455179401053372, 0.016484257077235116, 0.01098262361655332]",0.0,0.015757726338434128,AB2C4D4E16,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-S,0.035443235432095,-1.9707160069955296,0.0122999999999999,5,Triclinic,1,P1,oxide,Na,,Mn,,,,"C, N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.297742626851847,[3.0],[3.0]
mp-1176442,Na2FePCO7,1.478949964973576,0.6266589684922452,Trigonal plane,1,1a,1,"[0.057658399693175065, 0.05715041855754898, 0.039836956246720005, 0.05492559048343893, 0.05352573737347374, 0.09570351643605678]",0.0,0.05980010313173558,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Na-O-P,0.0208593370833325,-2.230100445200123,2.4267,5,Triclinic,1,P1,oxide,Na,,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,1.2991460085110762,[3.0],[3.0]
mp-1176445,Na2FePCO7,1.4697438198062758,0.5939495397835737,Trigonal plane,1,1a,1,"[0.058683462910959924, 0.05869937275240071, 0.07172905018858808, 0.047523995182721275]",0.0,0.059158970258667495,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Na-O-P,0.0162504920833335,-2.234709290200122,2.372,5,Triclinic,1,P1,oxide,Na,,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,1.2992673705124325,[3.0],[3.0]
mp-1176541,LiVCO4,1.4494409531844477,0.5131320741833296,Trigonal plane,1,4e,1,[0.03918406153542183],0.0,0.03918406153542183,ABCD4,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-O-V,0.0404420464880921,-2.222662476547619,1.7905000000000002,4,Orthorhombic,mmm,Pnma,oxide,Li,,V,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.3033061634711731,[3.0],[3.0]
mp-1176544,Na3Ni2P2(CO7)2,1.3596502443808731,0.2602994858037526,Trigonal plane,1,2a,1,"[0.13527889674911583, 0.09916562089708647]",0.0,0.11722225882310115,A2B2C2D3E14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Na-Ni-O-P,0.0,-2.066146646887984,0.0,5,Monoclinic,m,Pc,oxide,Na,,Ni,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2858519503968595,[3.0],[3.0]
mp-1176546,Na2LiMnPCO7,1.31881467292582,0.0667554863053708,Trigonal plane,1,1a,1,"[0.008971061808810833, 0.01076874807552903, 0.006672287326650352, 0.003338270407225092]",0.0,0.007437591904553826,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0208691966666716,-2.3731580522050653,3.428,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.299630250451397,[3.0],[3.0]
mp-1176585,Na5LiFe2P2(CO7)2,1.374368306977062,0.2528672061244233,Trigonal plane,1,1a,1,"[0.011091674433291931, 0.004448536757343681, 0.005066059092477852, 0.005858478163006173]",0.0,0.006616187111529909,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0133106546153847,-2.278132909404445,3.5469,6,Triclinic,1,P1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3016661851509634,[3.0],[3.0]
mp-1176603,Na2FePCO7,1.458955469976596,0.5555313784394305,Trigonal plane,1,"1a, 2b",2,"[0.07867197240619765, 0.04063094017144029, 0.05722328718591542]",0.0,0.05884206658785113,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Na-O-P,0.019465513958333,-2.231494268325123,1.6225999999999998,5,Monoclinic,m,Cm,oxide,Na,,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,1.2991637319004354,[3.0],[3.0]
mp-1176648,Na5Fe2P2(CO7)2,1.4718289325014695,0.5997441723439048,Trigonal plane,1,2i,1,"[0.007557350801154301, 0.047914338405581625]",0.0,0.027735844603367962,A2B2C2D5E14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Na-O-P,0.0054599469999985,-2.2573037816472903,1.5341999999999998,5,Triclinic,-1,P-1,oxide,Na,,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,1.2994847268444023,[3.0],[3.0]
mp-1176660,LiMnPCO7,1.4090828632358778,0.4072954350097698,Trigonal plane,1,1a,1,"[0.24337673768302148, 0.24382486749619414, 0.23617990209334888, 0.23918503372035937]",0.0,0.24064163524823096,ABCDE7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-O-P,0.0218211390782876,-2.1849635259915656,1.1726,5,Triclinic,1,P1,oxide,Li,,Mn,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2945741474801464,[3.0],[3.0]
mp-1176673,Na5Ni2P2(CO7)2,1.4287415449386072,0.4671659524658763,Trigonal plane,1,2e,1,"[0.07452913487573953, 0.040655725457196694]",0.0,0.05759243016646812,A2B2C2D5E14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Na-Ni-O-P,0.0180415484666731,-2.1551211630472893,0.0,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Ni,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2945804028655932,[3.0],[3.0]
mp-1176765,Na5Mn2P2(CO7)2,1.4018658930274424,0.3608877642857538,Trigonal plane,1,2e,1,"[0.0723822968389133, 0.02520236232873906]",0.0,0.04879232958382618,A2B2C2D5E14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0043961240000003,-2.329999861681773,0.0,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2983249589715926,[3.0],[3.0]
mp-1176894,Li7Mn3P3(CO7)3,1.3996868494844166,0.3521412511212037,Trigonal plane,1,"4f, 2e",2,"[0.11732587368798399, 0.007167881836246425]",0.0,0.0622468777621152,A3B3C3D7E21,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-O-P,0.0385962685885834,-2.355271660704189,0.3777999999999999,5,Monoclinic,2/m,P2_1/m,oxide,Li,,Mn,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2982500619946664,[3.0],[3.0]
mp-1176987,Li9Cr4P4(CO7)4,1.4785911986177358,0.6254970388575971,"Octahedron, Trigonal plane",2,1a,1,"[2.5665520978488345, 1.664376910239358, 1.7739478696604263, 1.6892108358917979, 0.09461169840259812, 0.009296159352915898, 0.10858742021717217, 0.11393468649712445]",0.0,1.0025647097637784,A4B4C4D9E28,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Cr-Li-O-P,0.0356670867665815,-2.4103849679300287,0.3859999999999997,5,Triclinic,1,P1,oxide,Li,,Cr,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.2991040504158515,[3.0],[3.0]
mp-1177151,Li5Fe2P2(CO7)2,1.4048945367887875,0.3580169265485116,Trigonal plane,1,2i,1,"[0.05220749632612027, 0.08603351326281944]",0.0,0.06912050479446985,A2B2C2D5E14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-O-P,0.0298098367500037,-2.312458353438095,1.6246999999999998,5,Triclinic,-1,P-1,oxide,Li,,Fe,,,,"C, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3025216820759662,[3.0],[3.0]
mp-1177155,Li5Fe2P2(CO7)2,1.4647236745379866,0.5737275180824575,Trigonal plane,1,2a,1,"[0.05744979086434321, 0.038049157485368044]",0.0,0.04774947417485563,A2B2C2D5E14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-O-P,0.0396739397500036,-2.302594250438095,1.2947,5,Monoclinic,m,Pc,oxide,Li,,Fe,,,,"C, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,1.2999148130011742,[3.0],[3.0]
