material_id,chem_formula,R$_0$,B,Ni_chemenv,num_Ni_chemenvs,Ni_wyckoff,num_Ni_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ni_sites,num_CN_env,num_charge_states,NiX_coordn,NiO_coordn,mean_coordn_Ni-X,min_coordn_Ni-X,max_coordn_Ni-X,mean_coordn_Ni-O,min_coordn_Ni-O,max_coordn_Ni-O,mean_Ni_charge,min_Ni_charge,max_Ni_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_NiO_BondL
mp-1227451,Ca2CoSi4NiO12,1.9920202894530057,0.1015405656723507,Octahedron,1,1b,1,[0.294961173964693],0.0,0.294961173964693,ABC2D4E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Co-Ni-O-Si,0.008664900541664,-2.948898731,2.9093,5,Monoclinic,2,C2,oxide,,Ca,"Co, Ni",,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1045352580183754
mp-1227517,Ca2Pr2MnNiO8,2.770672754798086,-0.6841436407140183,Octahedron,1,1a,1,[0.133153224416656],0.0,0.133153224416656,ABC2D2E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Mn-Ni-O-Pr,0.049732813214284,-2.8669393608045963,1.345199999999999,5,Monoclinic,m,Cm,oxide,,Ca,"Mn, Ni",,,,"C, N, O, P",,,Pr,,"B $\in$ [-1, -0.1]",Negative B,2.0140993073755236
mp-1227535,Ca2Gd2MnNiO8,2.325847187779963,-0.2610978344316835,Octahedron,1,1a,1,[0.21682890546656902],0.0,0.21682890546656902,ABC2D2E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Gd-Mn-Ni-O,0.042486885357144,-2.9031063248522173,1.6446,5,Monoclinic,m,Cm,oxide,,Ca,"Mn, Ni",,,,"C, N, O",,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.034643390185672
mp-1227573,Ca4MgSi8(NiO8)3,2.0020151401558124,0.0886566133445006,Octahedron,1,"2c, 1a",2,"[0.33367935611744404, 0.33409828551077303]",0.0,0.33388882081410853,AB3C4D8E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Mg-Ni-O-Si,0.004685872312503,-3.047445939624999,4.7986,5,Monoclinic,2,C2,oxide,,"Mg, Ca",Ni,,,Si,"C, N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.100256738084225
mp-1227604,BaSrV4(NiO4)4,1.8701207721888948,0.1572111939618059,Octahedron,1,"4h, 4e",2,"[0.10845949954693801, 0.35171610701288203]",0.0,0.23008780327991002,ABC4D4E16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Ni-O-Sr-V,0.0,-2.267442980961537,2.933199999999999,5,Tetragonal,-42m,I-4c2,oxide,,"Sr, Ba","V, Ni",,,B,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0431524844636457
mp-1227614,Ca4Mg3Si8NiO24,1.9655192452865875,0.1265712203089011,Octahedron,1,1d,1,[0.33344115357466503],0.0,0.33344115357466503,AB3C4D8E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Mg-Ni-O-Si,0.001732968437501,-3.244887420875,4.7374,5,Monoclinic,2,P2,oxide,,"Mg, Ca",Ni,,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1057713641003697
mp-1227707,Ca4Co3Si8NiO24,1.9855403029029728,0.1095935817715635,Octahedron,1,1a,1,[0.29145030387025],0.0,0.29145030387025,AB3C4D8E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Co-Ni-O-Si,0.010052342937497,-2.948849342749999,3.1496,5,Triclinic,1,P1,oxide,,Ca,"Co, Ni",,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.106976235055915
mp-1227711,Ca4CoSi8(NiO8)3,1.989835015597705,0.1014010819708177,no_data,1,no_data,1,no_data,0.0,no_data,AB3C4D8E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Co-Ni-O-Si,0.007684386895832,-2.9485411905000003,3.8439,5,Monoclinic,2,P2,oxide,,Ca,"Co, Ni",,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.10219339908971
mp-1227859,Ca3Cu2Ni(PO4)4,1.622262921826691,0.4706414507908899,Trigonal bipyramid,1,2a,1,[1.392108690703482],0.0,1.392108690703482,AB2C3D4E16,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Cu-Ni-O-P,0.016493359294863,-2.6416569270604398,0.148299999999999,5,Monoclinic,2,P2_1,phosphate,,Ca,"Ni, Cu",,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0575533720138415
mp-1227893,BaPr3(NiO4)2,2.3034739444866017,-0.2031695053868153,Octahedron,1,"1a, 1b",2,"[0.5481336018020211, 0.8873109213350231]",0.0,0.7177222615685221,AB2C3D8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Ni-O-Pr,0.039421369553574,-2.749620936785713,0.4406,4,Orthorhombic,mm2,Amm2,oxide,,Ba,Ni,,,B,"N, O, P",,,Pr,,"B $\in$ [-1, -0.1]",Negative B,2.0304463385937472
mp-1227939,BaLa3(NiO4)2,2.3525143479398727,-0.2411778212378011,Octahedron,1,"1a, 1b",2,"[0.44395776028412703, 0.9503745804518291]",0.0,0.6971661703679781,AB2C3D8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-La-Ni-O,0.039159495178587,-2.832684703928572,0.4565,4,Orthorhombic,mm2,Amm2,oxide,,Ba,Ni,,,B,"N, O",,,La,,"B $\in$ [-1, -0.1]",Negative B,2.0465952417143463
mp-1228045,BaSc8Ni2O15,2.692370613243168,-0.5149309533320184,Octahedron,1,4b,1,[0.397626956417438],0.0,0.397626956417438,AB2C8D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Ni-O-Sc,0.01374024491988,-3.456677979423077,3.8545,4,Orthorhombic,mm2,Cmc2_1,oxide,,Ba,"Sc, Ni",,,B,"N, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,2.1261737530592266
mp-1228235,Ba4Dy2Cu6NiO15,2.33604351491013,-0.3479758507368916,Square pyramid,1,1a,1,[1.445279897495423],0.0,1.445279897495423,AB2C4D6E15,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Cu-Dy-Ni-O,0.022608603392849,-2.124594004583333,0.0,5,Orthorhombic,mm2,Amm2,oxide,,Ba,"Ni, Cu",,,B,"C, N, O",,,Dy,,"B $\in$ [-1, -0.1]",Negative B,2.0147568637832967
mp-1228275,Ba4Y2Cu6NiO15,2.2460399866836243,-0.4651139313596975,Square pyramid,1,2a,1,[1.24529505770948],0.0,1.24529505770948,AB2C4D6E15,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Cu-Ni-O-Y,0.020567683898801,-2.116959976071428,0.0,5,Orthorhombic,mm2,Amm2,oxide,,Ba,"Ni, Cu, Y",,,B,"C, N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.006884835102165
mp-1228555,Ba2CaEr3(NiO5)2,2.152255524707047,-0.1097919199452479,Octahedron,1,2c,1,[0.9978718000586401],0.0,0.9978718000586401,AB2C2D3E10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.5,2.5,1.0,1,1,Ni2.50+-O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Ca-Er-Ni-O,0.009817572138893,-2.98453298611111,0.285999999999999,5,Monoclinic,2,C2,oxide,,"Ca, Ba",Ni,,,B,"C, N, O",,,Er,,"B $\in$ [-1, -0.1]",Negative B,2.0561003553100403
mp-1228660,Ba4Ta10NiO30,3.053013050762301,-0.7610589033402909,Trigonal prism,1,1a,1,[2.262516520359562],0.0,2.262516520359562,AB4C10D30,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Ni-O-Ta,0.007307892296278,-3.322408681851852,0.0,4,Orthorhombic,mm2,Imm2,oxide,,Ba,"Ni, Ta",,,B,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.215257480089924
mp-1228702,Ba4Nd2Cu6NiO15,2.101204872596491,-0.1757045178902549,Square pyramid,1,1a,1,[1.158253379955145],0.0,1.158253379955145,AB2C4D6E15,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Cu-Nd-Ni-O,0.044083086190483,-2.061289326785715,0.0,5,Orthorhombic,mm2,Imm2,oxide,,Ba,"Ni, Cu",,,B,"C, N, O",,,Nd,,"B $\in$ [-1, -0.1]",Negative B,2.0107046148834535
mp-1228714,BaIn8Ni2O15,2.14788057801924,-0.0098242452135432,Octahedron,1,4b,1,[0.390412711188631],0.0,0.390412711188631,AB2C8D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ba-In-Ni-O,0.019940107211539,-1.92887850878205,1.197999999999999,4,Orthorhombic,mm2,Cmc2_1,oxide,,Ba,Ni,,In,B,"N, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1370416476680845
mp-1228979,Ba10Ti8NbNiO30,4.434800447406234,-3.37800043138716,Octahedron,1,1a,1,[0.20864301751372302],0.0,0.20864301751372302,ABC8D10E30,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Nb-Ni-O-Ti,0.012752655224996,-3.323934518933334,0.0,5,Tetragonal,4/mmm,I4/mmm,oxide,,Ba,"Ti, Ni, Nb",,,B,"N, O",,,,,B < -1,Negative B,2.0919855143854775
mp-1229261,Ca17Ni19(PO4)24,1.830080481099572,0.2772047084560789,"Trigonal prism, Octahedron, Trigonal bipyramid",3,1a,1,"[1.704029174755474, 1.643715063390216, 1.503909022478177, 1.651227935248388, 1.59414942269329, 1.665167115309774, 1.60423587240685, 1.6026243120664092, 3.43899326020586, 3.546713691944905, 3.585304080571535, 3.293167372588949, 3.232121262689084, 3.551894370991975, 2.188743080385338, 2.086869898896709, 2.148011351177619, 2.229365219221926, 3.886009852156961]",0.0,2.429276387325233,A17B19C24D96,3,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Ni-O-P,0.0326485193287,-2.652096612124542,3.4379,4,Triclinic,1,P1,phosphate,,Ca,Ni,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1277581202444735
mp-1237121,Na4NiH38(W3O20)2,2.0681664824203763,0.0079738245320239,Octahedron,1,1c,1,[1.032016310830636],0.0,1.032016310830636,AB4C6D38E40,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,H-Na-Ni-O-W,0.042739509775291,-1.55446794014626,3.8421,5,Triclinic,-1,P-1,oxide,Na,,"Ni, W",,,,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0776133406324138
mp-1254576,AlNi(WO4)2,2.1772523509276622,-0.0908343987557581,Octahedron,1,1a,1,"[0.598665175138361, 0.7343105762156981]",0.0,0.6664878756770296,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Ni-O-W,0.043115591666673,-2.248289101249999,1.9588,4,Triclinic,1,P1,oxide,,,"Ni, W",,Al,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0747083923536214
mp-1258028,ZnSi2NiO6,1.7406112505654605,0.4104385627883893,Octahedron,1,2e,1,[0.594718232714549],0.0,0.594718232714549,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Ni-O-Si-Zn,0.02990716441667,-2.548374156499997,3.9418,4,Monoclinic,2/m,C2/c,oxide,,,"Ni, Zn",,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.129967241007011
mp-1259496,MgSi2NiO6,1.6604930824193218,0.4609147290298215,Octahedron,1,4e,1,[0.45096738763739],0.0,0.45096738763739,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Mg-Ni-O-Si,0.026927883666661,-2.819454229749999,4.5639,4,Monoclinic,2/m,C2/c,oxide,,Mg,Ni,,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.117400156486917
mp-1272688,Ni(PtO2)3,1.694996827529139,0.4035350108970356,Cube,1,4a,1,[1.331159395143943],0.0,1.331159395143943,AB3C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Ni-O-Pt,0.0,-0.983246442749998,0.374,3,Orthorhombic,2/m,Cmmm,oxide,,,"Ni, Pt",,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.2781815245964685
mp-1273274,LiNi3O4,2.1637117677013142,-0.1149101267720326,Octahedron,1,"1d, 2e, 2f, 1b",4,"[0.501135781615353, 0.34785292342482005, 0.113007576192201, 0.18048054987051002]",0.0,0.28561920777572103,AB3C4,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O,0.003079798541667,-1.354958501041666,0.1005,3,Monoclinic,2/m,C2/m,oxide,Li,,Ni,,,,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.069047218079853
mp-1273461,Li4Si2NiO7,2.0753751980747026,-0.1251517431194196,Tetrahedron,1,1a,1,"[2.29613357659313, 2.379651877811282, 2.2688562193201482, 2.26915516052041]",0.0,2.3034492085612426,AB2C4D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-Si,0.032221885892859,-2.612843087916665,3.6686,4,Triclinic,1,P1,oxide,Li,,Ni,,,Si,"N, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9886219325697956
mp-1273466,LiNiO2,1.781353646472046,0.3096104034193601,Octahedron,1,"1c, 1d, 1a, 2e, 1b",5,"[0.42624716877248503, 0.41088704708088203, 0.46690664171439006, 0.38380065685609505, 0.015040068892921001, 0.41705492132981203]",0.0,0.3533227507744308,ABC2,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O,0.039660667708333,-1.458330631458332,0.0,3,Orthorhombic,mmm,Pmna,oxide,Li,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9970483529935406
mp-1273482,LiNiO2,1.7807981293447095,0.3102366797521886,Octahedron,1,"2i, 1c, 1h, 1f, 1a, 1e, 1b",7,"[0.425879658876672, 0.014463805236317, 0.459691995112787, 0.47231414440905206, 0.010263676249156, 0.396057255137625, 0.41973857448317403]",0.0,0.31405844421496903,ABC2,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O,0.037359358020833,-1.4606319411458322,0.0,3,Monoclinic,2/m,C2/c,oxide,Li,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9969290447723662
mp-1275006,Li2Ni3SnO8,2.05944641950608,-0.1550566613419621,Octahedron,1,"1g, 2i, 1h, 1d, 1a",5,"[0.816014149156526, 0.9673594536070741, 0.26523169220165804, 0.8792807223016371, 0.16663140666765303]",0.0,0.6189034847869097,AB2C3D8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Li-Ni-O-Sn,0.024942747916669,-1.462871325119048,0.041399999999999,4,Triclinic,-1,P-1,oxide,Li,,Ni,,Sn,,"N, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.973784943917018
mp-1275017,Li3Ti(NiO3)2,1.840754312189517,0.2349772511322274,Octahedron,1,1a,1,"[0.444281778805005, 0.45766551864355204, 0.44953483355226304, 0.441828686093689]",0.0,0.4483277042736273,AB2C3D6,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-Ti,0.038886909027768,-2.154434942361111,0.072799999999999,4,Triclinic,-1,P-1,oxide,Li,,"Ti, Ni",,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.052495971783305
mp-1275560,V2Cu3NiO6,2.0907140313163888,0.0013958154011914,Octahedron,1,2a,1,[0.989665170194121],0.0,0.989665170194121,AB2C3D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cu-Ni-O-V,0.004153573333342,-1.621221091249999,0.5053999999999991,4,Monoclinic,2,C2,oxide,,,"V, Ni, Cu",,,,"C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0922914307301563
mp-1275701,Li2Ni3BiO8,1.275520957728836,1.1621809059311086,Octahedron,1,"2d, 2c, 2e",3,"[0.7999572867047441, 0.8166480620320721, 0.7906500046292011]",0.0,0.8024184511220058,AB2C3D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Li-Ni-O,0.004115003392858,-1.362129081547619,0.7894999999999991,4,Trigonal,-3,R-3,oxide,Li,,Ni,,Bi,B,"N, O",,,,,B > 1,Positive B,2.0073362791701634
mp-1275948,LiNi3O4,1.9286591465260188,0.1427527909423815,Octahedron,1,"1c, 1d, 1f, 1a, 1e, 1b",6,"[0.30872351998901604, 0.222621337800487, 0.079750308809252, 0.037773375115818006, 0.085812524476328, 0.043523745906218006]",0.0,0.12970080201618653,AB3C4,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O,0.006683696041666,-1.351354603541667,0.0,3,Orthorhombic,mmm,Immm,oxide,Li,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0565441587695603
mp-1276403,Li3Co2NiO6,1.9681943103398216,0.0786393171217508,Octahedron,1,1a,1,"[0.402926502634574, 0.6314107346200071]",0.0,0.5171686186272906,AB2C3D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Ni-O,0.041605549583326,-1.6318200845833322,0.0,4,Monoclinic,m,Cm,oxide,Li,,"Co, Ni",,,,"C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0502161559035077
mp-1276479,NaNi5O6,1.955819172279586,0.141729812724308,Octahedron,1,"2c, 1a, 1b",3,"[0.5358963146889111, 0.5477856959342391, 0.497452731328387, 0.48419997513984403, 0.421792893660681, 0.41752685469171, 0.530121007587227, 0.485478823746378]",0.0,0.4900317870971721,AB5C6,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Na-Ni-O,0.035909404375003,-1.220524750114941,0.0,3,Monoclinic,2/m,C2/c,oxide,Na,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0827967134022805
mp-1277563,Li4TiNi3O8,1.81032134917304,0.2495009160263296,Octahedron,1,"2c, 4e",2,"[0.43705191338279403, 0.648096573118734]",0.0,0.5425742432507641,AB3C4D8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-Ti,0.021042426354162,-1.9984467869791664,0.5063,4,Monoclinic,2/m,C2/m,oxide,Li,,"Ti, Ni",,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0421838616656807
mp-1279232,Fe(NiO2)2,1.9912576931756327,0.0580857218262479,Octahedron,1,"2c, 2a",2,"[0.163695426771643, 0.14597726173247902]",0.0,0.154836344252061,AB2C4,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Ni-O,0.030938952857143,-1.28795671642857,0.0,3,Orthorhombic,mmm,Imma,oxide,,,"Fe, Ni",,,,"N, O",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.039655373064398
mp-1280510,Li2Ni3TeO8,1.800245791190435,0.2746895983238419,Octahedron,1,"4f, 2d",2,"[0.763010368982127, 1.281247017355786]",0.0,1.0221286931689564,AB2C3D8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-Te,0.0,-1.529541374523809,0.207799999999999,4,Monoclinic,2/m,C2/m,oxide,Li,,Ni,,,Te,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0437750829419703
mp-1280525,Li2Ni3SnO8,1.7627597533299195,0.3394641932701248,Octahedron,1,"2d, 2b, 2a",3,"[1.137213796457985, 0.7575532844254891, 0.10831618057407601]",0.0,0.66769442048585,AB2C3D8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Li-Ni-O-Sn,0.022732917202383,-1.465081155833333,0.4836,4,Monoclinic,2/m,C2/c,oxide,Li,,Ni,,Sn,,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9496151683680787
mp-1280544,Mn2V3NiO8,2.280224684104625,-0.1889488982204465,Octahedron,1,1a,1,"[1.092125159888761, 0.8433560079880321]",0.0,0.9677405839383966,AB2C3D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Mn-Ni-O-V,0.0,-2.223823277204435,0.0,4,Monoclinic,2/m,C2/m,oxide,,,"V, Mn, Ni",,,,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.072264167751935
mp-1280637,Li4MgNi3O8,1.744207045942868,0.3698885924134265,Octahedron,1,"4f, 2c",2,"[0.017113035835059, 0.5120797878419381]",0.0,0.2645964118384985,AB3C4D8,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Li-Mg-Ni-O,0.012679001527779,-1.711538943020833,0.758699999999999,4,Monoclinic,2/m,C2/m,oxide,Li,Mg,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.952492889552087
