material_id,chem_formula,R$_0$,B,Ru_chemenv,num_Ru_chemenvs,Ru_wyckoff,num_Ru_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ru_sites,num_CN_env,num_charge_states,RuX_coordn,RuO_coordn,mean_coordn_Ru-X,min_coordn_Ru-X,max_coordn_Ru-X,mean_coordn_Ru-O,min_coordn_Ru-O,max_coordn_Ru-O,mean_Ru_charge,min_Ru_charge,max_Ru_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_RuO_BondL
mp-4596,Sr2RuO4,2.3395402577843867,-0.8747941032583479,Octahedron,1,1a,1,[0.05547996220927501],0.0,0.05547996220927501,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,O-Ru-Sr,0.0,-2.359256684999999,0.0,3,Tetragonal,4/mmm,I4/mmm,oxide,,Sr,Ru,,,,"O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9835781989461545
mp-5032,La3Ru3O11,1.785880012106165,1.1858202494948784,Octahedron,1,12g,1,[1.112692332869175],0.0,1.112692332869175,A3B3C11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-O-Ru,0.007483723529409,-2.54792911617647,0.0,3,Cubic,m-3,Pn-3,oxide,,,Ru,,,,O,,,La,,B > 1,Positive B,2.0007827915945913
mp-504468,Bi3Ru3O11,1.5067092218304905,1.5375688576929107,Octahedron,1,12g,1,[0.285971840667856],0.0,0.285971840667856,A3B3C11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.33,4.33,4.33,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-O-Ru,0.0,-1.544209805882353,0.0,3,Cubic,m-3,Pn-3,oxide,,,Ru,,Bi,B,O,,,,,B > 1,Positive B,1.99964284835049
mp-5299,La2RuO5,1.909761541186817,0.3151481257213409,Octahedron,1,4e,1,[0.309185525128904],0.0,0.309185525128904,AB2C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-O-Ru,0.023088937187496,-2.959352171875,0.0,3,Monoclinic,2/m,P2_1/c,oxide,,,Ru,,,,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.0324550283311464
mp-541485,Ba3CaRu2O9,1.716106975579092,1.5192871206485323,Octahedron,1,4f,1,[0.23336916897929402],0.0,0.23336916897929402,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ca-O-Ru,0.000378263333333,-2.4771969606666677,0.0,4,Hexagonal,-6m2,P-62c,oxide,,"Ca, Ba",Ru,,,B,"C, O",,,,,B > 1,Positive B,1.9955902619076606
mp-541720,Ba3DyRu2O9,1.649511549179111,1.240336114810649,Octahedron,1,4f,1,[0.036274260452286],0.0,0.036274260452286,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.5,4.5,1.0,1,1,Ru4.50+-O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Dy-O-Ru,0.0,-2.632982266444444,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Ru,,,B,O,,,Dy,,B > 1,Positive B,2.0069592081453234
mp-541721,Ba3ErRu2O9,1.6729003397040891,1.1591194960280928,Octahedron,1,4f,1,[0.038610692919485004],0.0,0.038610692919485004,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.5,4.5,1.0,1,1,Ru4.50+-O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Er-O-Ru,0.0,-2.64537928,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Ru,,,B,O,,,Er,,B > 1,Positive B,2.0069426280682094
mp-542122,Ba3LiRu2O9,1.7895811526714744,0.4411832763574589,Octahedron,1,4f,1,[0.32924289100472004],0.0,0.32924289100472004,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,2.0,2,2,"O-, O2-","Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Li-O-Ru,0.0,-2.298855071222223,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,Li,Ba,Ru,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9788318764726989
mp-542123,Ba3NaRu2O9,1.771459400463447,0.4767618940841437,Octahedron,1,4f,1,[0.277967802132325],0.0,0.277967802132325,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,2.0,2,2,"O-, O2-","Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Na-O-Ru,0.0,-2.254982630091955,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,Na,Ba,Ru,,,B,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.97597391816837
mp-542286,Ba4Na(RuO4)3,1.812599476205916,0.9566259023372756,Octahedron,1,"2b, 2a",2,"[0.15967770142294202, 0.29423272059133804, 0.16852159485617402]",0.0,0.207477338956818,AB3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Na-O-Ru,0.0,-2.261358031568965,0.0,4,Hexagonal,6mm,P6_3mc,oxide,Na,Ba,Ru,,,B,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.9902166765646305
mp-542399,Ba6Na2Mn2Ru2O17,1.7724353753385105,1.2246766778560505,Octahedron,1,4f,1,[0.253001744718273],0.0,0.253001744718273,A2B2C2D6E17,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Mn-Na-O-Ru,0.0,-2.336969942538645,0.3858,5,Hexagonal,6/mmm,P6_3/mmc,oxide,Na,Ba,"Mn, Ru",,,B,"N, O",,,,,B > 1,Positive B,1.9996528652284613
mp-542512,NaPr2RuO6,1.9704157066859864,0.0869365300314708,Octahedron,1,2d,1,[0.008396302312886001],0.0,0.008396302312886001,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Na-O-Pr-Ru,0.0,-2.711197672471264,0.4715,4,Monoclinic,2/m,P2_1/c,oxide,Na,,Ru,,,,"N, O, P",,,Pr,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.986372946085776
mp-542697,Rb2RuO4,2.315432127198119,1.3275191356413143,Tetrahedron,1,4c,1,[0.052756857164806006],0.0,0.052756857164806006,AB2C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,O-Rb-Ru,0.0,-1.714723446785713,0.0,3,Orthorhombic,mmm,Pnma,oxide,Rb,,Ru,,,,O,,,,,B > 1,Positive B,1.776074012189056
mp-542767,Sr2TmRuO6,1.979425347298465,0.0284400625058558,Octahedron,1,2c,1,[0.0039854922209090005],0.0,0.0039854922209090005,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,O-Ru-Sr-Tm,0.0,-2.8894845945,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Ru,,,,"O, S",,,Tm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9846262999584692
mp-542850,Na2RuO4,2.081481581543444,1.0794976168584545,Trigonal bipyramid,1,4e,1,"[0.47909647600335303, 0.517791561172074]",0.0,0.49844401858771353,AB2C4,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-Ru,0.0,-1.671999741644088,0.0,3,Monoclinic,2/m,P2_1/c,oxide,Na,,Ru,,,,"N, O",,,,,B > 1,Positive B,1.888567327080602
mp-5433,Pr3RuO7,1.935025760481721,0.1745596098259793,Octahedron,1,2b,1,[0.11293768580532801],0.0,0.11293768580532801,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Pr-Ru,0.0,-2.919855954999997,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,Ru,,,,"O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,1.9674624773615126
mp-554060,Na3Pr14(RuO6)6,2.0326107997070952,-0.0691202079167789,Octahedron,1,"4c, 6e, 2b",3,"[0.38808578253594905, 0.29586430788723, 0.0012474231087140001]",0.0,0.22839917117729766,A3B6C14D36,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Na-O-Pr-Ru,0.025074151652551,-2.864089647923243,0.0,4,Trigonal,-3m,R-3c,oxide,Na,,Ru,,,,"N, O, P",,,Pr,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.012268331322457
mp-554143,Ba7Ru4Cl2O15,1.9350384857035248,0.2600419777850183,Octahedron,1,2c,1,"[0.30658660258226, 0.18848930692340402]",0.0,0.24753795475283202,A2B4C7D15,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Cl-O-Ru,0.008210638214285,-2.387152008749999,0.0,4,Trigonal,-3m,R-3m,oxide,,Ba,Ru,,,B,"C, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,2.012869435883222
mp-554687,Ba6Na2As2Ru2O17,1.7739497979471264,1.2309858524482395,no_data,1,no_data,1,no_data,0.0,no_data,A2B2C2D6E17,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,As-Ba-Na-O-Ru,0.0,-2.455788770612366,0.353,5,Hexagonal,6/mmm,P6_3/mmc,oxide,Na,Ba,Ru,,,"B, As","N, O",,,,,B > 1,Positive B,2.002335924050247
mp-554824,La3RuO7,1.909933701072963,0.3016809868540432,Octahedron,1,4e,1,[0.21664815181795002],0.0,0.21664815181795002,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",SCAN,La-O-Ru,0.016567448409087,-3.137618632045455,0.138499999999999,3,Monoclinic,2/m,P2_1/c,oxide,,,Ru,,,,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.9664920572977485
mp-554949,Ba6Ru2Pt(ClO6)2,1.6809824518690122,1.7961106413070589,Octahedron,1,2c,1,[0.37948042367182405],0.0,0.37948042367182405,AB2C2D6E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Cl-O-Pt-Ru,0.0,-2.384181850869566,0.122799999999999,5,Trigonal,-3m,P-3m1,hypochlorite,,Ba,"Ru, Pt",,,B,"C, O, P",Cl,,,,B > 1,Positive B,2.0123680978145444
mp-555246,Ba3LuRu2O9,1.716231237036616,1.013110643192526,Octahedron,1,4f,1,[0.045979702050684],0.0,0.045979702050684,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.5,4.5,1.0,1,1,Ru4.50+-O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Lu-O-Ru,0.0,-2.660974772444445,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Ru,,,B,O,,,Lu,,B > 1,Positive B,2.0081963076218305
mp-555258,Ba3NaRu2O9,1.9146179398651315,0.5721596812026913,Octahedron,1,"4f, 8h",2,"[0.359459637864666, 0.067742160590708, 0.07576673268150401]",0.0,0.167656177045626,AB2C3D9,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.0,6.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Na-O-Ru,0.0027573555,-2.252225274591955,0.0,4,Orthorhombic,mmm,Pmma,oxide,Na,Ba,Ru,,,B,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.9749473490462863
mp-555525,Sm3RuO7,1.9491785693159416,0.0422652971157913,Octahedron,1,4a,1,"[0.21918936559384103, 0.298986887157703]",0.0,0.259088126375772,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Ru-Sm,0.0,-3.009184246136364,0.0,3,Orthorhombic,mm2,Pna2_1,oxide,,,Ru,,,,"O, S",,,Sm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.957004031421831
mp-555804,Na3Nd14(RuO6)6,2.029540652653818,-0.0662228359015596,Octahedron,1,"4c, 6e, 2b",3,"[0.41001534989876504, 0.314152291499863, 0.0018841000713390001]",0.0,0.24201724715665565,A3B6C14D36,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Na-Nd-O-Ru,0.0,-2.8865765020192877,0.006,4,Trigonal,-3m,R-3c,oxide,Na,,Ru,,,,"N, O",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0100465509960355
mp-555890,La7(RuO6)3,2.214923169816518,-1.2193798023171376,Octahedron,1,"4c, 6e, 2b",3,"[1.159047564046041, 0.166473858730346, 0.120801081104993]",0.0,0.4821075012937934,A3B7C18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-O-Ru,0.0,-3.015724585267859,0.405199999999999,3,Trigonal,-3m,R-3c,oxide,,,Ru,,,,O,,,La,,B < -1,Negative B,1.9924978764429568
mp-556097,NaLi2(RuO2)6,1.6962834830452245,0.6553509397148807,Octahedron,1,6g,1,[0.5547719741122761],0.0,0.5547719741122761,AB2C6D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.5,3.5,1.0,1,1,Ru3.50+-O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Li-Na-O-Ru,0.036772227440474,-1.510417942764094,0.0,4,Trigonal,-3,P-3,oxide,"Li, Na",,Ru,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.0435300734199555
mp-556259,Ba3EuRu2O9,1.4462929692621025,1.928838861600652,Octahedron,1,4f,1,[0.036357643959254005],0.0,0.036357643959254005,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.5,4.5,1.0,1,1,Ru4.50+-O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Eu-O-Ru,0.0,-2.484864778333334,0.0215,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Ru,,,B,O,,,Eu,,B > 1,Positive B,2.002157672023905
mp-556443,Ba5Ru2Cl2O9,1.728934863555296,1.3305585008887824,Octahedron,1,4e,1,[0.332858051414374],0.0,0.332858051414374,A2B2C5D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",SCAN,Ba-Cl-O-Ru,0.0,-2.509366855,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Ru,,,B,"C, O",Cl,,,,B > 1,Positive B,1.9753523744685981
mp-556602,Ba3BiRu2O9,1.915602230019666,0.2294638820171129,Octahedron,1,4f,1,[0.10925791728841301],0.0,0.10925791728841301,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,2.0,2,2,"O-, O2-","Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Bi-O-Ru,0.004242800750013,-2.200640857333334,0.0,4,Monoclinic,2/m,C2/c,oxide,,Ba,Ru,,Bi,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.032798195982105
mp-556877,Ba7Ru4Br2O15,1.9269294073577488,0.290129378458911,Octahedron,1,2c,1,"[0.396866596554922, 0.25204095283605105]",0.0,0.32445377469548653,A2B4C7D15,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Br-O-Ru,0.00616713750001,-2.356020487678571,0.0,4,Trigonal,-3m,R-3m,oxide,,Ba,Ru,,,B,O,Br,,,,"B $\in$ [0.1, 0.5]",Positive B,2.013765367203847
mp-556954,Ba5Ru2Cl2O9,1.7807124094621003,1.0505087547241825,Octahedron,1,4c,1,"[0.24554667357237803, 0.219938524382763]",0.0,0.23274259897757052,A2B2C5D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",SCAN,Ba-Cl-O-Ru,0.044385145833332,-2.464981709166667,0.0584,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Ru,,,B,"C, O",Cl,,,,B > 1,Positive B,1.9783852317429016
mp-557111,Sr3CaRu2O9,1.776179181373038,1.0638078344620523,Octahedron,1,4e,1,"[0.114744755669128, 0.12294950415958102]",0.0,0.1188471299143545,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-O-Ru-Sr,0.0,-2.355771571166667,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,"Ca, Sr",Ru,,,,"C, O, S",,,,,B > 1,Positive B,1.973027163053689
mp-558595,Ba6Ru3(ClO6)2,1.9167447863209155,0.361131451707227,Octahedron,1,"2c, 1a",2,"[0.19234625768638502, 0.264745010129851]",0.0,0.22854563390811802,A2B3C6D12,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Cl-O-Ru,0.01127854663042,-2.428694442608697,0.0,4,Trigonal,-3m,P-3m1,hypochlorite,,Ba,Ru,,,B,"C, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0120423525958975
mp-558624,Ba3LaRu2O9,1.4632090907140276,1.809711191882522,Octahedron,1,4f,1,[0.032365016413184004],0.0,0.032365016413184004,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.5,4.5,1.0,1,1,Ru4.50+-O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-La-O-Ru,0.0,-2.585070094999999,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Ru,,,B,O,,,La,,B > 1,Positive B,1.984743550901068
mp-558725,Ba5Ru2Br2O9,1.7527247727323334,1.3677915049564242,Octahedron,1,4e,1,[0.31921600122764204],0.0,0.31921600122764204,A2B2C5D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Br-O-Ru,0.0,-2.457761265555556,0.4718,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Ru,,,B,O,Br,,,,B > 1,Positive B,2.006037054570861
mp-558974,Pr5(RuO6)2,1.898693716541669,0.5122682341484276,Octahedron,1,2g,1,[0.287537848674487],0.0,0.287537848674487,A2B5C12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Pr-Ru,0.0,-2.8817564030701712,0.192199999999999,3,Monoclinic,2/m,C2/m,oxide,,,Ru,,,,"O, P",,,Pr,,"B $\in$ [0.5, 1]",Positive B,1.993499984576739
mp-559442,Ba2Ru7O18,1.8879900542233936,0.2725952351318107,Octahedron,1,"2i, 1b",2,"[0.440759130205425, 0.311213387512427, 0.6471278506440421, 0.359280759411208]",0.0,0.4395952819432755,A2B7C18,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-O-Ru,0.0,-1.751361971111112,0.0,3,Triclinic,-1,P-1,oxide,,Ba,Ru,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9672425598806385
mp-559854,La8Ru4O21,2.061458593348165,-0.3030826422398412,Octahedron,1,"6c, 2a",2,"[0.337556328266341, 0.18187590446463903]",0.0,0.25971611636549,A4B8C21,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-O-Ru,0.013448518560597,-2.944872946212122,0.0,3,Hexagonal,6mm,P6_3cm,oxide,,,Ru,,,,O,,,La,,"B $\in$ [-1, -0.1]",Negative B,2.0037025560577804
mp-559863,Ba6Na2Cr2Ru2O17,0.3891005305867022,3.969233807287901,Octahedron,1,4f,1,[0.24989593578339903],0.0,0.24989593578339903,A2B2C2D6E17,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Cr-Na-O-Ru,0.004265445328242,-2.40394931078478,0.0,5,Hexagonal,6/mmm,P6_3/mmc,oxide,Na,Ba,"Cr, Ru",,,B,"C, N, O",,,,,B > 1,Positive B,1.9997269495618042
mp-559909,Sr3Ru2O7,2.1205041585951485,-0.3071117243600017,Octahedron,1,4f,1,[0.013858141719970001],0.0,0.013858141719970001,A2B3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,O-Ru-Sr,0.0,-2.239315070833333,0.0,3,Orthorhombic,mmm,Ccce,oxide,,Sr,Ru,,,,"O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9870724983173418
mp-560380,Ba4Ho(RuO4)3,1.9842556034025551,0.0875309923293401,Octahedron,1,"2c, 1b",2,"[0.09783078323604001, 0.24805367452846702]",0.0,0.17294222888225352,AB3C4D12,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ho-O-Ru,0.002341267624999,-2.524250893749999,0.0,4,Trigonal,-3m,R-3m,oxide,,Ba,Ru,,,B,"H, O",,,Ho,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.017004827155853
mp-560702,BaHgRuO5,2.0362071194081244,0.8405035350471872,Trigonal bipyramid,1,6h,1,[0.43220635029067805],0.0,0.43220635029067805,ABCD5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Hg-O-Ru,0.0,-1.744168052604168,0.3504,4,Hexagonal,6/m,P6_3/m,oxide,,Ba,"Ru, Hg",,,B,"H, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.8903726729910986
mp-561147,Ba2BiRuO6,1.817145305208483,1.1525800033624845,Octahedron,1,4e,1,[0.17102305444409402],0.0,0.17102305444409402,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Bi-O-Ru,0.020283187375008,-2.191964763499999,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Ru,,Bi,B,O,,,,,B > 1,Positive B,2.0309855245095565
mp-561481,Ba5Ru2ClO9,1.947911003371492,0.2924747959397952,Octahedron,1,2a,1,"[0.221101422420096, 0.21844346811622]",0.0,0.219772445268158,AB2C5D9,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Cl-O-Ru,0.032759732794117,-2.446723197058824,0.0,4,Orthorhombic,mm2,Cmc2_1,hypochlorite,,Ba,Ru,,,B,"C, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0341041485385736
