material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Hg_wyckoff,num_Hg_chemenvs,CN,element,charge_range,is_single_charge
mp-558934,Hg3ClO,1.6825219365282134,0.8882952527600375,"[1.0, 1.0, 1.0, 2.0]",1.0,1.0,1.0,"Triangular non-coplanar, Angular",4f,2,1.0,Hg,0.0,True
mp-558934,Hg3ClO,1.6825219365282134,0.8882952527600375,"[1.0, 1.0, 1.0, 2.0]",1.0,1.0,1.0,"Triangular non-coplanar, Angular",4f,2,1.0,Hg,0.0,True
mp-558934,Hg3ClO,1.6825219365282134,0.8882952527600375,"[1.0, 1.0, 1.0, 2.0]",1.0,1.0,1.0,"Triangular non-coplanar, Angular",4f,2,1.0,Hg,0.0,True
mp-558934,Hg3ClO,1.6825219365282134,0.8882952527600375,"[1.0, 1.0, 1.0, 2.0]",1.0,1.0,1.0,"Triangular non-coplanar, Angular",4f,2,2.0,Hg,0.0,True
mp-558945,Hg3AsBrO4,1.7929376632904652,1.2350668873410031,[3.0],2.0,2.0,2.0,See-saw,12b,1,3.0,Hg,0.0,True
mp-559070,Li2Hg(PO3)4,1.1674408497861473,1.149571699401478,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Hg,0.0,True
mp-559462,CrHg3(PbO4)2,2.022461935556612,0.4805803241971847,"[2.0, 5.0]",2.0,2.0,2.0,"T-shaped, Square pyramid, Linear",4e,3,2.0,Hg,0.0,True
mp-559462,CrHg3(PbO4)2,2.022461935556612,0.4805803241971847,"[2.0, 5.0]",2.0,2.0,2.0,"T-shaped, Square pyramid, Linear",4e,3,5.0,Hg,0.0,True
mp-559722,Hg3(NO4)2,1.9650129906816736,0.4500601220771152,"[5.0, 7.0]",2.0,2.0,2.0,"Face-capped octahedron, Square pyramid, Pentagonal bipyramid",8c,3,5.0,Hg,0.0,True
mp-559722,Hg3(NO4)2,1.9650129906816736,0.4500601220771152,"[5.0, 7.0]",2.0,2.0,2.0,"Face-capped octahedron, Square pyramid, Pentagonal bipyramid",8c,3,7.0,Hg,0.0,True
mp-560316,Hg3SO6,2.097104700851419,0.5012888235841018,"[2.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal prism","6c, 3a",2,2.0,Hg,0.0,True
mp-560316,Hg3SO6,2.097104700851419,0.5012888235841018,"[2.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal prism","6c, 3a",2,6.0,Hg,0.0,True
mp-561222,K2HgBr2(NO6)2,3.684555734140024,-0.8220710189658673,[8.0],2.0,2.0,2.0,Cube,2a,1,8.0,Hg,0.0,True
mp-561361,Hg2Mo2O7,2.0315010850128994,0.8415547487145171,"[1.0, 2.0]",1.0,1.0,1.0,"Triangular non-coplanar, Angular",4f,2,1.0,Hg,0.0,True
mp-561361,Hg2Mo2O7,2.0315010850128994,0.8415547487145171,"[1.0, 2.0]",1.0,1.0,1.0,"Triangular non-coplanar, Angular",4f,2,2.0,Hg,0.0,True
mp-565679,Hg4Se4O9,2.5009566237878724,0.0329860634507445,"[3.0, 4.0, 7.0]",2.0,2.0,2.0,no_data,no_data,1,3.0,Hg,0.0,True
mp-565679,Hg4Se4O9,2.5009566237878724,0.0329860634507445,"[3.0, 4.0, 7.0]",2.0,2.0,2.0,no_data,no_data,1,4.0,Hg,0.0,True
mp-565679,Hg4Se4O9,2.5009566237878724,0.0329860634507445,"[3.0, 4.0, 7.0]",2.0,2.0,2.0,no_data,no_data,1,7.0,Hg,0.0,True
mp-605347,HgTe(H2O3)2,2.0467356288615384,-0.0199520595038434,[2.0],2.0,2.0,2.0,Linear,4a,1,2.0,Hg,0.0,True
mp-616597,ReHgO4,1.4386572102997337,0.7534420587922688,[5.0],1.0,1.0,1.0,Square pyramid,4e,1,5.0,Hg,0.0,True
mp-642625,Hg12SbBr(ClO3)2,2.115617216994032,0.526229047686522,"[1.0, 1.0, 1.0, 1.0, 2.0, 2.0]",1.0,1.0,1.0,"Single neighbor, Triangular non-coplanar, Angular",3d,3,1.0,Hg,0.0,True
mp-642625,Hg12SbBr(ClO3)2,2.115617216994032,0.526229047686522,"[1.0, 1.0, 1.0, 1.0, 2.0, 2.0]",1.0,1.0,1.0,"Single neighbor, Triangular non-coplanar, Angular",3d,3,1.0,Hg,0.0,True
mp-642625,Hg12SbBr(ClO3)2,2.115617216994032,0.526229047686522,"[1.0, 1.0, 1.0, 1.0, 2.0, 2.0]",1.0,1.0,1.0,"Single neighbor, Triangular non-coplanar, Angular",3d,3,1.0,Hg,0.0,True
mp-642625,Hg12SbBr(ClO3)2,2.115617216994032,0.526229047686522,"[1.0, 1.0, 1.0, 1.0, 2.0, 2.0]",1.0,1.0,1.0,"Single neighbor, Triangular non-coplanar, Angular",3d,3,1.0,Hg,0.0,True
mp-642625,Hg12SbBr(ClO3)2,2.115617216994032,0.526229047686522,"[1.0, 1.0, 1.0, 1.0, 2.0, 2.0]",1.0,1.0,1.0,"Single neighbor, Triangular non-coplanar, Angular",3d,3,2.0,Hg,0.0,True
mp-642625,Hg12SbBr(ClO3)2,2.115617216994032,0.526229047686522,"[1.0, 1.0, 1.0, 1.0, 2.0, 2.0]",1.0,1.0,1.0,"Single neighbor, Triangular non-coplanar, Angular",3d,3,2.0,Hg,0.0,True
mp-667291,ReHg2O5,2.040953524374811,0.406152605332076,"[1.0, 5.0, 5.0, 6.0]",1.5,1.0,2.0,"See-saw, Square pyramid, Octahedron","1a, 2i, 1e",3,1.0,Hg,1.0,False
mp-667291,ReHg2O5,2.040953524374811,0.406152605332076,"[1.0, 5.0, 5.0, 6.0]",1.5,1.0,2.0,"See-saw, Square pyramid, Octahedron","1a, 2i, 1e",3,5.0,Hg,1.0,False
mp-667291,ReHg2O5,2.040953524374811,0.406152605332076,"[1.0, 5.0, 5.0, 6.0]",1.5,1.0,2.0,"See-saw, Square pyramid, Octahedron","1a, 2i, 1e",3,5.0,Hg,1.0,False
mp-667291,ReHg2O5,2.040953524374811,0.406152605332076,"[1.0, 5.0, 5.0, 6.0]",1.5,1.0,2.0,"See-saw, Square pyramid, Octahedron","1a, 2i, 1e",3,6.0,Hg,1.0,False
mp-754598,Hg3SeO6,2.097246031071799,0.394074735568081,"[2.0, 6.0, 7.0]",2.0,2.0,2.0,"Face-capped octahedron, Square pyramid, Trigonal prism",3a,3,2.0,Hg,0.0,True
mp-754598,Hg3SeO6,2.097246031071799,0.394074735568081,"[2.0, 6.0, 7.0]",2.0,2.0,2.0,"Face-capped octahedron, Square pyramid, Trigonal prism",3a,3,6.0,Hg,0.0,True
mp-754598,Hg3SeO6,2.097246031071799,0.394074735568081,"[2.0, 6.0, 7.0]",2.0,2.0,2.0,"Face-capped octahedron, Square pyramid, Trigonal prism",3a,3,7.0,Hg,0.0,True
mp-756040,Gd2HgO4,0.9666062031949187,2.028383731612501,[4.0],2.0,2.0,2.0,Linear,2i,1,4.0,Hg,0.0,True
mp-756103,Y2HgO4,1.048964281820762,1.872938200095844,[4.0],2.0,2.0,2.0,See-saw,2i,1,4.0,Hg,0.0,True
mp-759925,Zn2Hg2H2Se2O11,2.1592890996357443,0.1951488181831187,"[2.0, 6.0]",2.0,2.0,2.0,"See-saw, Octahedron",4d,2,2.0,Hg,0.0,True
mp-759925,Zn2Hg2H2Se2O11,2.1592890996357443,0.1951488181831187,"[2.0, 6.0]",2.0,2.0,2.0,"See-saw, Octahedron",4d,2,6.0,Hg,0.0,True
mp-761169,Zn2Hg2H2S2O11,2.1501515165483904,0.2034634689770708,"[2.0, 6.0]",2.0,2.0,2.0,"Linear, Octahedron",4d,2,2.0,Hg,0.0,True
mp-761169,Zn2Hg2H2S2O11,2.1501515165483904,0.2034634689770708,"[2.0, 6.0]",2.0,2.0,2.0,"Linear, Octahedron",4d,2,6.0,Hg,0.0,True
mp-772206,Hg2W2O7,2.038964183429264,0.7487583577516126,"[1.0, 2.0]",1.0,1.0,1.0,Angular,2i,1,1.0,Hg,0.0,True
mp-772206,Hg2W2O7,2.038964183429264,0.7487583577516126,"[1.0, 2.0]",1.0,1.0,1.0,Angular,2i,1,2.0,Hg,0.0,True
mp-774407,Hg2W2O7,2.0741367426008503,0.7515963602251317,"[1.0, 2.0]",1.0,1.0,1.0,"Triangular non-coplanar, Angular",4f,2,1.0,Hg,0.0,True
mp-774407,Hg2W2O7,2.0741367426008503,0.7515963602251317,"[1.0, 2.0]",1.0,1.0,1.0,"Triangular non-coplanar, Angular",4f,2,2.0,Hg,0.0,True
mp-779287,La2HgO4,0.7236081008877853,2.487595081600209,[4.0],2.0,2.0,2.0,Linear,2i,1,4.0,Hg,0.0,True
mp-8975,Hg3(AsO4)2,1.4803208218593882,0.995658672033955,"[5.0, 7.0]",2.0,2.0,2.0,"Square pyramid, Square-face capped trigonal prism",4e,2,5.0,Hg,0.0,True
mp-8975,Hg3(AsO4)2,1.4803208218593882,0.995658672033955,"[5.0, 7.0]",2.0,2.0,2.0,"Square pyramid, Square-face capped trigonal prism",4e,2,7.0,Hg,0.0,True
mp-997000,AgHgO2,2.3655887706625203,0.0599600079275171,[4.0],2.0,2.0,2.0,Square plane,"1c, 1b",1,4.0,Hg,0.0,True
