material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Y_wyckoff,num_Y_chemenvs,CN,element,charge_range,is_single_charge
mp-2714763,Na3YZr3(PO4)6,1.9902739103194915,0.3264499010302898,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714834,NaY3Mg(SO4)6,1.9911955390716536,0.3618055160011885,[6.0],3.0,3.0,3.0,Octahedron,"1b, 1c, 1a",1,6.0,Y,0.0,True
mp-2714889,NaY3Zn(SO4)6,1.985519474438704,0.3838494437778086,[6.0],3.0,3.0,3.0,Octahedron,"1b, 1c, 1a",1,6.0,Y,0.0,True
mp-2714916,Na6Y5Nb3(PO4)12,1.9921670860926433,0.3384779721460087,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714931,Na5Y4P5SO24,1.9636557726182229,0.4184499456302193,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714937,Na3Ca3Y(SO4)6,2.0678008304363957,0.2735210378976316,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714967,Na5Y2In2P5SO24,1.9795612194941048,0.3817961196129715,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715020,Na5Y2Sc2P5SO24,1.9592114174819897,0.4118745187734416,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715036,Na4CaY(PO4)3,2.07624003220172,0.2717304885748272,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2715064,Na4YTa3Si4(PO12)2,1.9796213485410152,0.3420533678983258,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715067,Na3YZn3(SO4)6,2.009708329770813,0.3009701298793065,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715070,Na3YMg3(SO4)6,1.9891942550513009,0.343917784048163,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715137,Na4YZn(PO4)3,1.5542069098558875,0.961874986996338,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2715180,Na7Y2Hf2Si3(PO8)3,1.842785599414292,0.6003119693956287,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715220,Na4YMg(PO4)3,1.470181002667008,1.0746990854184866,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2715223,Na6YNb3(SiO4)6,1.8591422728794589,0.5692444439549228,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-2715224,Na3YHfSi(PO6)2,1.8718635793531035,0.5071394718080542,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-2715230,Na3YSc(PO4)3,1.9617129426614544,0.4150722180204368,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715254,Na3YAl(PO4)3,1.706541396599325,0.7704282958757502,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715258,Na6YTa3(SiO4)6,1.8195433643647752,0.59941930544924,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715275,Na6YTa3(SiO4)6,1.7790587278145218,0.689906479734233,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-2715280,Na6Y3TaSi2(PO6)4,1.9043752759069976,0.5137332260587402,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-2715289,Na3YIn(PO4)3,1.910582225267452,0.4850964184571747,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715305,Na3YHfSi(PO6)2,1.73916611733535,0.6906741293030889,[6.0],3.0,3.0,3.0,Octahedron,4a,1,6.0,Y,0.0,True
mp-2715326,Na3YSc(PO4)3,1.9131826734992932,0.4828112810622836,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715359,Na3Y2(PO4)3,1.9737416012236857,0.4097462503096604,[6.0],3.0,3.0,3.0,Octahedron,4a,1,6.0,Y,0.0,True
mp-2715363,Na3YGa(PO4)3,1.9432503436573387,0.4232735499242174,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715387,Na3YZrSi(PO6)2,1.8840768462801656,0.478307251385177,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-2715403,Na3YIn(PO4)3,1.9447502669918115,0.4347461721413701,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715412,Na3LaY(PO4)3,2.0020144973947547,0.3931244023911618,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715417,Na3YZrSi(PO6)2,1.817919219756781,0.596236472712267,[6.0],3.0,3.0,3.0,Octahedron,4a,1,6.0,Y,0.0,True
mp-2715421,Na6Y3TaSi2(PO6)4,1.9751585925728017,0.4047572939876362,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715423,Na3Y2(PO4)3,1.938442510928826,0.4556259599738536,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-2715449,Na6Y3NbSi2(PO6)4,2.019132592866784,0.3444385296470428,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-2715451,Na6Y3NbSi2(PO6)4,1.9746769327305391,0.4056969676945353,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715482,Na3YAl(PO4)3,1.922574704298447,0.4472012474346257,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715489,Na6YNb3(SiO4)6,1.8217736997074436,0.598458188639871,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715516,Na3YGa(PO4)3,1.8897852174810752,0.4903721121120159,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715555,NaYNb3SiP5O24,2.0879296392113025,0.2037959847979478,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715571,Na4YZrSi2PO12,1.6997971335771322,0.7543795826389503,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2715598,Na7Y2Sc2SiP5O24,1.8438265320071143,0.5832933995987828,[6.0],3.0,3.0,3.0,no_data,no_data,1,6.0,Y,0.0,True
mp-2715621,Na7Y2In2SiP5O24,1.8858666504670492,0.5221212658180996,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715626,Na7Y2Al2SiP5O24,1.804044994901116,0.6249197134186193,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715693,NaYTa3SiP5O24,2.092843861716166,0.2097874108327051,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715714,Na2YTa3Si2(PO6)4,2.0330714907735183,0.240298742725785,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715752,Na8Y3NbSi4(PO12)2,1.850634179733334,0.5646235991768551,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715778,Na2YNb3Si2(PO6)4,2.0447431802296636,0.237940327300802,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715790,Na7Y4SiP5O24,1.8543420582251888,0.5693861274461977,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715911,Na5Y2Zr2SiP5O24,1.9464642231154283,0.4102918958118222,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715917,Na7Ca2Y2P5SO24,1.9641429626835472,0.4115747575281123,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715939,Na3Y3NbP5SO24,2.077470010867984,0.2444256473338507,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715940,Na3Y3TaP5SO24,2.0747111508155514,0.2394145194856523,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2715999,Na7Y2Mg2P5SO24,1.8188463058436777,0.5951775670830631,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2716005,Na3Y2Hf2P5SO24,2.0510907350819183,0.2695995363797591,[6.0],3.0,3.0,3.0,no_data,no_data,1,6.0,Y,0.0,True
mp-2716063,Na3Y2Zr2P5SO24,2.0633339413522203,0.2796496973379127,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2716073,Na3Y2Ti2P5SO24,2.0713806071303567,0.2488093414264545,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2716093,Na3Y2Sn2P5SO24,2.0797352276656875,0.2191134401251702,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2716132,Na4YHfSi2PO12,1.7052022895613497,0.7339786600229954,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2716169,Na8Y3TaSi4(PO12)2,1.8554934800123728,0.5673866402975103,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2716228,NaY2Ta2P5SO24,2.0576634748167626,0.2395606281418723,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2716263,NaY2Nb2P5SO24,2.0752236147280105,0.2050876403958041,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2716316,Na5YTa3Si5PO24,1.9366875418775955,0.4234181893106631,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2716342,NaY2Ti2P3(SO8)3,2.1000589982282625,0.1952430326203918,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2716345,Na6Y5Ta3(PO4)12,1.9979493044401124,0.3240448537690387,[6.0],3.0,3.0,3.0,no_data,no_data,1,6.0,Y,0.0,True
mp-2716472,NaY3NbP3(SO8)3,2.096254619815303,0.2229581921438647,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2716511,Na5Y3Zr(PO4)6,1.9421244455487192,0.452849270653155,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2716546,NaY2Hf2P3(SO8)3,2.05402177927722,0.2769565801301643,[6.0],3.0,3.0,3.0,no_data,no_data,1,6.0,Y,0.0,True
mp-2716547,Na5Y3Sn(PO4)6,1.904816872670414,0.4753832144415301,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2716561,NaY2Zr2P3(SO8)3,2.068104100288958,0.2384367246581413,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2716572,NaY3TaP3(SO8)3,2.086292685932144,0.2310356113661304,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2763860,Y2Cr2O7,1.6317105438366266,0.7485040326430686,[8.0],3.0,3.0,3.0,Cube,4d,1,8.0,Y,0.0,True
mp-27698,Y6UO12,1.559191952951147,1.0739949597626728,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,6f,1,7.0,Y,0.0,True
mp-29205,YBO3,2.5780880846543868,-0.1964301982539855,[8.0],3.0,3.0,3.0,Cube,"4e, 2a",1,8.0,Y,0.0,True
mp-30321,Y2P4O13,1.8449568376328145,0.5827294533652703,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,4c,1,7.0,Y,0.0,True
mp-30539,Y2WO6,2.0811485559392997,0.3166946563405898,[7.0],3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",4a,2,7.0,Y,0.0,True
mp-31124,Y2MoO6,2.1816361397205504,0.2266355759149845,[8.0],3.0,3.0,3.0,"Cube, Square antiprism","4f, 2e",2,8.0,Y,0.0,True
mp-3370,Y2Sn2O7,1.8370708010121688,0.5993239737805564,[8.0],3.0,3.0,3.0,Cube,4d,1,8.0,Y,0.0,True
mp-3520,Y2SiO5,1.8568513432410072,0.6285492232680289,"[6.0, 7.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Octahedron",4f,2,6.0,Y,0.0,True
mp-3520,Y2SiO5,1.8568513432410072,0.6285492232680289,"[6.0, 7.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Octahedron",4f,2,7.0,Y,0.0,True
mp-36699,Ce2Y2O7,2.032804733380831,0.37447607621357,"[6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism, Trigonal prism, Octahedron",1a,4,6.0,Y,0.0,True
mp-36699,Ce2Y2O7,2.032804733380831,0.37447607621357,"[6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism, Trigonal prism, Octahedron",1a,4,7.0,Y,0.0,True
mp-3792,YAlO3,1.375819702032023,1.1537707328923896,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,Y,0.0,True
mp-38807,Y7ReO14,2.0134972445492574,0.4400268470909462,"[6.0, 7.0, 8.0]",3.0,3.0,3.0,"Cube, Hexagonal bipyramid, Square-face capped trigonal prism, Octahedron","2d, 2b, 2a, 8h",4,6.0,Y,0.0,True
mp-38807,Y7ReO14,2.0134972445492574,0.4400268470909462,"[6.0, 7.0, 8.0]",3.0,3.0,3.0,"Cube, Hexagonal bipyramid, Square-face capped trigonal prism, Octahedron","2d, 2b, 2a, 8h",4,7.0,Y,0.0,True
mp-38807,Y7ReO14,2.0134972445492574,0.4400268470909462,"[6.0, 7.0, 8.0]",3.0,3.0,3.0,"Cube, Hexagonal bipyramid, Square-face capped trigonal prism, Octahedron","2d, 2b, 2a, 8h",4,8.0,Y,0.0,True
mp-504607,YInO3,1.8996934207020169,0.5317813528106299,[7.0],3.0,3.0,3.0,Face-capped octahedron,"4b, 2a",1,7.0,Y,0.0,True
mp-504864,YCu(WO4)2,2.2669233503289385,0.0561019756091128,[6.0],3.0,3.0,3.0,Octahedron,1c,1,6.0,Y,0.0,True
mp-504966,Ba2Y2CuPtO8,0.9294202789621844,1.6924777987840962,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4c,1,7.0,Y,0.0,True
mp-505589,BaYFeCuO5,1.7234261975548382,0.7068969482168699,[8.0],3.0,3.0,3.0,Cube,1b,1,8.0,Y,0.0,True
mp-510264,KY(WO4)2,2.2664383549210063,0.041625717117121,[6.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,2e,1,6.0,Y,0.0,True
mp-510475,Y2Cu2O5,1.86971093864052,0.5809386990781071,[7.0],3.0,3.0,3.0,Face-capped octahedron,8d,1,7.0,Y,0.0,True
mp-510598,YMn2O5,1.7981135895354965,0.6202883064268704,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4h,1,8.0,Y,0.0,True
mp-530641,Y4Cu7O16,2.3321729746208986,0.0534654825394072,"[8.0, 8.0, 8.0]",3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,2i,1,8.0,Y,0.0,True
mp-530641,Y4Cu7O16,2.3321729746208986,0.0534654825394072,"[8.0, 8.0, 8.0]",3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,2i,1,8.0,Y,0.0,True
mp-530641,Y4Cu7O16,2.3321729746208986,0.0534654825394072,"[8.0, 8.0, 8.0]",3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,2i,1,8.0,Y,0.0,True
mp-530883,Ce6Y26O51,1.9913741367425892,0.4430701359906654,"[6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism, Trigonal prism, Octahedron",1a,4,6.0,Y,0.0,True
mp-530883,Ce6Y26O51,1.9913741367425892,0.4430701359906654,"[6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism, Trigonal prism, Octahedron",1a,4,7.0,Y,0.0,True
mp-531484,Y5U2O12,1.9891325234524977,0.4516008921446767,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,1a,1,7.0,Y,0.0,True
mp-531564,Ce10Y22O53,2.072861940533717,0.3321402151063166,"[6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism, Trigonal prism, Octahedron",1a,4,6.0,Y,0.0,True
mp-531564,Ce10Y22O53,2.072861940533717,0.3321402151063166,"[6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism, Trigonal prism, Octahedron",1a,4,7.0,Y,0.0,True
mp-531963,Ce14Y18O55,2.0579345675442235,0.3474041182128023,"[6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism, Trigonal prism, Octahedron",1a,4,6.0,Y,0.0,True
mp-531963,Ce14Y18O55,2.0579345675442235,0.3474041182128023,"[6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism, Trigonal prism, Octahedron",1a,4,7.0,Y,0.0,True
mp-532704,K2YHf(PO4)3,2.169647847903696,0.1195182500017029,[6.0],3.0,3.0,3.0,no_data,no_data,1,6.0,Y,0.0,True
mp-532727,K2YZr(PO4)3,2.3732923313448584,-0.1584764805761838,[6.0],3.0,3.0,3.0,no_data,no_data,1,6.0,Y,0.0,True
mp-532768,YZr5Si5PO24,1.9656036722825767,0.3665736378351366,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,2k,1,8.0,Y,0.0,True
mp-534807,Ca5Y7Al16Cr2(SiO24)2,2.167742239542701,0.2312099453834943,[8.0],3.0,3.0,3.0,Cube,1a,1,8.0,Y,0.0,True
mp-5373,Y2Ti2O7,1.6897536151703996,0.717538658397329,[8.0],3.0,3.0,3.0,Cube,4d,1,8.0,Y,0.0,True
mp-5377,YTaO4,2.1760451803022702,0.2522949367123467,[8.0],3.0,3.0,3.0,Square antiprism,2e,1,8.0,Y,0.0,True
mp-5387,YNbO4,2.331778813131307,0.0611096598325583,[8.0],3.0,3.0,3.0,Square antiprism,2e,1,8.0,Y,0.0,True
mp-5409,Y4Al2O9,2.1073540077493265,0.3209468177660786,"[6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism, Octahedron",4e,3,6.0,Y,0.0,True
mp-5409,Y4Al2O9,2.1073540077493265,0.3209468177660786,"[6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism, Octahedron",4e,3,7.0,Y,0.0,True
mp-540905,YAlGeO5,2.406568086180247,0.0338433925179948,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4g,1,8.0,Y,0.0,True
mp-541040,Y2Be2GeO7,2.0043945103155294,0.4722453484469563,[8.0],3.0,3.0,3.0,Square antiprism,4e,1,8.0,Y,0.0,True
mp-541412,CsYP2O7,2.032914094477156,0.3349759716470993,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Y,0.0,True
mp-541495,KY(PO3)4,2.335524424718745,0.0554215441585238,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,2e,1,8.0,Y,0.0,True
mp-542205,BaYFe2O5,2.1993626626957097,0.2458838794190347,[8.0],3.0,3.0,3.0,Cube,2c,1,8.0,Y,0.0,True
mp-542733,BaY2CuO5,1.6814573694489816,0.8071959382469547,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4c,1,7.0,Y,0.0,True
mp-554376,Y4TiSi2(O3F2)3,1.9448663819746488,0.4916040687556495,"[2.0, 5.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Dodecahedron with triangular faces - p2345 plane normalized",4g,2,2.0,Y,0.0,True
mp-554376,Y4TiSi2(O3F2)3,1.9448663819746488,0.4916040687556495,"[2.0, 5.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Dodecahedron with triangular faces - p2345 plane normalized",4g,2,5.0,Y,0.0,True
mp-554420,Y2SiO5,1.9562010304775324,0.5132155331558025,"[7.0, 8.0]",3.0,3.0,3.0,"Face-capped octahedron, Square antiprism",4e,2,7.0,Y,0.0,True
mp-554420,Y2SiO5,1.9562010304775324,0.5132155331558025,"[7.0, 8.0]",3.0,3.0,3.0,"Face-capped octahedron, Square antiprism",4e,2,8.0,Y,0.0,True
mp-554508,KYP2O7,2.1441216661508764,0.1375311809441617,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Y,0.0,True
mp-554722,Y3GaO6,1.8323141290498377,0.6180660158467811,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,"4b, 2a",1,7.0,Y,0.0,True
mp-554778,NaY(SiO3)2,2.0536071335386032,0.3772058501267868,"[6.0, 8.0]",3.0,3.0,3.0,"Octahedron, Dodecahedron with triangular faces - p2345 plane normalized","4f, 2e",2,6.0,Y,0.0,True
mp-554778,NaY(SiO3)2,2.0536071335386032,0.3772058501267868,"[6.0, 8.0]",3.0,3.0,3.0,"Octahedron, Dodecahedron with triangular faces - p2345 plane normalized","4f, 2e",2,8.0,Y,0.0,True
mp-554852,Y2Te5O13,2.4019954407407225,-0.0269077168973946,"[7.0, 8.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Dodecahedron with triangular faces - p2345 plane normalized",2i,2,7.0,Y,0.0,True
mp-554852,Y2Te5O13,2.4019954407407225,-0.0269077168973946,"[7.0, 8.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Dodecahedron with triangular faces - p2345 plane normalized",2i,2,8.0,Y,0.0,True
mp-554918,BaY6Si3B6(O12F)2,2.065339633674008,0.3563396171371008,"[5.0, 7.0]",3.0,3.0,3.0,Square antiprism,3d,1,5.0,Y,0.0,True
mp-554918,BaY6Si3B6(O12F)2,2.065339633674008,0.3563396171371008,"[5.0, 7.0]",3.0,3.0,3.0,Square antiprism,3d,1,7.0,Y,0.0,True
mp-555030,NaY(PO3)4,2.036762984148898,0.3682505692614216,[8.0],3.0,3.0,3.0,Square antiprism,4e,1,8.0,Y,0.0,True
mp-555155,KNa2Y(Si2O5)3,4.418466397950864,-3.0868129697802096,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-555160,CsYSeCl2O3,2.0624773443551145,0.3648138078695941,[5.0],3.0,3.0,3.0,Pentagonal bipyramid,4e,1,5.0,Y,0.0,True
mp-555230,Rb2YGa(SiO3)4,1.5530370944146488,1.0002879500233854,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,4f,1,7.0,Y,0.0,True
mp-555489,LiY6B3O14,2.11418850650281,0.2913374709241846,"[6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",4e,2,6.0,Y,0.0,True
mp-555489,LiY6B3O14,2.11418850650281,0.2913374709241846,"[6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",4e,2,7.0,Y,0.0,True
mp-555913,YMoO4F,2.1885421886525496,0.1971038892822302,[6.0],3.0,3.0,3.0,Square antiprism,4e,1,6.0,Y,0.0,True
mp-556039,Na3Y(BO3)2,1.9993278708041964,0.4047937616244943,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,4e,1,7.0,Y,0.0,True
mp-556169,YSeO3F,1.9737107680351724,0.4440410018718464,[6.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,6.0,Y,0.0,True
mp-556206,Rb3Y2(BO3)3,1.814429965558796,0.6668914807372622,"[6.0, 7.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Octahedron",4a,2,6.0,Y,0.0,True
mp-556206,Rb3Y2(BO3)3,1.814429965558796,0.6668914807372622,"[6.0, 7.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Octahedron",4a,2,7.0,Y,0.0,True
mp-556220,Y10W2O21,2.1043138541334487,0.3034629095647919,"[6.0, 7.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Square-face capped trigonal prism, Trigonal prism",8d,3,6.0,Y,0.0,True
mp-556220,Y10W2O21,2.1043138541334487,0.3034629095647919,"[6.0, 7.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Square-face capped trigonal prism, Trigonal prism",8d,3,7.0,Y,0.0,True
mp-556335,YP5O14,2.25069611367816,0.0903732526543647,[8.0],3.0,3.0,3.0,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",2e,2,8.0,Y,0.0,True
mp-556455,Y2(MoO4)3,2.0145404850338844,0.3896860221517636,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4c,1,7.0,Y,0.0,True
mp-556661,Y2SiCO7,2.1847256113723037,0.224666692922944,"[7.0, 8.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",2i,2,7.0,Y,0.0,True
mp-556661,Y2SiCO7,2.1847256113723037,0.224666692922944,"[7.0, 8.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",2i,2,8.0,Y,0.0,True
mp-556860,Y2Si2O7,2.0490186396221297,0.3898098841332725,"[6.0, 7.0, 8.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square-face capped trigonal prism, Octahedron",2i,3,6.0,Y,0.0,True
mp-556860,Y2Si2O7,2.0490186396221297,0.3898098841332725,"[6.0, 7.0, 8.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square-face capped trigonal prism, Octahedron",2i,3,7.0,Y,0.0,True
mp-556860,Y2Si2O7,2.0490186396221297,0.3898098841332725,"[6.0, 7.0, 8.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square-face capped trigonal prism, Octahedron",2i,3,8.0,Y,0.0,True
mp-556861,LiY(PO3)4,1.9064014845239303,0.510482419220023,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,2e,1,8.0,Y,0.0,True
mp-557549,Na2YMoPO8,1.9983559728739284,0.4189573745371028,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4d,1,8.0,Y,0.0,True
mp-557696,Na5Y4Si4O16F,3.8481908540202654,-1.4844932984440713,[7.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4g,1,7.0,Y,0.0,True
mp-558160,NaYCO3F2,1.4048575048636998,1.0316851748594984,[4.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4c,1,4.0,Y,0.0,True
mp-558325,K2YNb5O15,2.7199015463978915,-0.2849567147232149,[8.0],3.0,3.0,3.0,Cube,1a,1,8.0,Y,0.0,True
mp-558573,Y2O3,1.912988489724557,0.5679777985644026,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Octahedron",2i,2,6.0,Y,0.0,True
mp-558573,Y2O3,1.912988489724557,0.5679777985644026,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Octahedron",2i,2,7.0,Y,0.0,True
mp-558883,Y3Si2ClO8,1.8914616057505775,0.611963193237931,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized","8d, 4c",2,6.0,Y,0.0,True
