element,CN,n_points,beta,beta0,method
Hf,1.0,33,-1.4599113925203226,3.20651939100875,RANSAC
Hf,2.0,34,-1.4596599683789582,3.2062255952873335,RANSAC
Hf,3.0,36,-1.475806726979639,3.2396471553692447,RANSAC
Hf,4.0,16,-1.6233048558328045,3.5261860412735775,RANSAC
Hf,5.0,7,-4.555591708080315,9.258525213295327,RANSAC
Hf,6.0,356,-2.4840207763854383,5.151462244107641,RANSAC
Hf,7.0,15,-1.8942651164973834,4.084338646744253,RANSAC
Hf,8.0,7,-1.7336403372962195,3.7747415723360622,RANSAC
Ta,1.0,6,-3.564312215161142,6.714979362395038,RANSAC
Ta,2.0,7,-4.839164259690628,9.883019944982644,RANSAC
Ta,3.0,5,-3.9288650942836103,8.21648787640009,RANSAC
Ta,4.0,17,-4.287523563773315,8.740201734724586,RANSAC
Ta,5.0,30,-3.979459286510975,8.19496299559652,RANSAC
Ta,6.0,928,-5.574309731489505,11.139463286376824,RANSAC
Ta,7.0,49,-3.7630448066385433,7.7186718172195805,RANSAC
Ta,8.0,6,-1.7188585598249588,3.7739277765446193,RANSAC
W,4.0,94,2.4270971159724795,-4.384086383353349,RANSAC
W,5.0,48,4.120061696903503,-7.696048928664135,RANSAC
W,6.0,790,-0.6013034085335094,1.5904978021446317,RANSAC
W,7.0,10,-3.931706733071519,7.945053777894077,RANSAC
Re,4.0,64,1.7448971185041018,-3.0525842941773575,RANSAC
Re,5.0,12,2.9773505011650614,-5.484400467075579,RANSAC
Re,6.0,96,5.8600102101363625,-11.07024446219614,RANSAC
Os,6.0,7,-2.5874380658661127,5.128504143623253,RANSAC
Ir,6.0,133,-2.81122852997606,5.700268471103954,RANSAC
Pt,4.0,19,-1.4014474592212567,2.8692146729990777,RANSAC
Pt,5.0,7,-1.1863608829333867,2.6171402965158164,RANSAC
Pt,6.0,56,-2.473403394199691,5.076420213216318,RANSAC
Au,2.0,7,-2.0028034231031087,4.081418840235552,RANSAC
Au,3.0,7,-2.0028034231031087,4.081418840235552,RANSAC
Au,4.0,37,-3.5852595771132423,7.288954751628729,RANSAC
Hg,1.0,20,-0.8805575929675988,2.37542827006252,RANSAC
Hg,2.0,38,-1.4099327314986245,3.3695450846602597,RANSAC
Hg,3.0,35,-1.3542906280301301,3.351207297543797,RANSAC
Hg,4.0,34,-1.3799977357697875,3.3665326711356935,RANSAC
Hg,5.0,15,-0.7740476464572017,1.9968731727535314,RANSAC
Hg,6.0,28,-0.8734812933754807,2.196016707578958,RANSAC
Hg,7.0,12,-0.8412148752834055,2.1475832738932707,RANSAC
Hg,8.0,7,-0.7336211680293817,1.8736060375510035,RANSAC
